Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,1246,833,407,94,0,1,0,0,0,0,0,0,913,6,1,Matches
Rober,es ESP,"DF,MF",29-126,35.5,2257,2153,96,56,3,24,11,39,0,0,0,0,1902,8,20,Matches
Juan Ferney Otero,co COL,"FW,MF",29-026,35.4,936,918,14,1,2,2,41,9,0,0,0,0,699,4,29,Matches
Gaspar Campos,es ESP,"MF,FW",24-086,30.7,1072,994,73,20,3,7,82,5,40,10,17,0,826,5,35,Matches
Nacho Méndez,es ESP,MF,26-083,31.1,1613,1544,62,47,14,6,20,5,2,1,0,0,1370,7,22,Matches
José Ángel,es ESP,DF,34-290,33.3,2040,1570,463,84,3,9,273,273,106,60,31,0,1587,7,26,Matches
Pablo Insua,es ESP,DF,30-286,29.0,1654,1616,35,26,0,7,2,3,0,0,0,0,1459,3,4,Matches
Haissem Hassan,fr FRA,"MF,FW",22-134,26.6,729,703,23,3,4,20,107,17,2,0,0,0,543,3,30,Matches
Alexandru Pașcanu,ro ROU,DF,25-267,21.2,1091,878,207,24,1,4,38,183,0,0,0,0,811,6,19,Matches
Uroš Đurđević,me MNE,FW,30-111,22.5,309,276,32,0,1,1,21,0,1,0,0,0,210,1,19,Matches
Carlos Izquierdoz,ar ARG,DF,35-231,19.4,1205,1160,41,32,4,3,4,1,0,0,0,0,1035,4,5,Matches
Cristian Rivera,es ESP,MF,26-348,15.5,831,800,29,26,7,5,8,3,0,0,0,0,704,2,14,Matches
Guillermo Rosas,es ESP,"DF,MF",24-035,17.5,1057,857,199,19,0,7,66,179,1,1,0,0,854,1,30,Matches
Fran Villalba,es ESP,"MF,FW",26-041,15.2,753,690,58,16,4,11,48,5,32,7,7,0,595,5,15,Matches
Roque Mesa,es ESP,MF,35-014,14.3,887,838,46,38,6,3,26,7,1,0,0,0,730,3,13,Matches
Diego Sánchez,es ESP,DF,20-339,13.3,815,787,22,18,0,7,11,4,0,0,0,0,687,6,9,Matches
Nacho Martin,es ESP,MF,22-094,11.1,641,604,36,36,4,9,1,0,0,0,0,0,562,1,11,Matches
Víctor Campuzano,es ESP,FW,27-021,9.6,145,130,14,1,0,1,4,1,0,0,0,0,99,1,5,Matches
Pablo García,es ESP,"DF,MF",24-016,9.5,434,316,113,11,0,1,42,83,19,7,6,0,300,5,7,Matches
Mario González,es ESP,FW,28-117,9.4,151,134,15,1,2,0,0,1,0,0,0,0,111,2,9,Matches
Jonathan Varane,fr FRA,MF,22-286,7.9,383,375,6,6,1,4,7,0,0,0,0,0,298,2,9,Matches
Christian Joel,cu CUB,GK,24-348,4.1,127,78,49,3,0,0,0,0,0,0,0,0,95,0,1,Matches
Dani Queipo,es ESP,"MF,DF",22-172,7.1,301,289,11,2,2,1,21,0,8,1,5,0,217,1,12,Matches
Enol Coto,es ESP,DF,23-090,1.4,90,72,18,5,0,1,1,13,0,0,0,0,80,0,0,Matches
Esteban Lozano,mx MEX,"FW,MF",21-103,1.3,41,39,1,0,0,0,3,0,0,0,0,0,29,1,1,Matches
Alejandro Lozano,0,MF,0,0.8,37,36,1,0,0,0,2,1,0,0,0,0,29,0,0,Matches
Ignacio Jeraldino,cl CHI,MF,28-198,0.4,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Jorge Zarfino,uy URU,"FW,MF",32-257,0.3,14,14,0,0,0,1,0,0,0,0,0,0,10,0,0,Matches
Jordan Carrillo,mx MEX,MF,22-204,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
Squad Total,0,0,28.0,42.0,20876,18721,2071,569,61,135,839,832,212,87,66,0,16764,84,347,0
Opponent Total,0,0,27.5,42.0,18025,16035,1932,518,35,127,834,789,197,57,72,0,13927,58,373,0
