Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,913,1246,73.3,22935,16425,242,242,100.0,459,465,98.7,207,527,39.3,0,0.1,0.1,-0.1,1,21,0,0,0,Matches
Rober,es ESP,"DF,MF",29-126,35.5,1902,2257,84.3,36585,12961,686,752,91.2,956,1039,92.0,234,391,59.8,3,1.5,0.8,1.5,13,164,13,1,180,Matches
Juan Ferney Otero,co COL,"FW,MF",29-026,35.4,699,936,74.7,9704,1799,408,479,85.2,222,297,74.7,29,57,50.9,3,4.5,2.8,-1.5,43,35,24,4,87,Matches
Gaspar Campos,es ESP,"MF,FW",24-086,30.7,826,1072,77.1,13365,3236,447,508,88.0,263,343,76.7,78,131,59.5,2,3.2,2.6,-1.2,48,79,19,5,118,Matches
Nacho Méndez,es ESP,MF,26-083,31.1,1370,1613,84.9,22670,6865,658,720,91.4,561,635,88.3,108,171,63.2,0,1.8,2.7,-1.8,28,160,30,8,187,Matches
José Ángel,es ESP,DF,34-290,33.3,1587,2040,77.8,28188,8398,736,791,93.0,638,773,82.5,188,405,46.4,7,6.8,5.8,0.2,60,61,47,23,97,Matches
Pablo Insua,es ESP,DF,30-286,29.0,1459,1654,88.2,29249,10940,403,438,92.0,905,962,94.1,143,229,62.4,1,0.2,0.6,0.8,4,49,2,0,59,Matches
Haissem Hassan,fr FRA,"MF,FW",22-134,26.6,543,729,74.5,9885,1971,252,289,87.2,219,278,78.8,65,114,57.0,5,4.4,4.1,0.6,32,38,38,14,82,Matches
Alexandru Pașcanu,ro ROU,DF,25-267,21.2,811,1091,74.3,14663,5633,337,379,88.9,384,471,81.5,79,199,39.7,1,1.1,1.0,-0.1,14,62,22,10,58,Matches
Uroš Đurđević,me MNE,FW,30-111,22.5,210,309,68.0,2705,535,126,167,75.4,50,74,67.6,9,14,64.3,2,1.5,1.2,0.5,13,12,8,1,21,Matches
Carlos Izquierdoz,ar ARG,DF,35-231,19.4,1035,1205,85.9,19947,7858,340,364,93.4,595,653,91.1,96,167,57.5,0,1.0,0.8,-1.0,6,60,6,1,75,Matches
Cristian Rivera,es ESP,MF,26-348,15.5,704,831,84.7,11686,3020,332,369,90.0,317,358,88.5,43,70,61.4,2,0.8,1.1,1.2,9,56,8,0,75,Matches
Guillermo Rosas,es ESP,"DF,MF",24-035,17.5,854,1057,80.8,13921,5631,438,475,92.2,337,410,82.2,60,118,50.8,3,1.7,2.0,1.3,20,52,31,14,79,Matches
Fran Villalba,es ESP,"MF,FW",26-041,15.2,595,753,79.0,10466,3663,285,320,89.1,232,283,82.0,65,108,60.2,5,1.4,2.8,3.6,30,89,25,6,117,Matches
Roque Mesa,es ESP,MF,35-014,14.3,730,887,82.3,12444,4076,346,371,93.3,299,353,84.7,66,117,56.4,1,1.8,1.7,-0.8,18,89,17,5,105,Matches
Diego Sánchez,es ESP,DF,20-339,13.3,687,815,84.3,13170,4798,233,256,91.0,397,432,91.9,52,107,48.6,0,0.1,0.3,-0.1,4,51,5,2,47,Matches
Nacho Martin,es ESP,MF,22-094,11.1,562,641,87.7,10099,2936,234,257,91.1,273,291,93.8,45,62,72.6,2,0.6,0.7,1.4,12,67,4,1,62,Matches
