Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Rober,es ESP,"DF,MF",29-126,35.5,0,8,0,0.0,0.23,0.0,0.0,0.0,16.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Juan Ferney Otero,co COL,"FW,MF",29-026,35.4,10,91,25,27.5,2.57,0.71,0.1,0.36,17.0,4,1,1,7.6,6.8,0.08,2.4,2.2,Matches
Gaspar Campos,es ESP,"MF,FW",24-086,30.7,10,68,30,44.1,2.21,0.98,0.15,0.33,21.2,0,0,0,6.2,6.2,0.09,3.8,3.8,Matches
Nacho Méndez,es ESP,MF,26-083,31.1,5,22,7,31.8,0.71,0.22,0.23,0.71,19.7,0,0,0,1.7,1.7,0.08,3.3,3.3,Matches
José Ángel,es ESP,DF,34-290,33.3,4,32,12,37.5,0.96,0.36,0.13,0.33,22.7,9,0,0,2.2,2.2,0.07,1.8,1.8,Matches
Pablo Insua,es ESP,DF,30-286,29.0,2,17,7,41.2,0.59,0.24,0.12,0.29,12.2,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
Haissem Hassan,fr FRA,"MF,FW",22-134,26.6,1,38,11,28.9,1.43,0.41,0.03,0.09,16.8,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
Alexandru Pașcanu,ro ROU,DF,25-267,21.2,1,11,4,36.4,0.52,0.19,0.09,0.25,23.0,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Uroš Đurđević,me MNE,FW,30-111,22.5,4,50,17,34.0,2.22,0.76,0.06,0.18,15.9,0,1,1,6.2,5.4,0.11,-2.2,-2.4,Matches
Carlos Izquierdoz,ar ARG,DF,35-231,19.4,1,13,3,23.1,0.67,0.15,0.08,0.33,10.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Cristian Rivera,es ESP,MF,26-348,15.5,0,7,1,14.3,0.45,0.06,0.0,0.0,16.4,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
Guillermo Rosas,es ESP,"DF,MF",24-035,17.5,1,4,2,50.0,0.23,0.11,0.25,0.5,20.6,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Fran Villalba,es ESP,"MF,FW",26-041,15.2,0,14,3,21.4,0.92,0.2,0.0,0.0,14.8,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches
Roque Mesa,es ESP,MF,35-014,14.3,1,11,6,54.5,0.77,0.42,0.09,0.17,29.4,0,0,0,0.4,0.4,0.03,0.6,0.6,Matches
Diego Sánchez,es ESP,DF,20-339,13.3,0,5,1,20.0,0.37,0.07,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Nacho Martin,es ESP,MF,22-094,11.1,0,3,0,0.0,0.27,0.0,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Víctor Campuzano,es ESP,FW,27-021,9.6,6,23,15,65.2,2.38,1.56,0.26,0.4,12.2,0,0,0,3.5,3.5,0.15,2.5,2.5,Matches
Pablo García,es ESP,"DF,MF",24-016,9.5,0,10,3,30.0,1.06,0.32,0.0,0.0,19.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Mario González,es ESP,FW,28-117,9.4,2,27,8,29.6,2.86,0.85,0.07,0.25,12.8,0,0,0,4.1,4.1,0.15,-2.1,-2.1,Matches
Jonathan Varane,fr FRA,MF,22-286,7.9,0,7,1,14.3,0.88,0.13,0.0,0.0,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Christian Joel,cu CUB,GK,24-348,4.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Queipo,es ESP,"MF,DF",22-172,7.1,3,15,3,20.0,2.11,0.42,0.2,1.0,16.9,0,0,0,1.1,1.1,0.08,1.9,1.9,Matches
Enol Coto,es ESP,DF,23-090,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Esteban Lozano,mx MEX,"FW,MF",21-103,1.3,0,4,0,0.0,3.1,0.0,0.0,0.0,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Alejandro Lozano,0,MF,0,0.8,0,4,0,0.0,4.93,0.0,0.0,0.0,26.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ignacio Jeraldino,cl CHI,MF,28-198,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jorge Zarfino,uy URU,"FW,MF",32-257,0.3,0,3,2,66.7,9.0,6.0,0.0,0.0,13.2,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Jordan Carrillo,mx MEX,MF,22-204,0.1,0,1,0,0.0,10.0,0.0,0.0,0.0,12.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Squad Total,0,0,28.0,42.0,51,488,161,33.0,11.62,3.83,0.1,0.3,17.8,14,2,2,43.7,42.2,0.09,7.3,6.8,0
Opponent Total,0,0,27.5,42.0,41,528,143,27.1,12.57,3.4,0.07,0.27,19.5,16,2,5,45.2,41.4,0.08,-4.2,-2.4,0
