Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,1,0,0,0,7,0,0,0,1,0,0,0,44,10,0,100.0,Matches
Rober,es ESP,"DF,MF",29-126,35.5,7,0,0,29,21,0,11,48,37,0,0,0,170,63,44,58.9,Matches
Juan Ferney Otero,co COL,"FW,MF",29-026,35.4,5,0,0,42,59,20,41,14,18,0,0,0,115,95,110,46.3,Matches
Gaspar Campos,es ESP,"MF,FW",24-086,30.7,8,0,0,26,36,3,82,10,23,1,0,0,137,10,27,27.0,Matches
Nacho Méndez,es ESP,MF,26-083,31.1,9,0,0,35,43,0,20,27,41,0,0,0,184,22,40,35.5,Matches
José Ángel,es ESP,DF,34-290,33.3,8,0,0,30,15,1,273,30,41,0,1,0,186,37,23,61.7,Matches
Pablo Insua,es ESP,DF,30-286,29.0,8,0,0,34,15,3,2,36,25,0,1,0,117,63,51,55.3,Matches
Haissem Hassan,fr FRA,"MF,FW",22-134,26.6,5,0,0,16,51,3,107,10,15,0,0,0,117,2,4,33.3,Matches
Alexandru Pașcanu,ro ROU,DF,25-267,21.2,5,0,0,11,5,0,38,19,29,0,0,0,88,25,27,48.1,Matches
Uroš Đurđević,me MNE,FW,30-111,22.5,10,1,1,41,42,24,21,2,7,1,1,0,39,13,39,25.0,Matches
Carlos Izquierdoz,ar ARG,DF,35-231,19.4,8,1,0,18,7,1,4,23,18,0,0,1,89,59,45,56.7,Matches
Cristian Rivera,es ESP,MF,26-348,15.5,8,0,0,19,10,0,8,23,23,0,0,0,81,22,10,68.8,Matches
Guillermo Rosas,es ESP,"DF,MF",24-035,17.5,2,0,0,20,19,2,66,20,43,0,0,0,86,4,16,20.0,Matches
Fran Villalba,es ESP,"MF,FW",26-041,15.2,4,0,0,8,29,3,48,8,8,0,0,0,65,2,7,22.2,Matches
Roque Mesa,es ESP,MF,35-014,14.3,6,0,0,22,39,1,26,14,22,0,0,0,139,2,17,10.5,Matches
Diego Sánchez,es ESP,DF,20-339,13.3,3,0,0,7,6,0,11,10,10,0,0,0,46,7,19,26.9,Matches
Nacho Martin,es ESP,MF,22-094,11.1,4,0,0,22,10,0,1,7,13,0,0,0,54,10,24,29.4,Matches
Víctor Campuzano,es ESP,FW,27-021,9.6,0,0,0,21,20,5,4,0,6,0,0,0,18,11,23,32.4,Matches
Pablo García,es ESP,"DF,MF",24-016,9.5,1,0,0,10,9,3,42,12,15,0,0,0,40,15,15,50.0,Matches
Mario González,es ESP,FW,28-117,9.4,2,0,0,7,12,9,0,0,5,0,0,0,17,22,23,48.9,Matches
Jonathan Varane,fr FRA,MF,22-286,7.9,4,0,0,22,24,0,7,22,14,0,2,0,63,24,13,64.9,Matches
Christian Joel,cu CUB,GK,24-348,4.1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,100.0,Matches
Dani Queipo,es ESP,"MF,DF",22-172,7.1,3,0,0,13,9,1,21,3,11,0,0,0,42,9,16,36.0,Matches
Enol Coto,es ESP,DF,23-090,1.4,1,0,0,3,2,0,1,0,0,0,0,0,7,0,1,0.0,Matches
Esteban Lozano,mx MEX,"FW,MF",21-103,1.3,0,0,0,3,2,2,3,2,1,0,0,0,4,6,12,33.3,Matches
Alejandro Lozano,0,MF,0,0.8,1,0,0,2,0,1,2,1,2,0,0,0,6,0,1,0.0,Matches
Ignacio Jeraldino,cl CHI,MF,28-198,0.4,0,0,0,2,1,2,0,0,0,0,0,0,1,4,4,50.0,Matches
Jorge Zarfino,uy URU,"FW,MF",32-257,0.3,0,0,0,1,2,0,0,0,0,0,0,0,5,5,3,62.5,Matches
Jordan Carrillo,mx MEX,MF,22-204,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
Squad Total,0,0,28.0,42.0,113,2,1,464,495,84,839,341,428,2,5,1,1974,545,614,47.0,0
Opponent Total,0,0,27.5,42.0,109,3,0,533,436,58,834,390,429,2,2,0,2011,614,545,53.0,0
