Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,15,6,Matches
Rober,es ESP,"DF,MF",29-126,35.5,64,37,49,13,2,38,60,63.3,22,48,29,19,48,112,115,1,Matches
Juan Ferney Otero,co COL,"FW,MF",29-026,35.4,29,18,12,12,5,13,36,36.1,23,29,5,24,14,43,46,0,Matches
Gaspar Campos,es ESP,"MF,FW",24-086,30.7,46,23,12,25,9,26,57,45.6,31,28,2,26,10,56,10,1,Matches
Nacho Méndez,es ESP,MF,26-083,31.1,55,41,29,20,6,28,81,34.6,53,38,7,31,27,82,23,0,Matches
José Ángel,es ESP,DF,34-290,33.3,56,41,35,15,6,35,64,54.7,29,29,8,21,30,86,102,0,Matches
Pablo Insua,es ESP,DF,30-286,29.0,47,25,32,13,2,25,44,56.8,19,31,20,11,36,83,123,0,Matches
Haissem Hassan,fr FRA,"MF,FW",22-134,26.6,23,15,12,8,3,8,30,26.7,22,18,0,18,10,33,11,0,Matches
Alexandru Pașcanu,ro ROU,DF,25-267,21.2,48,29,35,13,0,30,65,46.2,35,33,12,21,19,67,78,0,Matches
Uroš Đurđević,me MNE,FW,30-111,22.5,13,7,6,4,3,10,15,66.7,5,18,1,17,2,15,20,0,Matches
Carlos Izquierdoz,ar ARG,DF,35-231,19.4,23,18,18,5,0,14,22,63.6,8,25,15,10,23,46,103,0,Matches
Cristian Rivera,es ESP,MF,26-348,15.5,45,23,21,18,6,15,28,53.6,13,16,5,11,23,68,24,2,Matches
Guillermo Rosas,es ESP,"DF,MF",24-035,17.5,71,43,53,15,3,39,55,70.9,16,17,5,12,20,91,31,0,Matches
Fran Villalba,es ESP,"MF,FW",26-041,15.2,14,8,7,5,2,5,19,26.3,14,8,0,8,8,22,12,0,Matches
Roque Mesa,es ESP,MF,35-014,14.3,32,22,11,18,3,17,33,51.5,16,20,8,12,14,46,16,2,Matches
Diego Sánchez,es ESP,DF,20-339,13.3,16,10,12,4,0,10,18,55.6,8,14,7,7,10,26,46,0,Matches
Nacho Martin,es ESP,MF,22-094,11.1,32,13,10,19,3,14,28,50.0,14,21,4,17,7,39,9,0,Matches
Víctor Campuzano,es ESP,FW,27-021,9.6,9,6,1,5,3,5,8,62.5,3,5,1,4,0,9,5,0,Matches
Pablo García,es ESP,"DF,MF",24-016,9.5,23,15,15,5,3,16,25,64.0,9,13,4,9,12,35,22,0,Matches
Mario González,es ESP,FW,28-117,9.4,6,5,1,5,0,3,4,75.0,1,4,0,4,0,6,8,0,Matches
Jonathan Varane,fr FRA,MF,22-286,7.9,23,14,13,10,0,10,16,62.5,6,9,6,3,22,45,15,0,Matches
Christian Joel,cu CUB,GK,24-348,4.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,Matches
Dani Queipo,es ESP,"MF,DF",22-172,7.1,22,11,13,8,1,13,22,59.1,9,11,1,10,3,25,7,1,Matches
Enol Coto,es ESP,DF,23-090,1.4,2,0,1,1,0,2,2,100.0,0,0,0,0,0,2,2,0,Matches
Esteban Lozano,mx MEX,"FW,MF",21-103,1.3,1,1,0,1,0,0,0,0.0,0,0,0,0,2,3,2,0,Matches
Alejandro Lozano,0,MF,0,0.8,3,2,2,1,0,2,6,33.3,4,1,0,1,1,4,0,0,Matches
Ignacio Jeraldino,cl CHI,MF,28-198,0.4,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
Jorge Zarfino,uy URU,"FW,MF",32-257,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Jordan Carrillo,mx MEX,MF,22-204,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.0,42.0,705,428,401,244,60,379,742,51.1,363,438,140,298,341,1046,852,13,0
Opponent Total,0,0,27.5,42.0,689,429,333,270,86,350,681,51.4,331,411,116,295,390,1079,813,6,0
