Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Andriy Lunin,ua UKR,GK,24.0,21.0,17,1,0,2,0,21.2,0.31,4.2,0.2,35,99,35.4,548,95,13.7,25.2,116,20.7,28.7,283,27,9.5,23,1.1,12.2,Matches
Kepa Arrizabalaga,es ESP,GK,28.0,13.3,9,0,0,0,1,10.0,0.28,2.0,0.15,34,92,37.0,386,57,19.2,27.0,70,25.7,30.6,157,6,3.8,10,0.75,14.7,Matches
Thibaut Courtois,be BEL,GK,31.0,3.7,0,0,0,0,0,3.1,0.22,3.1,0.85,10,19,52.6,105,25,16.2,26.7,18,11.1,27.8,47,2,4.3,5,1.36,15.3,Matches
Squad Total,0,0,27.4,38.0,26,1,0,2,1,34.4,0.29,9.4,0.25,79,210,37.6,952,177,17.1,0.0,291,16.2,24.3,487,35,7.2,38,1.0,0.0,0
Opponent Total,0,0,27.1,38.0,87,2,0,9,2,73.2,0.29,-11.8,-0.31,181,508,35.6,928,189,36.1,35.0,322,53.7,43.3,468,21,4.5,28,0.74,12.5,0
