Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Andriy Lunin,ua UKR,GK,24.0,21,21,1890,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0,Matches
Kepa Arrizabalaga,es ESP,GK,28.0,14,13,1198,13.3,9,0.68,38,30,76.3,10,2,1,8,61.5,0,0,0,0,0.0,Matches
Thibaut Courtois,be BEL,GK,31.0,4,4,332,3.7,0,0.0,15,15,100.0,3,1,0,3,75.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.4,38,38,3420,38.0,26,0.68,118,93,78.8,29,8,1,21,55.3,1,1,0,0,0.0,0
Opponent Total,0,0,27.1,38,38,3420,38.0,87,2.29,246,159,65.4,1,8,29,2,5.3,5,2,2,1,50.0,0
