Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Federico Valverde,uy URU,MF,25.0,32.3,2,56,18,32.1,1.74,0.56,0.04,0.11,23.0,1,0,0,3.5,3.5,0.06,-1.5,-1.5,Matches
Antonio Rüdiger,de GER,DF,30.0,30.1,1,19,2,10.5,0.63,0.07,0.05,0.5,16.0,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Rodrygo,br BRA,FW,22.0,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9,Matches
Jude Bellingham,eng ENG,MF,20.0,25.7,19,62,34,54.8,2.41,1.32,0.29,0.53,14.8,0,1,1,11.1,10.3,0.17,7.9,7.7,Matches
Dani Carvajal,es ESP,DF,31.0,24.1,4,18,10,55.6,0.75,0.41,0.22,0.4,14.3,0,0,0,1.7,1.7,0.1,2.3,2.3,Matches
Toni Kroos,de GER,MF,33.0,23.6,1,35,13,37.1,1.48,0.55,0.03,0.08,25.2,10,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
Aurélien Tchouaméni,fr FRA,"MF,DF",23.0,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,22.2,0,0,0,1.3,1.3,0.05,1.7,1.7,Matches
Vinicius Júnior,br BRA,FW,23.0,20.7,15,77,38,49.4,3.72,1.83,0.18,0.37,14.6,0,1,1,13.1,12.3,0.16,1.9,1.7,Matches
Andriy Lunin,ua UKR,GK,24.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20.0,20.2,0,17,7,41.2,0.84,0.35,0.0,0.0,22.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Ferland Mendy,fr FRA,DF,28.0,19.1,0,5,1,20.0,0.26,0.05,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Nacho,es ESP,DF,33.0,19.4,0,5,1,20.0,0.26,0.05,0.0,0.0,11.7,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Luka Modrić,hr CRO,MF,37.0,18.8,2,25,10,40.0,1.33,0.53,0.08,0.2,21.9,1,0,0,1.3,1.3,0.05,0.7,0.7,Matches
Brahim Díaz,ma MAR,"FW,MF",23.0,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0,0,0,5.7,5.7,0.15,2.3,2.3,Matches
Joselu,es ESP,FW,33.0,18.7,10,61,28,45.9,3.25,1.49,0.16,0.36,12.8,0,0,2,11.6,10.0,0.16,-1.6,0.0,Matches
Fran Garcia,es ESP,DF,23.0,15.5,1,9,1,11.1,0.58,0.06,0.11,1.0,20.9,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Lucas Vázquez,es ESP,DF,32.0,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,13.4,0,0,0,1.2,1.1,0.09,1.8,1.9,Matches
David Alaba,at AUT,DF,31.0,12.8,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Kepa Arrizabalaga,es ESP,GK,28.0,13.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Éder Militão,br BRA,DF,25.0,5.5,0,2,2,100.0,0.36,0.36,0.0,0.0,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Dani Ceballos,es ESP,"MF,FW",26.0,6.6,0,7,1,14.3,1.05,0.15,0.0,0.0,18.4,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Arda Güler,tr TUR,"FW,MF",18.0,4.2,6,15,6,40.0,3.58,1.43,0.4,1.0,21.9,1,0,0,1.4,1.4,0.1,4.6,4.6,Matches
Thibaut Courtois,be BEL,GK,31.0,3.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás Paz,ar ARG,"MF,FW",18.0,0.3,0,2,0,0.0,7.83,0.0,0.0,0.0,26.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Gonzalo García,es ESP,"FW,MF",19.0,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mario Martín,es ESP,MF,19.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Álvaro Muñoz,uy URU,FW,19.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.4,38.0,85,593,242,40.8,15.61,6.37,0.14,0.34,17.5,24,2,5,68.8,65.2,0.11,16.2,17.8,0
Opponent Total,0,0,27.1,38.0,25,392,117,29.8,10.32,3.08,0.06,0.21,17.9,7,1,1,35.4,34.7,0.09,-10.4,-10.7,0
