Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Federico Valverde,uy URU,MF,25.0,32.3,47,34,22,13,12,24,42,57.1,18,39,2,37,43,90,40,0,Matches
Antonio Rüdiger,de GER,DF,30.0,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,Matches
Rodrygo,br BRA,FW,22.0,26.4,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0,Matches
Jude Bellingham,eng ENG,MF,20.0,25.7,42,34,14,18,10,12,36,33.3,24,55,5,50,21,63,17,0,Matches
Dani Carvajal,es ESP,DF,31.0,24.1,47,32,28,15,4,23,42,54.8,19,28,9,19,22,69,54,4,Matches
Toni Kroos,de GER,MF,33.0,23.6,53,34,19,25,9,24,59,40.7,35,22,4,18,17,70,11,1,Matches
Aurélien Tchouaméni,fr FRA,"MF,DF",23.0,22.1,38,23,19,17,2,9,18,50.0,9,21,13,8,28,66,52,1,Matches
Vinicius Júnior,br BRA,FW,23.0,20.7,18,13,5,5,8,3,12,25.0,9,13,0,13,1,19,3,2,Matches
Andriy Lunin,ua UKR,GK,24.0,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20.0,20.2,76,47,39,29,8,23,39,59.0,16,36,8,28,29,105,29,1,Matches
Ferland Mendy,fr FRA,DF,28.0,19.1,15,10,12,2,1,11,14,78.6,3,12,2,10,13,28,26,1,Matches
Nacho,es ESP,DF,33.0,19.4,18,10,9,7,2,6,13,46.2,7,23,13,10,18,36,56,0,Matches
Luka Modrić,hr CRO,MF,37.0,18.8,22,15,10,6,6,9,25,36.0,16,13,4,9,21,43,9,0,Matches
Brahim Díaz,ma MAR,"FW,MF",23.0,17.2,29,19,4,16,9,6,13,46.2,7,16,1,15,5,34,2,0,Matches
Joselu,es ESP,FW,33.0,18.7,6,3,1,4,1,0,7,0.0,7,11,1,10,6,12,11,0,Matches
Fran Garcia,es ESP,DF,23.0,15.5,25,17,11,12,2,13,31,41.9,18,16,3,13,19,44,28,1,Matches
Lucas Vázquez,es ESP,DF,32.0,15.8,37,25,22,14,1,18,25,72.0,7,27,5,22,12,49,36,0,Matches
David Alaba,at AUT,DF,31.0,12.8,13,9,7,5,1,4,8,50.0,4,10,7,3,15,28,34,0,Matches
Kepa Arrizabalaga,es ESP,GK,28.0,13.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
Éder Militão,br BRA,DF,25.0,5.5,7,3,4,3,0,6,9,66.7,3,4,3,1,4,11,19,1,Matches
Dani Ceballos,es ESP,"MF,FW",26.0,6.6,10,5,4,5,1,5,14,35.7,9,9,2,7,0,10,4,1,Matches
Arda Güler,tr TUR,"FW,MF",18.0,4.2,6,4,1,3,2,5,8,62.5,3,0,0,0,2,8,5,0,Matches
Thibaut Courtois,be BEL,GK,31.0,3.7,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,Matches
Nicolás Paz,ar ARG,"MF,FW",18.0,0.3,0,0,0,0,0,0,0,0.0,0,2,0,2,1,1,0,0,Matches
Gonzalo García,es ESP,"FW,MF",19.0,0.2,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Matches
Mario Martín,es ESP,MF,19.0,0.2,5,1,0,2,3,3,4,75.0,1,2,1,1,0,5,0,0,Matches
Álvaro Muñoz,uy URU,FW,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Squad Total,0,0,27.4,38.0,557,368,252,214,91,225,461,48.8,236,401,104,297,296,853,552,14,0
Opponent Total,0,0,27.1,38.0,705,389,393,221,91,393,794,49.5,401,402,146,256,296,1001,689,16,0
