Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ørjan Nyland,no NOR,GK,32.0,24,24,2160,24.0,27,1.13,104,78,76.9,8,9,7,6,25.0,3,3,0,0,0.0,Matches
Marko Dmitrović,rs SRB,GK,31.0,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0,Matches
Yassine Bounou,ma MAR,GK,32.0,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,28.6,38,38,3420,38.0,54,1.42,175,123,72.0,10,11,17,8,21.1,5,5,0,0,0.0,0
Opponent Total,0,0,27.2,38,38,3420,38.0,48,1.26,162,116,71.6,17,11,10,10,26.3,2,2,0,0,0.0,0
