Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Lucas Ocampos,ar ARG,"FW,MF",29.0,31.9,1717,30,224,657,871,125,1716,130,48,36.9,66,50.8,963,6343,2887,117,77,35,99,56,1171,265,Matches
Youssef En-Nesyri,ma MAR,FW,26.0,28.6,565,31,75,248,248,115,564,37,11,29.7,25,67.6,269,1239,458,17,10,11,59,17,373,81,Matches
Sergio Ramos,es ESP,DF,37.0,28.0,1870,289,1000,801,85,29,1870,11,6,54.5,3,27.3,994,5262,2701,11,10,3,13,6,1192,5,Matches
Loïc Bade,fr FRA,DF,23.0,25.3,1648,184,920,692,55,24,1648,21,11,52.4,10,47.6,846,4490,2358,15,8,1,12,4,1000,3,Matches
Boubakary Soumaré,fr FRA,MF,24.0,25.4,1421,61,396,876,160,5,1421,31,21,67.7,5,16.1,776,3843,1913,29,15,2,31,14,1023,22,Matches
Jesús Navas,es ESP,DF,37.0,22.3,1453,58,374,596,489,17,1453,20,13,65.0,7,35.0,782,3869,2044,54,39,9,21,4,905,141,Matches
Ørjan Nyland,no NOR,GK,32.0,24.0,845,707,841,4,0,0,845,0,0,0.0,0,0.0,436,2466,1395,0,0,0,2,0,312,1,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31.0,19.4,1245,90,519,634,95,8,1245,6,4,66.7,2,33.3,662,3913,2413,23,21,0,9,4,810,5,Matches
Kike Salas,es ESP,DF,21.0,17.8,1237,106,554,570,122,33,1237,8,0,0.0,7,87.5,584,2361,1105,11,3,1,10,8,751,16,Matches
Óliver Torres,es ESP,MF,28.0,18.0,1040,12,169,555,326,26,1040,24,11,45.8,12,50.0,587,2657,1296,40,15,5,27,24,710,110,Matches
Djibril Sow,ch SUI,MF,26.0,16.2,840,22,159,479,207,33,840,8,5,62.5,2,25.0,487,2574,1174,25,17,0,23,3,577,45,Matches
Marcos Acuña,ar ARG,DF,31.0,14.4,984,33,270,476,253,10,984,21,10,47.6,8,38.1,473,2266,1224,23,20,4,20,16,546,42,Matches
Ivan Rakitić,hr CRO,MF,35.0,15.8,1251,19,169,685,412,23,1251,20,8,40.0,9,45.0,641,2999,1588,24,21,1,30,5,797,52,Matches
Adrià Pedrosa,es ESP,DF,25.0,19.5,1178,57,307,477,408,22,1178,38,12,31.6,18,47.4,575,2913,1475,46,38,9,35,23,667,109,Matches
Suso,es ESP,"MF,FW",29.0,16.9,1064,9,131,424,522,29,1064,48,27,56.3,16,33.3,669,3701,1705,41,39,7,37,22,777,109,Matches
Isaac Bernal,es ESP,FW,23.0,11.5,370,9,35,143,202,63,370,31,13,41.9,16,51.6,195,1216,657,31,12,14,42,9,248,64,Matches
Marko Dmitrović,rs SRB,GK,31.0,13.0,429,363,425,4,0,0,429,1,1,100.0,0,0.0,234,1097,625,0,0,0,0,0,190,0,Matches
Dodi Lukebakio,be BEL,"FW,MF",25.0,12.5,520,8,36,193,298,67,520,62,30,48.4,26,41.9,369,2713,1336,48,31,24,44,19,437,116,Matches
Juanlu Sánchez,es ESP,DF,19.0,13.1,943,63,281,357,317,20,943,51,25,49.0,24,47.1,446,2381,1373,42,21,7,21,4,529,112,Matches
Lucien Agoume,fr FRA,MF,21.0,8.6,430,17,108,245,83,12,430,8,7,87.5,1,12.5,221,1218,590,7,3,2,4,4,273,9,Matches
Érik Lamela,ar ARG,"FW,MF",31.0,5.1,266,2,34,101,138,26,266,16,7,43.8,9,56.3,159,843,400,11,13,4,20,13,176,28,Matches
Fernando,br BRA,MF,36.0,5.1,288,10,74,169,49,5,288,6,4,66.7,1,16.7,168,878,429,5,8,1,5,3,186,7,Matches
