Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Ocampos,ar ARG,"FW,MF",29.0,31.9,837,1247,67.1,13104,3535,474,591,80.2,259,378,68.5,69,170,40.6,3,4.5,4.1,-1.5,36,52,40,20,124,Matches
Youssef En-Nesyri,ma MAR,FW,26.0,28.6,205,318,64.5,2797,471,118,165,71.5,67,98,68.4,5,13,38.5,2,1.3,0.9,0.7,9,11,5,0,17,Matches
Sergio Ramos,es ESP,DF,37.0,28.0,1356,1524,89.0,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3,0,0.1,0.4,-0.1,4,103,3,0,81,Matches
Loïc Bade,fr FRA,DF,23.0,25.3,1113,1346,82.7,21547,8244,373,411,90.8,623,701,88.9,106,199,53.3,1,0.5,0.5,0.5,9,79,1,0,76,Matches
Boubakary Soumaré,fr FRA,MF,24.0,25.4,1109,1232,90.0,18261,4933,528,578,91.3,476,508,93.7,78,95,82.1,1,0.9,0.7,0.1,8,115,3,1,102,Matches
Jesús Navas,es ESP,DF,37.0,22.3,922,1270,72.6,16066,5129,458,523,87.6,326,437,74.6,107,214,50.0,2,1.9,2.8,0.1,22,74,37,21,103,Matches
Ørjan Nyland,no NOR,GK,32.0,24.0,486,787,61.8,16309,13489,78,78,100.0,192,196,98.0,212,506,41.9,0,0.4,0.0,-0.4,2,16,0,0,0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31.0,19.4,914,1061,86.1,16667,5686,346,374,92.5,487,535,91.0,71,114,62.3,1,0.4,0.4,0.6,7,82,2,2,73,Matches
Kike Salas,es ESP,DF,21.0,17.8,794,1009,78.7,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,0,0.5,0.8,-0.5,5,54,6,2,61,Matches
Óliver Torres,es ESP,MF,28.0,18.0,714,883,80.9,10966,3224,402,439,91.6,233,284,82.0,54,108,50.0,1,2.2,2.5,-1.2,22,75,18,8,96,Matches
Djibril Sow,ch SUI,MF,26.0,16.2,582,682,85.3,9552,1887,275,310,88.7,252,277,91.0,38,54,70.4,1,0.8,1.1,0.2,15,57,7,2,73,Matches
Marcos Acuña,ar ARG,DF,31.0,14.4,628,847,74.1,12126,4928,260,297,87.5,262,328,79.9,94,183,51.4,2,1.5,2.1,0.5,23,52,19,12,59,Matches
Ivan Rakitić,hr CRO,MF,35.0,15.8,821,1095,75.0,16004,4888,352,406,86.7,302,374,80.7,145,259,56.0,1,3.0,4.1,-2.0,49,111,26,16,127,Matches
Adrià Pedrosa,es ESP,DF,25.0,19.5,681,931,73.1,10819,3651,385,442,87.1,240,315,76.2,47,122,38.5,4,3.2,2.0,0.8,27,42,18,13,61,Matches
Suso,es ESP,"MF,FW",29.0,16.9,702,907,77.4,12150,3958,367,406,90.4,227,285,79.6,91,158,57.6,4,3.9,4.9,0.1,42,74,38,14,110,Matches
Isaac Bernal,es ESP,FW,23.0,11.5,146,209,69.9,1949,319,83,105,79.0,46,64,71.9,5,12,41.7,4,1.7,1.0,2.3,11,9,9,1,16,Matches
Marko Dmitrović,rs SRB,GK,31.0,13.0,292,394,74.1,7811,5954,65,65,100.0,152,153,99.3,74,174,42.5,0,0.0,0.0,0.0,1,8,0,0,1,Matches
Dodi Lukebakio,be BEL,"FW,MF",25.0,12.5,269,351,76.6,4081,574,153,173,88.4,80,100,80.0,23,40,57.5,1,0.7,1.1,0.3,13,8,10,4,26,Matches
Juanlu Sánchez,es ESP,DF,19.0,13.1,577,730,79.0,8548,2813,343,389,88.2,204,249,81.9,21,50,42.0,2,1.1,1.1,0.9,17,37,20,10,50,Matches
Lucien Agoume,fr FRA,MF,21.0,8.6,301,360,83.6,5285,1424,141,163,86.5,120,135,88.9,31,42,73.8,0,0.6,0.3,-0.6,9,36,5,1,35,Matches
Érik Lamela,ar ARG,"FW,MF",31.0,5.1,142,174,81.6,1854,451,90,102,88.2,43,54,79.6,2,6,33.3,0,1.0,0.7,-1.0,12,11,6,2,17,Matches
Fernando,br BRA,MF,36.0,5.1,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0,0.3,0.3,-0.3,2,21,5,2,24,Matches
Joan Jordán,es ESP,MF,29.0,4.2,212,243,87.2,3715,1165,101,109,92.7,86,94,91.5,20,24,83.3,0,0.0,0.1,0.0,2,34,1,0,32,Matches
Rafa Mir,es ESP,"FW,MF",26.0,4.3,61,88,69.3,868,109,32,41,78.0,24,30,80.0,2,5,40.0,0,0.3,0.1,-0.3,5,1,1,1,2,Matches
Marcão,br BRA,DF,27.0,3.9,176,199,88.4,3272,1364,65,67,97.0,96,105,91.4,14,20,70.0,0,0.2,0.1,-0.2,1,17,0,0,12,Matches
Tanguy Nianzou,fr FRA,DF,21.0,3.5,137,156,87.8,2623,726,43,50,86.0,80,87,92.0,12,15,80.0,0,0.0,0.0,0.0,0,14,0,0,14,Matches
Mariano,do DOM,"FW,MF",29.0,2.7,37,53,69.8,554,127,19,26,73.1,10,14,71.4,5,8,62.5,0,0.1,0.1,-0.1,2,2,1,1,6,Matches
Manuel Sebastián,es ESP,MF,19.0,1.3,45,49,91.8,831,175,16,18,88.9,21,22,95.5,6,7,85.7,0,0.1,0.0,-0.1,2,1,1,0,3,Matches
Hannibal Mejbri,tn TUN,MF,20.0,1.2,41,50,82.0,543,94,27,29,93.1,13,16,81.3,1,4,25.0,0,0.5,0.2,-0.5,4,4,3,0,5,Matches
Yassine Bounou,ma MAR,GK,32.0,1.0,20,31,64.5,673,573,5,5,100.0,6,7,85.7,9,19,47.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Adnan Januzaj,be BEL,"FW,MF",28.0,2.1,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0.0,0.2,0.0,2,6,1,1,9,Matches
Diego Iturralde,es ESP,DF,20.0,0.4,9,14,64.3,148,110,5,5,100.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Alejo Véliz,ar ARG,FW,19.0,0.4,4,6,66.7,49,2,2,4,50.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jesús Corona,mx MEX,"MF,DF",30.0,0.2,9,14,64.3,106,14,6,7,85.7,3,6,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
