Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Lucas Ocampos,ar ARG,"FW,MF",29.0,31.9,8,0,0,32,71,8,120,21,47,0,0,0,161,63,56,52.9,Matches
Youssef En-Nesyri,ma MAR,FW,26.0,28.6,4,0,0,21,22,22,4,7,7,0,0,0,43,68,91,42.8,Matches
Sergio Ramos,es ESP,DF,37.0,28.0,7,1,0,27,22,9,2,41,30,0,1,1,143,80,41,66.1,Matches
Loïc Bade,fr FRA,DF,23.0,25.3,5,1,0,24,10,1,2,38,41,0,0,0,151,76,38,66.7,Matches
Boubakary Soumaré,fr FRA,MF,24.0,25.4,10,0,0,33,29,0,3,26,28,0,0,0,148,20,11,64.5,Matches
Jesús Navas,es ESP,DF,37.0,22.3,6,1,0,12,12,1,143,22,27,0,1,0,99,10,14,41.7,Matches
Ørjan Nyland,no NOR,GK,32.0,24.0,1,0,0,0,2,0,0,0,0,0,0,0,28,10,0,100.0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31.0,19.4,7,0,0,30,11,0,3,27,24,0,0,0,85,41,21,66.1,Matches
Kike Salas,es ESP,DF,21.0,17.8,10,0,0,32,10,1,7,26,23,0,0,0,81,66,40,62.3,Matches
Óliver Torres,es ESP,MF,28.0,18.0,3,0,0,26,23,6,44,6,22,0,0,0,127,11,28,28.2,Matches
Djibril Sow,ch SUI,MF,26.0,16.2,6,0,0,27,19,2,5,17,21,0,0,0,73,14,18,43.8,Matches
Marcos Acuña,ar ARG,DF,31.0,14.4,7,0,0,18,17,1,82,4,21,0,0,0,99,13,11,54.2,Matches
Ivan Rakitić,hr CRO,MF,35.0,15.8,6,0,0,16,19,1,131,14,16,0,0,0,117,12,13,48.0,Matches
Adrià Pedrosa,es ESP,DF,25.0,19.5,1,0,0,6,32,2,111,15,26,0,0,0,102,10,21,32.3,Matches
Suso,es ESP,"MF,FW",29.0,16.9,5,1,0,22,35,3,132,5,17,0,0,0,88,8,9,47.1,Matches
Isaac Bernal,es ESP,FW,23.0,11.5,2,0,0,28,17,6,12,0,3,0,0,0,36,16,19,45.7,Matches
Marko Dmitrović,rs SRB,GK,31.0,13.0,1,0,0,0,1,0,0,1,1,0,0,1,13,2,0,100.0,Matches
Dodi Lukebakio,be BEL,"FW,MF",25.0,12.5,0,0,0,24,22,4,36,2,2,0,1,0,33,12,13,48.0,Matches
Juanlu Sánchez,es ESP,DF,19.0,13.1,2,0,0,11,23,1,61,12,35,0,2,0,67,14,15,48.3,Matches
Lucien Agoume,fr FRA,MF,21.0,8.6,3,0,0,19,2,0,2,7,18,0,0,0,48,9,7,56.3,Matches
Érik Lamela,ar ARG,"FW,MF",31.0,5.1,3,0,0,18,6,3,12,1,14,0,0,0,24,3,5,37.5,Matches
Fernando,br BRA,MF,36.0,5.1,0,0,0,6,3,0,4,7,8,0,0,0,35,10,8,55.6,Matches
Joan Jordán,es ESP,MF,29.0,4.2,1,0,0,1,3,0,3,4,7,0,0,0,19,4,5,44.4,Matches
Rafa Mir,es ESP,"FW,MF",26.0,4.3,1,0,0,9,5,3,2,1,2,0,0,0,12,12,19,38.7,Matches
Marcão,br BRA,DF,27.0,3.9,2,0,0,5,6,0,0,4,6,0,0,0,18,5,3,62.5,Matches
Tanguy Nianzou,fr FRA,DF,21.0,3.5,3,0,0,6,4,0,0,3,8,0,0,0,18,4,5,44.4,Matches
Mariano,do DOM,"FW,MF",29.0,2.7,1,0,0,8,1,3,1,0,1,1,0,0,8,9,9,50.0,Matches
Manuel Sebastián,es ESP,MF,19.0,1.3,1,0,0,1,2,0,0,0,2,0,0,0,6,0,1,0.0,Matches
Hannibal Mejbri,tn TUN,MF,20.0,1.2,2,0,0,4,4,0,2,0,3,0,0,0,6,0,1,0.0,Matches
Yassine Bounou,ma MAR,GK,32.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Adnan Januzaj,be BEL,"FW,MF",28.0,2.1,0,0,0,3,9,0,8,1,3,0,0,0,9,3,1,75.0,Matches
Diego Iturralde,es ESP,DF,20.0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Alejo Véliz,ar ARG,FW,19.0,0.4,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,75.0,Matches
Jesús Corona,mx MEX,"MF,DF",30.0,0.2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0.0,Matches
Federico Gattoni,ar ARG,"DF,FW",24.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
Squad Total,0,0,28.6,38.0,108,4,0,477,443,77,934,313,463,1,5,2,1901,610,525,53.7,0
Opponent Total,0,0,27.2,38.0,81,3,1,464,445,78,698,236,347,1,2,2,1720,525,610,46.3,0
