Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
William Saliba,fr FRA,DF,22.0,38.0,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6,Matches
Declan Rice,eng ENG,MF,24.0,35.8,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,Matches
Martin Ødegaard,no NOR,MF,24.0,34.3,2326,24,244,926,1173,165,2324,81,37,45.7,38,46.9,1563,8190,3514,91,83,37,53,58,1827,202,Matches
Ben White,eng ENG,DF,25.0,33.2,2456,120,633,1165,676,64,2456,22,9,40.9,12,54.5,1321,4867,2672,44,34,9,26,9,1675,162,Matches
Bukayo Saka,eng ENG,FW,21.0,32.4,1952,37,182,474,1310,271,1946,122,49,40.2,54,44.3,1223,7180,3728,155,68,72,56,53,1393,508,Matches
Gabriel Magalhães,br BRA,DF,25.0,33.8,2447,321,1049,1176,234,42,2447,5,2,40.0,2,40.0,1447,6001,3455,13,37,1,12,3,1702,8,Matches
David Raya,es ESP,GK,27.0,32.0,1099,764,1060,39,0,0,1099,0,0,0.0,0,0.0,728,3442,1992,0,0,0,1,0,637,0,Matches
Kai Havertz,de GER,"MF,FW",24.0,29.3,1282,29,143,541,611,184,1281,42,16,38.1,19,45.2,686,3077,1532,55,36,23,54,35,918,191,Matches
Gabriel Martinelli,br BRA,FW,22.0,22.4,1241,12,96,315,844,196,1241,114,40,35.1,61,53.5,856,5863,2981,127,49,82,54,41,956,345,Matches
Oleksandr Zinchenko,ua UKR,DF,26.0,19.1,1729,46,335,885,519,28,1729,14,7,50.0,5,35.7,1013,4792,2334,40,28,7,10,15,1178,58,Matches
Leandro Trossard,be BEL,"FW,MF",28.0,18.3,912,15,105,318,502,121,912,47,25,53.2,16,34.0,591,3651,1732,66,43,27,47,39,650,155,Matches
Gabriel Jesus,br BRA,FW,26.0,16.4,782,16,75,247,472,139,782,75,35,46.7,30,40.0,489,2654,1146,38,21,25,61,38,567,155,Matches
Jakub Kiwior,pl POL,DF,23.0,10.5,716,25,189,367,167,15,716,3,2,66.7,1,33.3,362,1264,681,4,8,1,8,2,462,16,Matches
Takehiro Tomiyasu,jp JPN,DF,24.0,12.8,824,37,192,389,248,31,824,12,4,33.3,7,58.3,469,2158,1064,17,14,3,13,3,520,37,Matches
Eddie Nketiah,eng ENG,FW,24.0,12.0,371,5,18,148,207,75,371,30,8,26.7,15,50.0,236,1195,497,22,12,11,38,18,275,77,Matches
Jorginho,it ITA,MF,31.0,10.2,871,25,154,479,239,5,871,5,2,40.0,3,60.0,521,1941,945,8,11,0,5,4,671,8,Matches
Thomas Partey,gh GHA,"MF,DF",30.0,8.8,707,23,138,423,154,6,707,13,9,69.2,2,15.4,453,2227,1129,15,18,1,8,8,528,10,Matches
Aaron Ramsdale,eng ENG,GK,25.0,6.0,197,140,186,11,0,0,197,0,0,0.0,0,0.0,137,697,399,0,0,0,1,0,104,0,Matches
Emile Smith Rowe,eng ENG,MF,23.0,3.9,253,1,21,106,127,19,253,7,3,42.9,3,42.9,154,827,472,11,8,1,6,4,189,18,Matches
Fabio Vieira,pt POR,"MF,FW",23.0,3.3,184,2,14,76,97,20,183,9,2,22.2,6,66.7,111,561,298,12,3,6,7,5,141,30,Matches
Reiss Nelson,eng ENG,FW,23.0,3.0,188,8,30,67,96,13,188,7,1,14.3,6,85.7,129,729,281,9,5,4,11,4,128,26,Matches
Jurriën Timber,nl NED,DF,22.0,0.8,79,0,11,51,17,1,79,1,1,100.0,0,0.0,61,249,121,0,3,0,0,1,61,5,Matches
Cédric Soares,pt POR,DF,31.0,0.7,69,0,10,47,12,0,69,0,0,0.0,0,0.0,37,139,69,0,0,0,0,0,56,6,Matches
Mohamed Elneny,eg EGY,MF,31.0,0.3,45,1,9,30,6,1,45,0,0,0.0,0,0.0,27,148,62,1,0,0,1,0,37,0,Matches
Ethan Nwaneri,eng ENG,FW,16.0,0.2,20,0,0,9,11,2,20,1,0,0.0,0,0.0,16,123,66,2,2,0,0,0,17,1,Matches
Squad Total,0,0,25.0,38.0,26493,1974,6714,11407,8560,1480,26483,671,283,42.2,304,45.3,16297,81171,41510,821,575,327,525,375,18917,2088,0
Opponent Total,0,0,26.3,38.0,20292,3159,8332,8198,3972,570,20289,612,272,44.4,271,44.3,11433,59629,28836,534,409,159,455,339,12601,922,0
