Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
William Saliba,fr FRA,DF,22.0,38.0,2,10,3,30.0,0.26,0.08,0.2,0.67,10.5,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
Declan Rice,eng ENG,MF,24.0,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,3.7,3.7,Matches
Martin Ødegaard,no NOR,MF,24.0,34.3,8,75,21,28.0,2.18,0.61,0.08,0.29,20.2,4,2,2,7.4,5.8,0.08,0.6,0.2,Matches
Ben White,eng ENG,DF,25.0,33.2,4,13,6,46.2,0.39,0.18,0.31,0.67,13.2,0,0,0,1.2,1.2,0.09,2.8,2.8,Matches
Bukayo Saka,eng ENG,FW,21.0,32.4,16,102,31,30.4,3.14,0.96,0.1,0.32,16.3,0,6,6,15.5,10.8,0.11,0.5,-0.8,Matches
Gabriel Magalhães,br BRA,DF,25.0,33.8,4,31,10,32.3,0.92,0.3,0.13,0.4,7.9,0,0,0,4.3,4.3,0.14,-0.3,-0.3,Matches
David Raya,es ESP,GK,27.0,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Kai Havertz,de GER,"MF,FW",24.0,29.3,13,68,27,39.7,2.32,0.92,0.18,0.44,12.4,0,1,1,12.3,11.6,0.17,0.7,0.4,Matches
Gabriel Martinelli,br BRA,FW,22.0,22.4,6,58,20,34.5,2.59,0.89,0.1,0.3,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,Matches
Oleksandr Zinchenko,ua UKR,DF,26.0,19.1,1,17,3,17.6,0.89,0.16,0.06,0.33,24.0,0,0,0,0.6,0.6,0.03,0.4,0.4,Matches
Leandro Trossard,be BEL,"FW,MF",28.0,18.3,12,60,22,36.7,3.27,1.2,0.2,0.55,16.1,0,0,0,7.9,7.9,0.13,4.1,4.1,Matches
Gabriel Jesus,br BRA,FW,26.0,16.4,4,55,19,34.5,3.35,1.16,0.07,0.21,12.2,0,0,0,6.3,6.3,0.12,-2.3,-2.3,Matches
Jakub Kiwior,pl POL,DF,23.0,10.5,1,6,2,33.3,0.57,0.19,0.17,0.5,13.8,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
Takehiro Tomiyasu,jp JPN,DF,24.0,12.8,2,17,3,17.6,1.33,0.23,0.12,0.67,14.9,0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
Eddie Nketiah,eng ENG,FW,24.0,12.0,5,38,12,31.6,3.16,1.0,0.13,0.42,12.7,0,0,0,4.5,4.5,0.12,0.5,0.5,Matches
Jorginho,it ITA,MF,31.0,10.2,0,4,0,0.0,0.39,0.0,0.0,0.0,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Thomas Partey,gh GHA,"MF,DF",30.0,8.8,0,8,2,25.0,0.91,0.23,0.0,0.0,20.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Aaron Ramsdale,eng ENG,GK,25.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Emile Smith Rowe,eng ENG,MF,23.0,3.9,0,15,5,33.3,3.82,1.27,0.0,0.0,15.6,0,0,0,2.0,2.0,0.13,-2.0,-2.0,Matches
Fabio Vieira,pt POR,"MF,FW",23.0,3.3,1,6,1,16.7,1.82,0.3,0.0,0.0,18.0,0,1,1,1.3,0.5,0.08,-0.3,-0.5,Matches
Reiss Nelson,eng ENG,FW,23.0,3.0,0,4,1,25.0,1.34,0.34,0.0,0.0,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Jurriën Timber,nl NED,DF,22.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Cédric Soares,pt POR,DF,31.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Mohamed Elneny,eg EGY,MF,31.0,0.3,0,2,1,50.0,6.43,3.21,0.0,0.0,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Ethan Nwaneri,eng ENG,FW,16.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.0,38.0,86,647,209,32.3,17.03,5.5,0.12,0.36,15.8,6,10,10,76.1,68.5,0.11,9.9,7.5,0
Opponent Total,0,0,26.3,38.0,28,320,80,25.0,8.42,2.11,0.08,0.33,18.3,12,2,3,27.9,25.7,0.08,0.1,0.3,0
