Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
David Raya,es ESP,GK,27.0,32,32,2880,32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3,Matches
Aaron Ramsdale,eng ENG,GK,25.0,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,0.0,Matches
Squad Total,0,0,25.0,38,38,3420,38.0,29,0.76,83,54,67.5,28,5,5,18,47.4,3,2,1,0,33.3,0
Opponent Total,0,0,26.3,38,38,3420,38.0,91,2.39,219,133,63.0,5,5,28,5,13.2,10,10,0,0,0.0,0
