Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rubén Alcaraz,es ESP,MF,32.0,34.8,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,Matches
Jeremías Ledesma,ar ARG,GK,30.0,33.9,689,1186,58.1,26714,23314,77,79,97.5,245,248,98.8,367,850,43.2,0,0.1,0.2,-0.1,1,58,0,0,0,Matches
Chris Ramos,es ESP,"FW,MF",26.0,29.0,274,486,56.4,3305,630,181,275,65.8,65,129,50.4,7,16,43.8,1,1.7,1.4,-0.7,14,13,9,1,28,Matches
Fali,es ESP,DF,29.0,28.3,799,1050,76.1,17510,6817,215,243,88.5,440,505,87.1,137,278,49.3,0,0.1,0.3,-0.1,4,76,5,1,82,Matches
Isaac Carcelen,es ESP,DF,30.0,29.0,851,1163,73.2,14161,5158,418,485,86.2,346,448,77.2,63,163,38.7,0,1.0,1.3,-1.0,17,54,16,9,75,Matches
Javi Hernández,es ESP,DF,25.0,27.9,922,1292,71.4,15773,7452,449,524,85.7,350,452,77.4,93,242,38.4,2,2.1,2.8,-0.1,32,73,24,18,94,Matches
Roberto Navarro,es ESP,"MF,FW",21.0,21.0,531,737,72.0,7268,2156,336,387,86.8,132,186,71.0,31,88,35.2,1,3.1,2.4,-2.1,41,47,26,11,70,Matches
Víctor Chust,es ESP,DF,23.0,20.7,831,1040,79.9,16808,7302,288,317,90.9,416,459,90.6,118,230,51.3,1,0.3,0.2,0.7,6,62,4,0,80,Matches
Iván Alejo,es ESP,MF,28.0,18.8,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,0.7,16,17,25,22,31,Matches
Gonzalo Escalante,ar ARG,MF,30.0,18.9,537,711,75.5,8811,2359,274,321,85.4,197,250,78.8,47,91,51.6,2,1.7,1.6,0.3,11,60,7,0,66,Matches
Rubén Sobrino,es ESP,"MF,FW",31.0,18.3,387,526,73.6,4945,1233,266,303,87.8,83,125,66.4,17,31,54.8,1,2.3,1.7,-1.3,22,31,8,3,34,Matches
Roger Martí,es ESP,FW,32.0,15.1,225,344,65.4,3085,656,140,191,73.3,69,98,70.4,9,23,39.1,3,2.9,1.3,0.1,11,12,6,0,19,Matches
Lucas,br BRA,DF,22.0,17.1,595,807,73.7,9653,3843,311,351,88.6,221,298,74.2,49,115,42.6,0,1.9,2.0,-1.9,22,33,21,14,47,Matches
Álex Fernández,es ESP,MF,30.0,14.3,539,649,83.1,8810,2701,278,302,92.1,191,218,87.6,50,86,58.1,1,0.8,1.4,0.2,13,46,9,4,52,Matches
Maxi Gómez,uy URU,FW,26.0,12.9,132,255,51.8,1666,311,79,129,61.2,33,63,52.4,5,19,26.3,0,0.6,0.5,-0.6,9,16,4,2,11,Matches
Darwin Machís,ve VEN,MF,30.0,8.7,177,290,61.0,3220,1011,85,101,84.2,66,103,64.1,22,60,36.7,0,0.7,1.1,-0.7,11,12,7,6,15,Matches
Juanmi,es ESP,FW,30.0,9.7,181,226,80.1,2358,371,113,132,85.6,53,64,82.8,5,9,55.6,1,1.6,0.6,-0.6,11,6,4,1,12,Matches
