Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Rubén Alcaraz,es ESP,MF,32.0,34.8,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,Matches
Jeremías Ledesma,ar ARG,GK,30.0,33.9,1261,992,1248,17,0,0,1261,2,2,100.0,0,0.0,652,4356,3096,0,0,0,1,0,421,0,Matches
Chris Ramos,es ESP,"FW,MF",26.0,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102,Matches
Fali,es ESP,DF,29.0,28.3,1307,191,647,615,52,18,1307,5,3,60.0,1,20.0,643,3354,2047,16,8,0,6,2,696,10,Matches
Isaac Carcelen,es ESP,DF,30.0,29.0,1425,98,432,647,351,11,1425,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,19,671,70,Matches
Javi Hernández,es ESP,DF,25.0,27.9,1571,112,509,669,412,29,1571,32,13,40.6,17,53.1,685,3932,2182,40,44,6,30,13,760,57,Matches
Roberto Navarro,es ESP,"MF,FW",21.0,21.0,1040,14,144,437,491,48,1040,116,54,46.6,55,47.4,659,4823,2530,81,69,15,60,37,673,119,Matches
Víctor Chust,es ESP,DF,23.0,20.7,1223,147,647,552,28,13,1223,2,1,50.0,1,50.0,693,3929,1732,10,2,0,7,1,742,2,Matches
Iván Alejo,es ESP,MF,28.0,18.8,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104,Matches
Gonzalo Escalante,ar ARG,MF,30.0,18.9,907,50,221,549,141,19,907,7,3,42.9,4,57.1,397,1557,679,4,9,0,17,12,511,14,Matches
