Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Rubén Alcaraz,es ESP,MF,32.0,36,3134.0,87.0,91.6,34.8,36,87.0,29,0,0.0,0,0.89,26.0,48.0,-22.0,-0.63,1.57,34.0,46.4,-12.4,-0.36,0.88,Matches
Jeremías Ledesma,ar ARG,GK,30.0,34,3048.0,90.0,89.1,33.9,34,90.0,33,0,0.0,1,0.88,23.0,47.0,-24.0,-0.71,0.5,33.6,45.1,-11.5,-0.34,0.83,Matches
Chris Ramos,es ESP,"FW,MF",26.0,37,2612.0,71.0,76.4,29.0,30,80.0,10,7,32.0,0,0.89,22.0,36.0,-14.0,-0.48,1.19,28.7,38.0,-9.2,-0.32,0.47,Matches
Fali,es ESP,DF,29.0,30,2547.0,85.0,74.5,28.3,30,85.0,25,0,0.0,4,0.9,20.0,39.0,-19.0,-0.67,0.36,25.4,39.9,-14.5,-0.51,-0.33,Matches
Isaac Carcelen,es ESP,DF,30.0,35,2611.0,75.0,76.3,29.0,29,87.0,25,6,16.0,3,0.86,20.0,38.0,-18.0,-0.62,0.6,26.2,38.2,-12.0,-0.41,0.06,Matches
Javi Hernández,es ESP,DF,25.0,30,2514.0,84.0,73.5,27.9,28,88.0,24,2,23.0,2,1.0,23.0,42.0,-19.0,-0.68,0.31,27.4,38.9,-11.6,-0.41,0.06,Matches
Roberto Navarro,es ESP,"MF,FW",21.0,28,1888.0,67.0,55.2,21.0,24,73.0,1,4,33.0,4,0.79,11.0,32.0,-21.0,-1.0,-0.53,19.4,24.1,-4.7,-0.23,0.45,Matches
Víctor Chust,es ESP,DF,23.0,22,1864.0,85.0,54.5,20.7,22,85.0,17,0,0.0,6,0.95,11.0,23.0,-12.0,-0.58,0.4,21.8,23.4,-1.7,-0.08,0.77,Matches
Iván Alejo,es ESP,MF,28.0,30,1692.0,56.0,49.5,18.8,21,71.0,3,9,22.0,5,1.0,14.0,26.0,-12.0,-0.64,0.25,17.3,25.7,-8.3,-0.44,-0.03,Matches
Gonzalo Escalante,ar ARG,MF,30.0,25,1697.0,68.0,49.6,18.9,18,81.0,8,7,35.0,5,0.84,11.0,30.0,-19.0,-1.01,-0.49,17.5,24.1,-6.6,-0.35,0.16,Matches
Rubén Sobrino,es ESP,"MF,FW",31.0,32,1646.0,51.0,48.1,18.3,18,72.0,2,14,25.0,3,1.0,8.0,24.0,-16.0,-0.87,-0.22,16.8,24.3,-7.5,-0.41,0.04,Matches
Roger Martí,es ESP,FW,32.0,23,1359.0,59.0,39.7,15.1,18,70.0,3,5,19.0,2,0.96,15.0,19.0,-4.0,-0.26,0.83,16.7,20.5,-3.9,-0.26,0.29,Matches
Lucas,br BRA,DF,22.0,28,1539.0,55.0,45.0,17.1,15,87.0,13,13,18.0,9,0.75,7.0,33.0,-26.0,-1.52,-1.38,14.2,25.9,-11.7,-0.69,-0.47,Matches
Álex Fernández,es ESP,MF,30.0,26,1285.0,49.0,37.6,14.3,14,74.0,6,12,20.0,11,0.85,6.0,20.0,-14.0,-0.98,-0.35,10.9,22.9,-12.0,-0.84,-0.66,Matches
Maxi Gómez,uy URU,FW,26.0,31,1163.0,38.0,34.0,12.9,12,64.0,0,19,21.0,3,0.81,6.0,21.0,-15.0,-1.16,-0.6,10.3,18.4,-8.1,-0.63,-0.3,Matches
Darwin Machís,ve VEN,MF,30.0,21,785.0,37.0,23.0,8.7,10,60.0,1,11,17.0,12,0.76,12.0,13.0,-1.0,-0.11,0.84,10.0,12.6,-2.6,-0.3,0.17,Matches
Juanmi,es ESP,FW,30.0,16,873.0,55.0,25.5,9.7,9,75.0,3,7,28.0,0,1.06,7.0,15.0,-8.0,-0.82,-0.08,10.1,11.9,-1.8,-0.19,0.33,Matches
Rominigue Kouamé,ml MLI,MF,26.0,16,821.0,51.0,24.0,9.1,9,74.0,3,7,22.0,5,0.81,10.0,13.0,-3.0,-0.33,0.57,10.2,12.1,-1.9,-0.21,0.28,Matches
Joseba Zaldúa,es ESP,DF,31.0,13,704.0,54.0,20.6,7.8,9,72.0,0,4,14.0,22,0.85,5.0,13.0,-8.0,-1.02,-0.33,8.1,10.8,-2.7,-0.35,0.1,Matches
Luis Hernández,es ESP,DF,34.0,9,723.0,80.0,21.1,8.0,8,90.0,8,1,3.0,0,1.0,6.0,13.0,-7.0,-0.87,-0.14,8.3,13.1,-4.8,-0.59,-0.21,Matches
Jorge Meré,es ESP,DF,26.0,10,673.0,67.0,19.7,7.5,8,78.0,3,2,25.0,16,0.8,6.0,12.0,-6.0,-0.8,-0.05,5.6,9.5,-3.8,-0.51,-0.1,Matches
Aiham Ousou,sy SYR,DF,23.0,6,430.0,72.0,12.6,4.8,5,81.0,4,1,25.0,5,1.17,3.0,8.0,-5.0,-1.05,-0.32,5.3,6.2,-0.8,-0.18,0.29,Matches
David Gil,es ESP,GK,29.0,5,372.0,74.0,10.9,4.1,4,90.0,4,1,12.0,32,0.6,3.0,8.0,-5.0,-1.21,-0.5,2.3,7.1,-4.8,-1.17,-0.83,Matches
Fede San Emeterio,es ESP,MF,26.0,4,152.0,38.0,4.4,1.7,3,50.0,0,1,1.0,5,1.0,1.0,2.0,-1.0,-0.59,0.18,1.7,2.9,-1.3,-0.75,-0.34,Matches
Mamadou Mbaye,sn SEN,DF,25.0,4,288.0,72.0,8.4,3.2,2,90.0,2,2,54.0,27,0.75,2.0,5.0,-3.0,-0.94,-0.19,1.6,5.7,-4.2,-1.3,-0.95,Matches
Sergi Guardiola,es ESP,"FW,MF",32.0,22,495.0,23.0,14.5,5.5,1,69.0,0,21,20.0,11,0.73,6.0,7.0,-1.0,-0.18,0.68,6.7,8.1,-1.3,-0.24,0.22,Matches
Brian Ocampo,uy URU,"MF,FW",24.0,13,248.0,19.0,7.3,2.8,1,69.0,0,12,15.0,9,0.69,2.0,6.0,-4.0,-1.45,-0.74,2.3,6.3,-3.9,-1.43,-1.08,Matches
Diadie Samassékou,ml MLI,MF,27.0,4,92.0,23.0,2.7,1.0,0,0.0,0,4,23.0,10,0.75,0.0,4.0,-4.0,-3.91,-3.24,0.5,2.6,-2.1,-2.03,-1.64,Matches
Álvaro Negredo,es ESP,"FW,MF",37.0,7,54.0,8.0,1.6,0.6,0,0.0,0,7,8.0,15,0.43,0.0,2.0,-2.0,-3.33,-2.61,0.7,2.6,-1.9,-3.2,-2.81,Matches
Karl Etta,cm CMR,FW,19.0,1,21.0,21.0,0.6,0.2,0,0.0,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.8,-0.8,-3.41,-3.0,Matches
José Mari,es ESP,"MF,FW",35.0,3,14.0,5.0,0.4,0.2,0,0.0,0,3,5.0,14,1.25,2.0,3.0,-1.0,-6.43,-5.69,0.2,0.5,-0.2,-1.43,-1.01,Matches
Milutin Osmajić,me MNE,MF,24.0,1,5.0,5.0,0.1,0.1,0,0.0,0,1,5.0,2,0.0,0.0,1.0,-1.0,-18.0,-17.26,0.2,0.5,-0.3,-5.37,-4.95,Matches
Borja Vázquez,es ESP,FW,18.0,1,4.0,4.0,0.1,0.0,0,0.0,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.76,0.1,0.1,0.0,0.35,0.78,Matches
Moussa Diakité,ml MLI,MF,19.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.43,Matches
