Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Rubén Alcaraz,es ESP,MF,32.0,34.8,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49.0,Matches
Jeremías Ledesma,ar ARG,GK,30.0,33.9,0,0,0,1,5,0,0,0,1,0,0,0,54,6,3,66.7,Matches
Chris Ramos,es ESP,"FW,MF",26.0,29.0,5,0,0,61,46,12,12,9,15,2,0,0,60,172,164,51.2,Matches
Fali,es ESP,DF,29.0,28.3,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50.0,Matches
Isaac Carcelen,es ESP,DF,30.0,29.0,2,0,0,16,44,5,67,27,31,0,0,0,129,22,36,37.9,Matches
Javi Hernández,es ESP,DF,25.0,27.9,10,0,0,45,19,1,127,19,24,0,0,0,139,31,27,53.4,Matches
Roberto Navarro,es ESP,"MF,FW",21.0,21.0,0,1,0,15,27,4,96,19,29,0,0,0,125,12,19,38.7,Matches
Víctor Chust,es ESP,DF,23.0,20.7,3,2,0,15,4,0,2,11,18,0,0,0,83,26,25,51.0,Matches
Iván Alejo,es ESP,MF,28.0,18.8,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5,Matches
Gonzalo Escalante,ar ARG,MF,30.0,18.9,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8,Matches
Rubén Sobrino,es ESP,"MF,FW",31.0,18.3,8,1,0,46,31,7,22,16,28,0,0,0,112,22,22,50.0,Matches
Roger Martí,es ESP,FW,32.0,15.1,3,0,0,34,28,9,9,7,6,0,0,0,58,17,34,33.3,Matches
Lucas,br BRA,DF,22.0,17.1,6,0,0,12,6,2,72,17,27,0,0,0,92,11,23,32.4,Matches
Álex Fernández,es ESP,MF,30.0,14.3,3,0,0,5,16,0,35,15,9,0,0,0,82,13,16,44.8,Matches
Maxi Gómez,uy URU,FW,26.0,12.9,2,0,0,20,32,13,20,3,4,0,0,0,15,71,69,50.7,Matches
Darwin Machís,ve VEN,MF,30.0,8.7,0,1,0,12,14,2,64,4,14,0,0,0,53,3,10,23.1,Matches
Juanmi,es ESP,FW,30.0,9.7,3,0,0,24,11,13,2,6,4,0,0,0,39,8,25,24.2,Matches
Rominigue Kouamé,ml MLI,MF,26.0,9.1,2,0,0,11,9,1,1,13,9,0,0,0,60,19,13,59.4,Matches
Joseba Zaldúa,es ESP,DF,31.0,7.8,3,0,0,14,4,2,17,2,12,0,0,1,24,10,5,66.7,Matches
Luis Hernández,es ESP,DF,34.0,8.0,4,0,0,8,0,0,2,8,3,0,0,0,24,9,2,81.8,Matches
Jorge Meré,es ESP,DF,26.0,7.5,0,0,0,1,4,0,1,8,7,0,0,0,38,8,11,42.1,Matches
Aiham Ousou,sy SYR,DF,23.0,4.8,0,0,0,4,6,0,0,7,5,0,0,0,26,8,7,53.3,Matches
David Gil,es ESP,GK,29.0,4.1,1,0,0,0,2,0,0,0,0,0,0,0,2,4,0,100.0,Matches
Fede San Emeterio,es ESP,MF,26.0,1.7,1,1,0,8,3,0,1,2,2,0,0,0,5,3,4,42.9,Matches
Mamadou Mbaye,sn SEN,DF,25.0,3.2,2,0,0,6,0,0,0,5,3,0,1,0,10,9,5,64.3,Matches
Sergi Guardiola,es ESP,"FW,MF",32.0,5.5,1,0,0,18,22,3,17,0,7,0,0,0,27,5,10,33.3,Matches
Brian Ocampo,uy URU,"MF,FW",24.0,2.8,2,0,0,9,9,0,19,3,3,0,0,0,23,4,3,57.1,Matches
Diadie Samassékou,ml MLI,MF,27.0,1.0,0,0,0,2,0,0,0,3,3,0,0,0,6,3,2,60.0,Matches
Álvaro Negredo,es ESP,"FW,MF",37.0,0.6,0,0,0,0,2,3,2,1,0,0,0,0,2,3,1,75.0,Matches
Karl Etta,cm CMR,FW,19.0,0.2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,Matches
José Mari,es ESP,"MF,FW",35.0,0.2,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0.0,Matches
Milutin Osmajić,me MNE,MF,24.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Borja Vázquez,es ESP,FW,18.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Moussa Diakité,ml MLI,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,28.5,38.0,107,7,0,576,498,90,791,298,398,2,2,1,1831,632,673,48.4,0
Opponent Total,0,0,27.3,38.0,97,4,2,525,550,65,758,243,370,1,3,1,1871,673,632,51.6,0
