Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Rubén Alcaraz,es ESP,MF,32.0,34.8,1582,1462,106,85,1,42,36,7,8,1,7,0,1271,14,17,Matches
Jeremías Ledesma,ar ARG,GK,30.0,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,Matches
Chris Ramos,es ESP,"FW,MF",26.0,29.0,486,469,13,0,0,0,12,3,0,0,0,0,274,4,9,Matches
Fali,es ESP,DF,29.0,28.3,1050,989,54,49,5,21,10,0,0,0,0,0,799,7,7,Matches
Isaac Carcelen,es ESP,DF,30.0,29.0,1163,894,263,24,0,7,67,234,5,0,5,0,851,6,25,Matches
Javi Hernández,es ESP,DF,25.0,27.9,1292,992,299,62,1,4,127,193,44,15,22,0,922,1,27,Matches
Roberto Navarro,es ESP,"MF,FW",21.0,21.0,737,672,59,9,2,0,96,6,43,20,17,0,531,6,25,Matches
Víctor Chust,es ESP,DF,23.0,20.7,1040,994,38,30,0,12,2,3,0,0,0,0,831,8,12,Matches
Iván Alejo,es ESP,MF,28.0,18.8,481,433,46,10,1,2,151,24,12,0,11,0,245,2,32,Matches
Gonzalo Escalante,ar ARG,MF,30.0,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12,Matches
Rubén Sobrino,es ESP,"MF,FW",31.0,18.3,526,517,6,1,1,3,22,4,0,0,0,0,387,3,26,Matches
Roger Martí,es ESP,FW,32.0,15.1,344,313,28,1,3,2,9,0,0,0,0,0,225,3,15,Matches
Lucas,br BRA,DF,22.0,17.1,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,Matches
Álex Fernández,es ESP,MF,30.0,14.3,649,578,67,29,0,6,35,6,20,6,10,0,539,4,11,Matches
Maxi Gómez,uy URU,FW,26.0,12.9,255,247,6,1,1,3,20,0,0,0,0,0,132,2,10,Matches
Darwin Machís,ve VEN,MF,30.0,8.7,290,253,36,10,0,6,64,6,20,12,3,0,177,1,16,Matches
Juanmi,es ESP,FW,30.0,9.7,226,204,22,1,2,1,2,2,1,0,0,0,181,0,5,Matches
Rominigue Kouamé,ml MLI,MF,26.0,9.1,411,408,3,3,0,3,1,0,0,0,0,0,355,0,4,Matches
Joseba Zaldúa,es ESP,DF,31.0,7.8,251,201,49,2,0,0,17,47,0,0,0,0,182,1,7,Matches
Luis Hernández,es ESP,DF,34.0,8.0,363,297,66,8,1,2,2,58,0,0,0,0,257,0,1,Matches
Jorge Meré,es ESP,DF,26.0,7.5,233,221,8,5,0,0,1,3,0,0,0,0,166,4,2,Matches
Aiham Ousou,sy SYR,DF,23.0,4.8,181,174,6,5,1,2,0,1,0,0,0,0,142,1,2,Matches
David Gil,es ESP,GK,29.0,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0,Matches
Fede San Emeterio,es ESP,MF,26.0,1.7,52,50,1,1,0,0,1,0,0,0,0,0,43,1,1,Matches
Mamadou Mbaye,sn SEN,DF,25.0,3.2,84,80,3,3,0,0,0,0,0,0,0,0,47,1,1,Matches
Sergi Guardiola,es ESP,"FW,MF",32.0,5.5,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12,Matches
Brian Ocampo,uy URU,"MF,FW",24.0,2.8,132,118,14,1,1,3,19,6,7,3,3,0,83,0,3,Matches
Diadie Samassékou,ml MLI,MF,27.0,1.0,47,46,1,1,0,1,0,0,0,0,0,0,45,0,0,Matches
Álvaro Negredo,es ESP,"FW,MF",37.0,0.6,22,17,3,0,0,0,2,1,0,0,0,0,10,2,1,Matches
Karl Etta,cm CMR,FW,19.0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
José Mari,es ESP,"MF,FW",35.0,0.2,21,18,2,2,0,0,0,0,0,0,0,0,16,1,1,Matches
Milutin Osmajić,me MNE,MF,24.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Borja Vázquez,es ESP,FW,18.0,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
Moussa Diakité,ml MLI,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.5,38.0,14990,12985,1915,560,24,130,791,751,170,63,80,0,10763,90,304,0
Opponent Total,0,0,27.3,38.0,19905,17878,1962,628,45,130,758,792,174,63,65,1,15783,65,372,0
