Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Stijn van Gassel,nl NED,GK,26.0,34,34,3060,34.0,73,2.15,204,132,65.2,6,11,17,6,17.6,2,2,0,0,0.0,Matches
Squad Total,0,0,23.2,34,34,3060,34.0,73,2.15,204,132,65.2,6,11,17,6,17.6,2,2,0,0,0.0,0
Opponent Total,0,0,25.3,34,34,3060,34.0,50,1.47,138,90,64.5,17,11,6,8,23.5,1,1,0,0,0.0,0
