Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Stijn van Gassel,nl NED,GK,26.0,34.0,0,0,0,0,4,0,0,0,0,0,0,0,39,9,2,81.8,Matches
Siebe Horemans,be BEL,DF,25.0,33.6,5,1,0,25,11,0,84,45,58,0,1,0,167,75,60,55.6,Matches
Julian Baas,nl NED,MF,21.0,32.0,8,0,0,34,32,0,138,49,42,0,0,0,147,38,40,48.7,Matches
Arthur Zagre,fr FRA,DF,21.0,25.7,6,1,0,21,25,0,19,43,48,0,0,0,178,17,17,50.0,Matches
Casper Widell,se SWE,DF,20.0,25.8,1,0,0,12,9,1,1,38,11,0,0,1,99,48,29,62.3,Matches
Redouan El Yaakoubi,nl NED,"DF,MF",27.0,25.1,2,0,0,20,8,0,13,30,27,0,0,0,131,58,36,61.7,Matches
Couhaib Driouech,ma MAR,"FW,MF",21.0,21.3,4,0,0,28,26,9,82,15,26,0,0,0,144,3,20,13.0,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25.0,18.0,4,1,1,9,20,3,49,11,10,0,0,0,73,17,30,36.2,Matches
Cisse Sandra,be BEL,MF,19.0,18.6,2,0,0,14,7,1,14,15,17,0,0,0,77,14,22,38.9,Matches
Troy Parrott,ie IRL,FW,21.0,17.6,2,1,0,7,28,7,10,1,5,0,0,0,54,31,53,36.9,Matches
Kenzo Goudmijn,nl NED,"MF,FW",21.0,17.4,2,0,0,12,28,1,40,12,18,0,0,0,116,6,15,28.6,Matches
Sven Nieuwpoort,nl NED,DF,30.0,16.3,2,0,0,6,1,0,0,9,9,0,0,0,62,11,17,39.3,Matches
Derensili Fernandes,nl NED,"FW,MF",22.0,14.3,0,0,0,13,16,3,38,9,11,0,0,0,67,8,21,27.6,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,12.2,1,0,0,10,10,11,7,10,14,0,0,0,55,11,26,29.7,Matches
Noah Naujoks,nl NED,"MF,FW",21.0,11.7,1,0,0,16,8,1,9,9,14,0,0,0,32,25,26,49.0,Matches
Nikolas Agrafiotis,nl NED,FW,23.0,8.4,0,0,0,13,6,1,3,1,7,0,0,0,25,39,35,52.7,Matches
Mimeirhel Benita,nl NED,DF,19.0,10.5,2,0,0,4,14,0,23,17,17,1,0,0,44,20,20,50.0,Matches
Serano Seymor,nl NED,DF,21.0,4.1,1,0,0,1,1,0,0,5,3,0,0,0,18,4,3,57.1,Matches
Kian Fitz-Jim,nl NED,MF,20.0,4.4,1,0,0,8,3,1,2,5,9,0,0,0,25,1,4,20.0,Matches
Kik Pierie,nl NED,DF,23.0,3.3,0,0,0,7,1,0,2,8,5,0,0,0,13,12,8,60.0,Matches
Siem de Moes,nl NED,DF,19.0,3.2,3,0,0,3,0,0,0,8,5,0,0,0,10,6,1,85.7,Matches
Richie Omorowa,se SWE,FW,19.0,5.7,1,0,0,6,7,2,2,0,4,0,0,0,14,19,29,39.6,Matches
Oscar Uddenäs,se SWE,"FW,MF",20.0,5.2,1,0,0,6,4,1,6,2,6,0,0,0,28,8,13,38.1,Matches
Ian Smeulers,nl NED,DF,23.0,2.0,1,0,0,2,0,0,3,7,5,0,0,0,8,1,1,50.0,Matches
Lennard Hartjes,nl NED,MF,20.0,1.0,0,0,0,0,2,0,0,1,2,0,0,0,9,1,1,50.0,Matches
Mike van Duinen,nl NED,"FW,MF",31.0,1.0,1,0,0,2,2,0,2,1,0,0,1,0,5,6,9,40.0,Matches
Jeremy Udenhout,nl NED,DF,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,23.2,34.0,51,4,1,279,273,42,547,351,373,1,2,1,1640,488,538,47.6,0
Opponent Total,0,0,25.3,34.0,51,2,1,288,267,64,717,252,326,1,1,2,1747,538,488,52.4,0
