Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Sven Nieuwpoort,nl NED,DF,30.0,22,17,1463.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,1.0,22.0,0.0,0.06,0.0,0.06,0.06,0.06,0.01,0.0,0.01,0.01,0.01,Matches
Derensili Fernandes,nl NED,"FW,MF",22.0,30,16,1291.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.8,1.8,3.5,5.3,44.0,45.0,107.0,0.14,0.0,0.14,0.14,0.14,0.12,0.25,0.37,0.12,0.37,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,14,13,1096.0,12.2,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,2.6,2.6,3.3,5.9,16.0,53.0,73.0,0.33,0.41,0.74,0.33,0.74,0.22,0.27,0.49,0.22,0.49,Matches
Noah Naujoks,nl NED,"MF,FW",21.0,23,10,1051.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.7,1.9,6.0,24.0,28.0,0.0,0.09,0.09,0.0,0.09,0.1,0.06,0.16,0.1,0.16,Matches
Nikolas Agrafiotis,nl NED,FW,23.0,18,10,758.0,8.4,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3,5.3,7.0,12.0,44.0,0.59,0.24,0.83,0.59,0.83,0.47,0.16,0.62,0.47,0.62,Matches
Mimeirhel Benita,nl NED,DF,19.0,20,9,947.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,7.0,29.0,40.0,0.0,0.1,0.1,0.0,0.1,0.02,0.04,0.07,0.02,0.07,Matches
Serano Seymor,nl NED,DF,21.0,9,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kian Fitz-Jim,nl NED,MF,20.0,10,3,398.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,11.0,21.0,11.0,0.0,0.23,0.23,0.0,0.23,0.14,0.13,0.27,0.14,0.27,Matches
Kik Pierie,nl NED,DF,23.0,5,3,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,11.0,0.0,0.3,0.0,0.3,0.3,0.3,0.09,0.0,0.09,0.09,0.09,Matches
Siem de Moes,nl NED,DF,19.0,7,3,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Richie Omorowa,se SWE,FW,19.0,22,2,514.0,5.7,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,1.2,3.8,1.0,5.0,29.0,0.35,0.35,0.7,0.35,0.7,0.45,0.2,0.66,0.45,0.66,Matches
Oscar Uddenäs,se SWE,"FW,MF",20.0,23,2,470.0,5.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.4,1.7,6.0,6.0,36.0,0.57,0.0,0.57,0.57,0.57,0.26,0.07,0.33,0.26,0.33,Matches
Ian Smeulers,nl NED,DF,23.0,6,1,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Lennard Hartjes,nl NED,MF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mike van Duinen,nl NED,"FW,MF",31.0,7,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Jeremy Udenhout,nl NED,DF,20.0,2,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Norbert Alblas,nl NED,GK,28.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jose De Almeida Reis,0,DF,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacky Donkor,be BEL,FW,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raphaël Eyongo,nl NED,FW,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrian Fein,de GER,MF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cedric Hatenboer,nl NED,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pascal Kuiper,nl NED,GK,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,23.2,34,374,3060.0,34.0,48.0,43.0,91.0,47.0,1.0,1.0,51.0,4.0,45.7,45.0,37.7,82.7,574.0,1037.0,1026.0,1.41,1.26,2.68,1.38,2.65,1.35,1.11,2.46,1.32,2.43,0
Opponent Total,0,0,25.3,34,374,3060.0,34.0,72.0,53.0,125.0,70.0,2.0,2.0,51.0,2.0,58.2,56.7,43.6,100.3,731.0,1695.0,1688.0,2.12,1.56,3.68,2.06,3.62,1.71,1.28,2.99,1.67,2.95,0
