Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Stijn van Gassel,nl NED,GK,26.0,34.0,935,1583,59.1,33646,26050,91,92,98.9,370,374,98.9,473,1110,42.6,0,0.1,0.2,-0.1,2,72,1,0,0,Matches
Siebe Horemans,be BEL,DF,25.0,33.6,1280,1741,73.5,26258,9770,460,549,83.8,574,736,78.0,231,381,60.6,4,4.0,2.9,0.0,28,99,31,18,100,Matches
Julian Baas,nl NED,MF,21.0,32.0,1069,1387,77.1,20866,5071,402,471,85.4,462,541,85.4,171,293,58.4,2,3.4,3.6,-1.4,44,93,15,5,95,Matches
Arthur Zagre,fr FRA,DF,21.0,25.7,1018,1210,84.1,16203,4788,538,582,92.4,392,440,89.1,68,132,51.5,4,1.5,1.8,2.5,15,49,9,1,72,Matches
Casper Widell,se SWE,DF,20.0,25.8,1047,1266,82.7,23001,8339,279,328,85.1,561,628,89.3,199,290,68.6,0,0.1,0.3,-0.1,1,65,3,0,59,Matches
Redouan El Yaakoubi,nl NED,"DF,MF",27.0,25.1,936,1225,76.4,19704,7647,298,353,84.4,476,561,84.8,151,265,57.0,3,2.2,1.2,0.8,14,124,7,0,122,Matches
Couhaib Driouech,ma MAR,"FW,MF",21.0,21.3,461,676,68.2,7817,2004,234,280,83.6,162,240,67.5,50,102,49.0,6,5.7,5.2,0.3,35,32,35,14,64,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25.0,18.0,345,494,69.8,5427,1672,187,221,84.6,111,164,67.7,31,68,45.6,5,3.6,3.8,1.4,22,30,23,13,45,Matches
Cisse Sandra,be BEL,MF,19.0,18.6,488,611,79.9,8851,2211,192,223,86.1,209,250,83.6,65,91,71.4,1,0.9,1.5,0.1,8,47,5,1,46,Matches
Troy Parrott,ie IRL,FW,21.0,17.6,216,317,68.1,3163,534,119,171,69.6,72,86,83.7,12,18,66.7,4,3.3,2.8,0.7,20,8,7,2,22,Matches
Kenzo Goudmijn,nl NED,"MF,FW",21.0,17.4,671,833,80.6,13524,4826,246,288,85.4,296,343,86.3,117,165,70.9,2,2.1,3.1,-0.1,21,112,27,9,155,Matches
Sven Nieuwpoort,nl NED,DF,30.0,16.3,589,654,90.1,11818,2711,155,169,91.7,369,391,94.4,63,86,73.3,0,0.0,0.0,0.0,1,13,0,0,22,Matches
Derensili Fernandes,nl NED,"FW,MF",22.0,14.3,335,444,75.5,5227,1250,179,211,84.8,114,148,77.0,26,50,52.0,0,3.5,2.3,-3.5,27,28,16,5,45,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,12.2,304,402,75.6,4546,1474,182,220,82.7,91,106,85.8,21,35,60.0,5,3.3,2.1,1.7,22,35,18,2,53,Matches
Noah Naujoks,nl NED,"MF,FW",21.0,11.7,151,254,59.4,2160,623,87,130,66.9,44,71,62.0,12,24,50.0,1,0.7,0.2,0.3,6,16,2,0,24,Matches
Nikolas Agrafiotis,nl NED,FW,23.0,8.4,115,185,62.2,1604,266,69,100,69.0,34,49,69.4,5,11,45.5,2,1.3,1.2,0.7,11,8,2,1,12,Matches
Mimeirhel Benita,nl NED,DF,19.0,10.5,361,480,75.2,6532,1974,163,187,87.2,153,191,80.1,40,79,50.6,1,0.5,0.5,0.5,3,22,5,1,29,Matches
Serano Seymor,nl NED,DF,21.0,4.1,173,203,85.2,3662,1088,45,49,91.8,105,114,92.1,23,36,63.9,0,0.0,0.0,0.0,0,14,1,0,10,Matches
Kian Fitz-Jim,nl NED,MF,20.0,4.4,149,176,84.7,2302,592,75,86,87.2,57,61,93.4,9,14,64.3,1,0.6,0.4,0.4,7,12,4,1,21,Matches
Kik Pierie,nl NED,DF,23.0,3.3,151,188,80.3,3019,1061,45,51,88.2,87,104,83.7,17,30,56.7,0,0.0,0.1,0.0,0,13,0,0,11,Matches
Siem de Moes,nl NED,DF,19.0,3.2,118,146,80.8,2381,887,38,46,82.6,64,72,88.9,14,24,58.3,0,0.0,0.0,0.0,1,2,0,0,8,Matches
Richie Omorowa,se SWE,FW,19.0,5.7,89,133,66.9,1081,167,51,74,68.9,26,35,74.3,2,3,66.7,2,1.2,0.2,0.8,4,3,3,1,5,Matches
Oscar Uddenäs,se SWE,"FW,MF",20.0,5.2,105,153,68.6,1633,342,55,73,75.3,33,40,82.5,10,21,47.6,0,0.4,0.1,-0.4,4,4,2,0,6,Matches
Ian Smeulers,nl NED,DF,23.0,2.0,61,77,79.2,1083,301,25,28,89.3,25,32,78.1,8,11,72.7,0,0.0,0.1,0.0,1,2,2,1,3,Matches
Lennard Hartjes,nl NED,MF,20.0,1.0,38,42,90.5,675,128,16,17,94.1,15,17,88.2,6,6,100.0,0,0.0,0.0,0.0,0,7,1,0,6,Matches
Mike van Duinen,nl NED,"FW,MF",31.0,1.0,7,14,50.0,186,64,1,3,33.3,4,7,57.1,2,2,100.0,0,0.0,0.0,0.0,0,1,1,1,1,Matches
Jeremy Udenhout,nl NED,DF,20.0,0.1,4,7,57.1,55,12,2,3,66.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,0,0,23.2,34.0,11216,14901,75.3,226424,85852,4234,5005,84.6,4908,5804,84.6,1826,3348,54.5,43,37.7,33.6,5.3,297,911,220,76,1037,0
Opponent Total,0,0,25.3,34.0,14154,18022,78.5,259356,94591,5917,6885,85.9,6292,7322,85.9,1600,2822,56.7,53,43.6,50.2,9.4,403,1367,390,92,1695,0
