Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Stijn van Gassel,nl NED,GK,26.0,34.0,73,2,0,18,1,60.6,0.3,-11.4,-0.33,332,944,35.2,1311,186,54.4,43.5,266,86.8,61.1,545,42,7.7,20,0.59,10.8,Matches
Squad Total,0,0,23.2,34.0,73,2,0,18,1,60.6,0.3,-11.4,-0.33,332,944,35.2,1283,186,55.6,0.0,294,78.6,56.1,545,42,7.7,20,0.59,0.0,0
Opponent Total,0,0,25.3,34.0,50,1,1,9,2,45.7,0.33,-2.3,-0.07,173,455,38.0,931,160,37.4,35.5,230,46.5,39.2,453,44,9.7,51,1.5,14.8,0
