Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Lennard Hartjes,nl NED,MF,20.0,1,90.0,90.0,2.9,1.0,1,90.0,1,0,0.0,0,3.0,4.0,3.0,1.0,1.0,1.73,1.3,0.8,0.5,0.52,0.92,Matches
Mike van Duinen,nl NED,"FW,MF",31.0,7,88.0,13.0,2.9,1.0,0,0.0,0,7,13.0,9,0.57,2.0,3.0,-1.0,-1.02,-0.36,1.3,2.8,-1.6,-1.58,-1.26,Matches
Jeremy Udenhout,nl NED,DF,20.0,2,7.0,4.0,0.2,0.1,0,0.0,0,2,4.0,3,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.1,0.0,-0.21,0.15,Matches
Norbert Alblas,nl NED,GK,28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jose De Almeida Reis,0,DF,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacky Donkor,be BEL,FW,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raphaël Eyongo,nl NED,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrian Fein,de GER,MF,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cedric Hatenboer,nl NED,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pascal Kuiper,nl NED,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,23.2,34,3060.0,90.0,100.0,34.0,374,82.0,217,154,20.0,144,0.85,50.0,73.0,-23.0,-0.68,0.0,45.7,58.2,-12.4,-0.37,0.0,0
Opponent Total,0,0,25.3,34,3060.0,90.0,100.0,34.0,374,82.0,231,145,21.0,219,1.82,73.0,50.0,23.0,0.68,0.0,58.2,45.7,12.4,0.37,0.0,0
