Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Stijn van Gassel,nl NED,GK,26.0,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,0.0,0,0.85,50.0,73.0,-23.0,-0.68,0.0,45.7,58.2,-12.4,-0.37,0.0,Matches
Siebe Horemans,be BEL,DF,25.0,34,3025.0,89.0,98.9,33.6,34,89.0,32,0,0.0,0,0.85,50.0,72.0,-22.0,-0.65,1.92,45.4,56.9,-11.5,-0.34,1.84,Matches
Julian Baas,nl NED,MF,21.0,33,2882.0,87.0,94.2,32.0,33,87.0,27,0,0.0,0,0.88,49.0,69.0,-20.0,-0.62,0.89,42.6,55.8,-13.2,-0.41,-0.81,Matches
Arthur Zagre,fr FRA,DF,21.0,28,2313.0,83.0,75.6,25.7,28,83.0,18,0,0.0,0,0.96,44.0,53.0,-9.0,-0.35,1.34,36.8,41.0,-4.2,-0.16,0.82,Matches
Casper Widell,se SWE,DF,20.0,30,2326.0,78.0,76.0,25.8,27,85.0,22,3,11.0,3,0.87,35.0,57.0,-22.0,-0.85,-0.73,32.7,45.4,-12.8,-0.49,-0.54,Matches
Redouan El Yaakoubi,nl NED,"DF,MF",27.0,27,2262.0,84.0,73.9,25.1,25,87.0,22,2,39.0,0,0.96,43.0,54.0,-11.0,-0.44,0.92,36.2,41.3,-5.1,-0.2,0.62,Matches
Couhaib Driouech,ma MAR,"FW,MF",21.0,26,1920.0,74.0,62.7,21.3,24,77.0,4,2,37.0,0,0.92,30.0,46.0,-16.0,-0.75,-0.2,25.9,37.7,-11.8,-0.55,-0.5,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25.0,28,1616.0,58.0,52.8,18.0,20,70.0,3,8,26.0,0,0.96,29.0,37.0,-8.0,-0.45,0.49,27.1,32.9,-5.9,-0.33,0.08,Matches
Cisse Sandra,be BEL,MF,19.0,26,1670.0,64.0,54.6,18.6,19,81.0,9,7,18.0,2,0.69,20.0,45.0,-25.0,-1.35,-1.48,22.0,32.0,-10.0,-0.54,-0.39,Matches
Troy Parrott,ie IRL,FW,21.0,25,1588.0,64.0,51.9,17.6,18,82.0,10,7,17.0,1,0.92,27.0,39.0,-12.0,-0.68,-0.01,26.7,31.4,-4.7,-0.26,0.21,Matches
Kenzo Goudmijn,nl NED,"MF,FW",21.0,18,1570.0,87.0,51.3,17.4,18,87.0,15,0,0.0,0,0.67,21.0,38.0,-17.0,-0.97,-0.61,24.0,27.7,-3.7,-0.21,0.32,Matches
Sven Nieuwpoort,nl NED,DF,30.0,22,1463.0,67.0,47.8,16.3,17,78.0,7,5,29.0,6,0.77,20.0,37.0,-17.0,-1.05,-0.71,18.3,32.4,-14.1,-0.87,-0.96,Matches
Derensili Fernandes,nl NED,"FW,MF",22.0,30,1291.0,43.0,42.2,14.3,16,66.0,0,14,16.0,3,0.93,22.0,21.0,1.0,0.07,1.29,22.9,12.7,10.2,0.71,1.86,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,14,1096.0,78.0,35.8,12.2,13,81.0,6,1,45.0,0,0.57,17.0,26.0,-9.0,-0.74,-0.1,17.4,18.7,-1.4,-0.11,0.39,Matches
Noah Naujoks,nl NED,"MF,FW",21.0,23,1051.0,46.0,34.3,11.7,10,77.0,2,13,22.0,7,0.65,17.0,26.0,-9.0,-0.77,-0.14,13.1,25.5,-12.4,-1.06,-1.05,Matches
Nikolas Agrafiotis,nl NED,FW,23.0,18,758.0,42.0,24.8,8.4,10,65.0,0,8,14.0,1,1.11,16.0,11.0,5.0,0.59,1.69,12.0,11.3,0.7,0.09,0.6,Matches
Mimeirhel Benita,nl NED,DF,19.0,20,947.0,47.0,30.9,10.5,9,85.0,5,11,17.0,13,0.65,13.0,24.0,-11.0,-1.05,-0.53,15.5,16.5,-1.0,-0.09,0.39,Matches
Serano Seymor,nl NED,DF,21.0,9,369.0,41.0,12.1,4.1,4,59.0,0,5,26.0,1,1.11,8.0,7.0,1.0,0.24,1.05,5.6,5.2,0.4,0.1,0.52,Matches
Kian Fitz-Jim,nl NED,MF,20.0,10,398.0,40.0,13.0,4.4,3,72.0,0,7,26.0,1,0.8,6.0,7.0,-1.0,-0.23,0.52,6.4,8.4,-2.0,-0.45,-0.1,Matches
Kik Pierie,nl NED,DF,23.0,5,296.0,59.0,9.7,3.3,3,73.0,0,2,38.0,0,0.8,5.0,8.0,-3.0,-0.91,-0.26,3.9,4.3,-0.4,-0.13,0.26,Matches
Siem de Moes,nl NED,DF,19.0,7,292.0,42.0,9.5,3.2,3,75.0,0,4,17.0,7,0.57,0.0,7.0,-7.0,-2.16,-1.64,2.0,7.8,-5.8,-1.77,-1.56,Matches
Richie Omorowa,se SWE,FW,19.0,22,514.0,23.0,16.8,5.7,2,65.0,0,20,19.0,10,0.59,8.0,15.0,-7.0,-1.23,-0.66,8.1,11.6,-3.5,-0.61,-0.29,Matches
Oscar Uddenäs,se SWE,"FW,MF",20.0,23,470.0,20.0,15.4,5.2,2,54.0,0,21,17.0,10,0.96,12.0,12.0,0.0,0.0,0.8,7.6,10.2,-2.7,-0.51,-0.18,Matches
Ian Smeulers,nl NED,DF,23.0,6,178.0,30.0,5.8,2.0,1,67.0,0,5,22.0,10,0.5,2.0,6.0,-4.0,-2.02,-1.43,2.5,6.0,-3.5,-1.75,-1.47,Matches
