Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Stijn van Gassel,nl NED,GK,26.0,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,14,4,Matches
Siebe Horemans,be BEL,DF,25.0,33.6,97,58,67,25,5,64,99,64.6,35,52,14,38,45,142,137,2,Matches
Julian Baas,nl NED,MF,21.0,32.0,66,42,27,29,10,26,55,47.3,29,43,13,30,49,115,36,0,Matches
Arthur Zagre,fr FRA,DF,21.0,25.7,76,48,58,14,4,31,47,66.0,16,39,12,27,43,119,60,3,Matches
Casper Widell,se SWE,DF,20.0,25.8,21,11,15,5,1,11,22,50.0,11,39,25,14,38,59,121,0,Matches
Redouan El Yaakoubi,nl NED,"DF,MF",27.0,25.1,45,27,28,13,4,20,43,46.5,23,25,16,9,30,75,113,0,Matches
Couhaib Driouech,ma MAR,"FW,MF",21.0,21.3,36,26,23,12,1,16,54,29.6,38,33,4,29,15,51,27,0,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25.0,18.0,15,10,8,5,2,4,17,23.5,13,18,0,18,11,26,18,0,Matches
Cisse Sandra,be BEL,MF,19.0,18.6,34,17,17,11,6,10,24,41.7,14,16,6,10,15,49,22,0,Matches
Troy Parrott,ie IRL,FW,21.0,17.6,6,5,2,3,1,4,7,57.1,3,12,3,9,1,7,16,0,Matches
Kenzo Goudmijn,nl NED,"MF,FW",21.0,17.4,33,18,16,11,6,17,31,54.8,14,21,4,17,12,45,16,0,Matches
Sven Nieuwpoort,nl NED,DF,30.0,16.3,14,9,7,7,0,8,11,72.7,3,14,8,6,9,23,52,1,Matches
Derensili Fernandes,nl NED,"FW,MF",22.0,14.3,20,11,8,7,5,9,25,36.0,16,16,0,16,9,29,16,0,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,12.2,20,14,10,9,1,9,18,50.0,9,16,3,13,10,30,10,0,Matches
Noah Naujoks,nl NED,"MF,FW",21.0,11.7,24,14,9,12,3,8,20,40.0,12,19,3,16,9,33,19,0,Matches
Nikolas Agrafiotis,nl NED,FW,23.0,8.4,12,7,2,6,4,4,8,50.0,4,3,1,2,1,13,13,0,Matches
Mimeirhel Benita,nl NED,DF,19.0,10.5,26,17,19,4,3,14,20,70.0,6,15,5,10,17,43,33,1,Matches
Serano Seymor,nl NED,DF,21.0,4.1,3,3,3,0,0,2,4,50.0,2,5,0,5,5,8,20,1,Matches
Kian Fitz-Jim,nl NED,MF,20.0,4.4,12,9,2,7,3,3,13,23.1,10,3,0,3,5,17,6,0,Matches
Kik Pierie,nl NED,DF,23.0,3.3,7,5,5,2,0,2,8,25.0,6,3,1,2,8,15,29,0,Matches
Siem de Moes,nl NED,DF,19.0,3.2,9,5,7,2,0,7,13,53.8,6,8,5,3,8,17,13,0,Matches
Richie Omorowa,se SWE,FW,19.0,5.7,7,4,3,3,1,1,3,33.3,2,5,0,5,0,7,9,0,Matches
Oscar Uddenäs,se SWE,"FW,MF",20.0,5.2,9,6,4,4,1,6,12,50.0,6,2,0,2,2,11,12,0,Matches
Ian Smeulers,nl NED,DF,23.0,2.0,5,5,4,1,0,4,5,80.0,1,4,1,3,7,12,7,0,Matches
Lennard Hartjes,nl NED,MF,20.0,1.0,3,2,1,2,0,1,3,33.3,2,3,0,3,1,4,0,0,Matches
Mike van Duinen,nl NED,"FW,MF",31.0,1.0,2,0,0,1,1,2,4,50.0,2,2,0,2,1,3,0,0,Matches
Jeremy Udenhout,nl NED,DF,20.0,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Squad Total,0,0,23.2,34.0,602,373,345,195,62,283,567,49.9,284,418,124,294,351,953,819,12,0
Opponent Total,0,0,25.3,34.0,552,326,239,219,94,275,585,47.0,310,342,101,241,252,804,549,9,0
