Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ryan Flamingo,nl NED,"MF,DF",20.0,30.7,1242,1587,78.3,23827,9065,463,546,84.8,617,729,84.6,144,256,56.3,1,0.6,1.3,0.4,8,140,13,1,142,Matches
Vasilios Barkas,gr GRE,GK,29.0,29.0,709,1026,69.1,19997,14878,132,135,97.8,330,337,97.9,245,548,44.7,0,0.4,0.1,-0.4,1,16,2,0,1,Matches
Souffian El Karouani,ma MAR,DF,22.0,27.2,954,1301,73.3,16764,6207,417,491,84.9,416,539,77.2,95,186,51.1,3,4.1,4.2,-1.1,32,80,36,19,106,Matches
Oscar Fraulo,dk DEN,MF,19.0,23.3,724,935,77.4,12779,3250,319,391,81.6,334,394,84.8,63,95,66.3,4,2.8,3.4,1.2,18,77,17,3,94,Matches
Hidde ter Avest,nl NED,DF,26.0,22.9,906,1195,75.8,14337,5803,484,558,86.7,354,450,78.7,50,108,46.3,1,2.6,2.3,-1.6,15,51,14,7,85,Matches
Nick Viergever,nl NED,DF,33.0,22.8,1081,1262,85.7,20698,8620,366,400,91.5,616,683,90.2,91,145,62.8,0,0.6,1.0,-0.6,7,97,6,2,117,Matches
Othman Boussaid,be BEL,FW,23.0,21.9,701,962,72.9,12741,4296,297,346,85.8,308,394,78.2,80,151,53.0,3,4.2,5.8,-1.2,43,87,52,16,156,Matches
Can Bozdogan,de GER,MF,22.0,21.8,832,1043,79.8,14874,3907,352,403,87.3,375,437,85.8,85,155,54.8,1,1.7,1.9,-0.7,20,82,7,5,86,Matches
Jens Toornstra,nl NED,"MF,FW",34.0,19.8,517,780,66.3,9777,4252,225,272,82.7,193,267,72.3,83,169,49.1,5,5.2,4.8,-0.2,54,67,36,11,89,Matches
Mike van der Hoorn,nl NED,DF,30.0,18.5,832,1052,79.1,17807,7357,225,254,88.6,477,540,88.3,124,242,51.2,0,0.4,0.4,-0.4,5,81,4,0,100,Matches
Sam Lammers,nl NED,FW,26.0,17.8,275,426,64.6,3702,961,158,220,71.8,84,125,67.2,9,20,45.0,3,2.3,2.4,0.7,19,26,17,3,48,Matches
Victor Jensen,dk DEN,"MF,FW",23.0,16.4,374,480,77.9,6391,1366,162,198,81.8,161,202,79.7,36,45,80.0,3,1.5,1.3,1.5,19,24,13,1,42,Matches
Taylor Booth,us USA,FW,22.0,9.6,162,259,62.5,2545,635,86,105,81.9,63,88,71.6,8,37,21.6,0,0.7,0.6,-0.7,7,11,12,7,21,Matches
