Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Ryan Flamingo,nl NED,"MF,DF",20.0,32,30,2759.0,30.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,0.6,3.2,23.0,142.0,28.0,0.07,0.03,0.1,0.07,0.1,0.09,0.02,0.11,0.09,0.11,Matches
Vasilios Barkas,gr GRE,GK,29.0,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Souffian El Karouani,ma MAR,DF,22.0,29,26,2448.0,27.2,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,4.1,4.7,64.0,106.0,170.0,0.0,0.11,0.11,0.0,0.11,0.02,0.15,0.17,0.02,0.17,Matches
Oscar Fraulo,dk DEN,MF,19.0,32,24,2094.0,23.3,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,2.8,5.4,47.0,94.0,67.0,0.09,0.17,0.26,0.09,0.26,0.11,0.12,0.23,0.11,0.23,Matches
Hidde ter Avest,nl NED,DF,26.0,27,24,2065.0,22.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,2.6,3.8,16.0,85.0,117.0,0.0,0.04,0.04,0.0,0.04,0.06,0.11,0.17,0.06,0.17,Matches
Nick Viergever,nl NED,DF,33.0,25,23,2048.0,22.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,0.7,0.6,1.3,25.0,117.0,7.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.06,0.03,0.06,Matches
Othman Boussaid,be BEL,FW,23.0,29,23,1974.0,21.9,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,4.2,7.2,71.0,156.0,154.0,0.18,0.14,0.32,0.18,0.32,0.14,0.19,0.33,0.14,0.33,Matches
Can Bozdogan,de GER,MF,22.0,31,21,1963.0,21.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,1.7,3.3,30.0,86.0,60.0,0.14,0.05,0.18,0.14,0.18,0.07,0.08,0.15,0.07,0.15,Matches
Jens Toornstra,nl NED,"MF,FW",34.0,31,21,1781.0,19.8,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,5.2,8.2,14.0,89.0,105.0,0.2,0.25,0.45,0.2,0.45,0.15,0.26,0.41,0.15,0.41,Matches
Mike van der Hoorn,nl NED,DF,30.0,21,20,1665.0,18.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.4,1.1,8.0,100.0,4.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,Matches
