Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Ryan Flamingo,nl NED,"MF,DF",20.0,30.7,2,36,7,19.4,1.17,0.23,0.06,0.29,16.6,0,0,0,2.6,2.6,0.07,-0.6,-0.6,Matches
Vasilios Barkas,gr GRE,GK,29.0,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Souffian El Karouani,ma MAR,DF,22.0,27.2,0,11,3,27.3,0.4,0.11,0.0,0.0,17.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Oscar Fraulo,dk DEN,MF,19.0,23.3,2,28,6,21.4,1.2,0.26,0.07,0.33,18.0,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
Hidde ter Avest,nl NED,DF,26.0,22.9,0,9,4,44.4,0.39,0.17,0.0,0.0,11.8,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches
Nick Viergever,nl NED,DF,33.0,22.8,1,9,3,33.3,0.4,0.13,0.11,0.33,9.3,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
Othman Boussaid,be BEL,FW,23.0,21.9,4,42,11,26.2,1.91,0.5,0.1,0.36,20.7,0,0,0,3.0,3.0,0.07,1.0,1.0,Matches
Can Bozdogan,de GER,MF,22.0,21.8,3,30,9,30.0,1.38,0.41,0.1,0.33,23.7,6,0,0,1.6,1.6,0.05,1.4,1.4,Matches
Jens Toornstra,nl NED,"MF,FW",34.0,19.8,4,29,11,37.9,1.47,0.56,0.14,0.36,16.4,2,0,0,3.0,3.0,0.1,1.0,1.0,Matches
Mike van der Hoorn,nl NED,DF,30.0,18.5,1,14,3,21.4,0.76,0.16,0.07,0.33,11.1,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Sam Lammers,nl NED,FW,26.0,17.8,10,60,29,48.3,3.36,1.63,0.15,0.31,14.4,1,1,1,9.3,8.5,0.14,0.7,0.5,Matches
Victor Jensen,dk DEN,"MF,FW",23.0,16.4,7,43,15,34.9,2.62,0.92,0.16,0.47,14.2,0,0,0,6.1,6.1,0.14,0.9,0.9,Matches
Taylor Booth,us USA,FW,22.0,9.6,5,29,7,24.1,3.01,0.73,0.17,0.71,17.3,0,0,0,2.0,2.0,0.07,3.0,3.0,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,10.6,1,20,10,50.0,1.88,0.94,0.05,0.1,17.9,0,0,0,3.8,3.8,0.19,-2.8,-2.8,Matches
Isac Lidberg,se SWE,FW,24.0,10.5,4,25,9,36.0,2.39,0.86,0.16,0.44,9.9,0,0,0,4.1,4.1,0.16,-0.1,-0.1,Matches
Modibo Sagnan,ml MLI,DF,24.0,9.7,1,6,3,50.0,0.62,0.31,0.17,0.33,13.4,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Marouan Azarkan,nl NED,FW,21.0,8.8,0,3,0,0.0,0.34,0.0,0.0,0.0,14.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Mark van der Maarel,nl NED,DF,33.0,8.3,0,5,3,60.0,0.61,0.36,0.0,0.0,11.4,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
Yannick Leliendal,nl NED,DF,21.0,5.5,0,3,2,66.7,0.54,0.36,0.0,0.0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mattijs Branderhorst,nl NED,GK,29.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Ole Romeny,nl NED,"FW,MF",23.0,5.8,1,11,5,45.5,1.91,0.87,0.09,0.2,11.6,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches
Zidane Iqbal,iq IRQ,"MF,DF",20.0,5.7,0,4,1,25.0,0.7,0.18,0.0,0.0,23.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Zakaria Labyad,ma MAR,"MF,FW",30.0,3.1,0,6,1,16.7,1.94,0.32,0.0,0.0,17.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Bart Ramselaar,nl NED,"FW,MF",27.0,4.5,1,10,3,30.0,2.24,0.67,0.1,0.33,17.7,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Niklas Vesterlund,dk DEN,"DF,FW",24.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Descotte,be BEL,FW,19.0,2.3,0,4,1,25.0,1.71,0.43,0.0,0.0,16.9,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
Hugo Novoa,es ESP,"DF,FW",20.0,2.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Anastasios Douvikas,gr GRE,FW,23.0,2.0,0,5,3,60.0,2.5,1.5,0.0,0.0,13.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Sean Klaiber,sr SUR,DF,29.0,1.1,0,1,0,0.0,0.88,0.0,0.0,0.0,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Jeppe Okkels,dk DEN,"FW,DF",24.0,1.8,0,3,1,33.3,1.64,0.55,0.0,0.0,18.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Adrian Blake,eng ENG,"FW,MF",18.0,0.3,1,2,1,50.0,6.0,3.0,0.5,1.0,11.7,0,0,0,0.5,0.5,0.26,0.5,0.5,Matches
Nazjir Held,cw CUW,DF,17.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Tim Handwerker,de GER,"FW,DF",25.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Silas Andersen,dk DEN,FW,19.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jesse van de Haar,nl NED,FW,18.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.7,34.0,48,448,151,33.7,13.18,4.44,0.1,0.31,16.3,9,1,1,46.3,45.5,0.1,1.7,1.5,0
Opponent Total,0,0,25.0,34.0,46,431,156,36.2,12.68,4.59,0.1,0.26,18.1,13,5,6,48.0,43.4,0.1,-2.0,-2.4,0
