Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Ryan Flamingo,nl NED,"MF,DF",20.0,32,2759.0,86.0,90.2,30.7,30,89.0,27,2,45.0,0,1.56,49.0,42.0,7.0,0.23,1.72,44.0,43.5,0.5,0.01,0.67,Matches
Vasilios Barkas,gr GRE,GK,29.0,29,2610.0,90.0,85.3,29.0,29,90.0,29,0,0.0,1,1.42,43.0,42.0,1.0,0.03,-0.17,40.5,42.0,-1.5,-0.05,0.01,Matches
Souffian El Karouani,ma MAR,DF,22.0,29,2448.0,84.0,80.0,27.2,26,88.0,22,3,51.0,4,1.52,41.0,38.0,3.0,0.11,0.26,37.4,37.1,0.3,0.01,0.31,Matches
Oscar Fraulo,dk DEN,MF,19.0,32,2094.0,65.0,68.4,23.3,24,81.0,12,8,20.0,0,1.52,36.0,29.0,7.0,0.3,0.77,32.0,31.3,0.7,0.03,0.26,Matches
Hidde ter Avest,nl NED,DF,26.0,27,2065.0,76.0,67.5,22.9,24,83.0,13,3,27.0,1,1.41,31.0,27.0,4.0,0.17,0.36,28.9,30.0,-1.1,-0.05,0.01,Matches
Nick Viergever,nl NED,DF,33.0,25,2048.0,82.0,66.9,22.8,23,86.0,20,2,40.0,5,1.59,33.0,24.0,9.0,0.4,1.02,32.4,25.3,7.1,0.31,1.09,Matches
Othman Boussaid,be BEL,FW,23.0,29,1974.0,68.0,64.5,21.9,23,78.0,6,6,31.0,2,1.68,34.0,26.0,8.0,0.36,0.86,31.3,28.7,2.6,0.12,0.47,Matches
Can Bozdogan,de GER,MF,22.0,31,1963.0,63.0,64.2,21.8,21,83.0,14,10,22.0,1,1.45,27.0,37.0,-10.0,-0.46,-1.44,30.5,34.7,-4.2,-0.19,-0.39,Matches
Jens Toornstra,nl NED,"MF,FW",34.0,31,1781.0,57.0,58.2,19.8,21,75.0,5,10,20.0,1,1.52,30.0,27.0,3.0,0.15,0.22,27.8,26.3,1.5,0.08,0.3,Matches
Mike van der Hoorn,nl NED,DF,30.0,21,1665.0,79.0,54.4,18.5,20,83.0,16,1,9.0,1,1.59,25.0,24.0,1.0,0.05,-0.01,21.9,21.4,0.4,0.02,0.16,Matches
Sam Lammers,nl NED,FW,26.0,18,1605.0,89.0,52.5,17.8,18,89.0,16,0,0.0,0,1.8,31.0,21.0,10.0,0.56,1.06,27.6,19.1,8.6,0.48,1.12,Matches
Victor Jensen,dk DEN,"MF,FW",23.0,28,1475.0,53.0,48.2,16.4,16,74.0,2,12,25.0,5,1.57,26.0,19.0,7.0,0.43,0.71,25.6,21.1,4.5,0.27,0.63,Matches
