Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Javier Castro,es ESP,DF,23-282,35.6,5,1,1,27,24,2,18,33,33,0,1,0,158,86,70,55.1,Matches
Jacobo,es ESP,"MF,FW",27-088,29.2,11,0,0,49,38,8,100,18,38,0,0,0,131,79,61,56.4,Matches
Chiki,es ESP,"FW,MF",27-260,29.0,3,0,0,29,34,9,10,11,7,0,0,0,90,60,80,42.9,Matches
Víctor García,es ESP,"MF,DF",27-172,30.7,9,2,2,48,45,4,146,42,43,0,2,0,202,47,50,48.5,Matches
Iago López,es ESP,DF,25-076,29.6,9,1,1,43,36,2,38,46,52,0,1,0,164,37,36,50.7,Matches
Yan Brice Eteki,cm CMR,MF,26-300,26.6,12,1,0,52,44,0,3,25,38,0,0,0,146,49,38,56.3,Matches
Jesús Ruiz,es ESP,GK,27-153,29.0,2,0,0,0,5,0,0,0,0,0,0,0,38,4,1,80.0,Matches
Óscar Rivas,es ESP,"DF,MF",24-086,25.2,7,0,0,25,25,0,2,34,19,0,0,0,81,61,47,56.5,Matches
Xavi Quintillà,es ESP,DF,27-303,20.3,5,1,0,29,7,0,108,12,20,0,0,0,61,9,18,33.3,Matches
Chema,es ESP,DF,32-110,18.4,9,2,1,23,7,1,1,26,14,0,1,0,58,44,23,65.7,Matches
Emmanuel Addai,gh GHA,"FW,MF",22-325,23.1,1,0,0,17,37,11,56,15,16,0,0,0,119,16,27,37.2,Matches
Pedro Mosquera,es ESP,MF,36-061,20.2,6,0,0,23,25,1,18,16,23,0,0,0,142,26,22,54.2,Matches
Javi Pérez,es ESP,MF,28-312,19.0,4,0,0,32,28,2,25,14,26,0,1,0,74,35,37,48.6,Matches
Jean-Sylvain Babin,mq MTQ,DF,37-251,18.9,3,0,0,10,9,2,0,13,11,0,1,0,64,45,37,54.9,Matches
Javi Lara,es ESP,"MF,FW",38-200,16.1,1,0,0,9,3,0,78,9,9,0,0,0,74,6,5,54.5,Matches
David Morillas,es ESP,DF,37-267,14.1,3,0,0,13,7,0,33,12,9,0,0,0,54,18,14,56.3,Matches
Lucas Anacker,br BRA,GK,27-273,13.0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,0,100.0,Matches
Dyego Sousa,pt POR,FW,34-281,11.0,5,0,0,18,8,2,3,3,6,0,0,0,27,50,46,52.1,Matches
Juanma Bravo,es ESP,"MF,FW",26-132,10.4,2,0,0,24,6,3,20,10,24,0,0,0,54,36,18,66.7,Matches
Koldo Obieta,es ESP,FW,30-257,10.1,4,0,0,17,16,7,3,2,2,0,0,0,33,43,60,41.7,Matches
Juan Artola,es ESP,"FW,MF",24-075,9.1,4,0,0,21,16,12,6,3,10,0,0,0,42,26,39,40.0,Matches
Fede Vico,es ESP,"MF,FW",29-353,7.7,1,0,0,11,11,1,25,3,11,0,0,0,38,1,9,10.0,Matches
Marciano Tchami,gw GNB,"FW,MF",20-110,3.7,0,0,0,11,3,1,3,3,4,0,0,0,13,13,21,38.2,Matches
Álex López,es ESP,"MF,FW",27-019,3.4,2,0,0,8,4,0,9,5,0,0,0,0,21,2,3,40.0,Matches
Álvaro Bustos,es ESP,"MF,FW",28-361,2.7,0,0,0,3,4,1,14,3,3,0,0,0,18,5,3,62.5,Matches
Eric Callís,es ESP,DF,22-159,1.3,0,1,0,0,1,0,6,2,3,0,0,0,5,1,1,50.0,Matches
Iker Bilbao,es ESP,"MF,FW",28-093,1.2,1,0,0,4,0,0,1,1,1,0,0,0,5,2,2,50.0,Matches
Jaime Garrido,es ESP,MF,21-063,0.4,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,66.7,Matches
Iñigo García,es ESP,MF,20-172,0.2,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0.0,Matches
Israel García,es ESP,MF,20-144,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,28.5,42.0,109,9,5,549,444,69,726,363,426,0,7,0,1925,809,769,51.3,0
Opponent Total,0,0,27.6,42.0,78,2,1,475,521,55,903,302,341,7,2,0,2018,769,809,48.7,0
