Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Javier Castro,es ESP,DF,23-282,40,36,3203.0,35.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,25.0,87.0,17.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches
Jacobo,es ESP,"MF,FW",27-088,36,32,2625.0,29.2,5.0,3.0,8.0,5.0,0.0,0.0,11.0,0.0,5.0,5.0,3.5,8.5,54.0,68.0,169.0,0.17,0.1,0.27,0.17,0.27,0.17,0.12,0.29,0.17,0.29,Matches
Chiki,es ESP,"FW,MF",27-260,36,32,2611.0,29.0,4.0,0.0,4.0,4.0,0.0,1.0,3.0,0.0,5.6,4.8,1.1,5.9,30.0,60.0,101.0,0.14,0.0,0.14,0.14,0.14,0.19,0.04,0.23,0.17,0.2,Matches
Víctor García,es ESP,"MF,DF",27-172,37,31,2764.0,30.7,3.0,3.0,6.0,3.0,0.0,0.0,9.0,2.0,2.4,2.4,3.6,6.0,93.0,101.0,169.0,0.1,0.1,0.2,0.1,0.2,0.08,0.12,0.2,0.08,0.2,Matches
Iago López,es ESP,DF,25-076,34,31,2663.0,29.6,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.3,0.3,2.3,2.6,56.0,82.0,67.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,Matches
Yan Brice Eteki,cm CMR,MF,26-300,32,31,2398.0,26.6,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.9,0.9,0.4,1.2,3.0,69.0,8.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.05,0.03,0.05,Matches
Jesús Ruiz,es ESP,GK,27-153,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Óscar Rivas,es ESP,"DF,MF",24-086,32,24,2265.0,25.2,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.2,2.2,8.0,38.0,6.0,0.0,0.04,0.04,0.0,0.04,0.08,0.01,0.09,0.08,0.09,Matches
Xavi Quintillà,es ESP,DF,27-303,22,21,1826.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,2.5,3.0,24.0,80.0,50.0,0.0,0.1,0.1,0.0,0.1,0.02,0.12,0.15,0.02,0.15,Matches
Chema,es ESP,DF,32-110,24,20,1657.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0.2,0.2,0.2,0.4,4.0,35.0,2.0,0.05,0.0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02,Matches
Emmanuel Addai,gh GHA,"FW,MF",22-325,35,19,2079.0,23.1,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,2.6,6.6,90.0,62.0,176.0,0.13,0.17,0.3,0.13,0.3,0.17,0.11,0.29,0.17,0.29,Matches
Pedro Mosquera,es ESP,MF,36-061,31,19,1822.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.7,1.0,12.0,99.0,10.0,0.05,0.0,0.05,0.05,0.05,0.02,0.03,0.05,0.02,0.05,Matches
Javi Pérez,es ESP,MF,28-312,23,19,1708.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.7,2.7,29.0,60.0,55.0,0.11,0.0,0.11,0.11,0.11,0.1,0.04,0.14,0.1,0.14,Matches
Jean-Sylvain Babin,mq MTQ,DF,37-251,24,18,1699.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,6.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Javi Lara,es ESP,"MF,FW",38-200,32,18,1448.0,16.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,27.0,106.0,32.0,0.06,0.06,0.12,0.06,0.12,0.04,0.09,0.13,0.04,0.13,Matches
David Morillas,es ESP,DF,37-267,21,16,1265.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.7,1.8,14.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,Matches
Lucas Anacker,br BRA,GK,27-273,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dyego Sousa,pt POR,FW,34-281,23,9,994.0,11.0,7.0,0.0,7.0,6.0,1.0,1.0,5.0,0.0,4.9,4.1,0.8,4.9,19.0,27.0,66.0,0.63,0.0,0.63,0.54,0.54,0.44,0.07,0.52,0.37,0.45,Matches
Juanma Bravo,es ESP,"MF,FW",26-132,24,9,937.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.2,1.7,16.0,34.0,34.0,0.1,0.1,0.19,0.1,0.19,0.14,0.02,0.17,0.14,0.17,Matches
Koldo Obieta,es ESP,FW,30-257,29,8,905.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.6,2.1,7.0,13.0,38.0,0.1,0.0,0.1,0.1,0.1,0.14,0.06,0.2,0.14,0.2,Matches
Juan Artola,es ESP,"FW,MF",24-075,29,8,815.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.9,2.4,7.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches
Fede Vico,es ESP,"MF,FW",29-353,16,8,692.0,7.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,1.4,1.7,8.0,27.0,29.0,0.13,0.39,0.52,0.13,0.52,0.03,0.19,0.22,0.03,0.22,Matches
Marciano Tchami,gw GNB,"FW,MF",20-110,11,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.14,0.11,0.14,Matches
Álex López,es ESP,"MF,FW",27-019,10,3,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.4,8.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,Matches
Álvaro Bustos,es ESP,"MF,FW",28-361,8,3,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,7.0,5.0,15.0,0.0,0.36,0.36,0.0,0.36,0.31,0.16,0.47,0.31,0.47,Matches
Eric Callís,es ESP,DF,22-159,2,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.3,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.22,0.03,0.22,Matches
Iker Bilbao,es ESP,"MF,FW",28-093,6,0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaime Garrido,es ESP,MF,21-063,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.29,0.21,0.29,Matches
