Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Javier Castro,es ESP,DF,23-282,35.6,26,0.73,20,0,0,4,1,1,1,0.03,1,0,0,0,0,0,Matches
Jacobo,es ESP,"MF,FW",27-088,29.2,86,2.95,45,9,11,9,9,3,8,0.27,5,0,0,1,1,1,Matches
Chiki,es ESP,"FW,MF",27-260,29.0,44,1.52,35,0,2,3,4,0,1,0.03,1,0,0,0,0,0,Matches
Víctor García,es ESP,"MF,DF",27-172,30.7,96,3.13,77,7,5,3,2,2,6,0.2,4,0,0,1,0,1,Matches
Iago López,es ESP,DF,25-076,29.6,50,1.69,42,4,2,0,1,1,4,0.14,2,1,0,0,1,0,Matches
Yan Brice Eteki,cm CMR,MF,26-300,26.6,35,1.31,25,0,3,4,2,1,1,0.04,1,0,0,0,0,0,Matches
Jesús Ruiz,es ESP,GK,27-153,29.0,10,0.34,5,5,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Óscar Rivas,es ESP,"DF,MF",24-086,25.2,14,0.56,10,0,0,3,1,0,2,0.08,1,0,0,1,0,0,Matches
Xavi Quintillà,es ESP,DF,27-303,20.3,58,2.86,38,17,0,3,0,0,2,0.1,0,2,0,0,0,0,Matches
Chema,es ESP,DF,32-110,18.4,12,0.65,10,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Emmanuel Addai,gh GHA,"FW,MF",22-325,23.1,95,4.11,53,0,33,4,5,0,5,0.22,4,0,0,1,0,0,Matches
Pedro Mosquera,es ESP,MF,36-061,20.2,42,2.07,34,5,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches
Javi Pérez,es ESP,MF,28-312,19.0,45,2.37,33,0,5,2,3,2,2,0.11,0,0,1,1,0,0,Matches
Jean-Sylvain Babin,mq MTQ,DF,37-251,18.9,10,0.53,6,2,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Javi Lara,es ESP,"MF,FW",38-200,16.1,55,3.42,38,13,1,3,0,0,3,0.19,2,1,0,0,0,0,Matches
David Morillas,es ESP,DF,37-267,14.1,20,1.42,17,2,0,1,0,0,2,0.14,0,1,0,1,0,0,Matches
Lucas Anacker,br BRA,GK,27-273,13.0,3,0.23,2,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Dyego Sousa,pt POR,FW,34-281,11.0,25,2.26,19,0,1,2,3,0,2,0.18,1,0,0,1,0,0,Matches
Juanma Bravo,es ESP,"MF,FW",26-132,10.4,25,2.4,18,1,3,1,0,2,2,0.19,1,0,0,0,0,1,Matches
Koldo Obieta,es ESP,FW,30-257,10.1,20,1.99,15,0,2,0,3,0,1,0.1,0,0,0,0,1,0,Matches
Juan Artola,es ESP,"FW,MF",24-075,9.1,23,2.54,18,0,1,2,0,2,0,0.0,0,0,0,0,0,0,Matches
Fede Vico,es ESP,"MF,FW",29-353,7.7,20,2.6,16,1,0,2,0,1,3,0.39,3,0,0,0,0,0,Matches
Marciano Tchami,gw GNB,"FW,MF",20-110,3.7,7,1.91,4,0,1,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Álex López,es ESP,"MF,FW",27-019,3.4,14,4.12,10,2,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Álvaro Bustos,es ESP,"MF,FW",28-361,2.7,9,3.28,6,1,1,0,0,1,1,0.36,0,0,0,0,0,1,Matches
Eric Callís,es ESP,DF,22-159,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Iker Bilbao,es ESP,"MF,FW",28-093,1.2,1,0.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jaime Garrido,es ESP,MF,21-063,0.4,2,5.63,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Iñigo García,es ESP,MF,20-172,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Israel García,es ESP,MF,20-144,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.5,42.0,848,20.19,600,71,71,51,36,19,49,1.17,28,6,1,7,3,4,0
Opponent Total,0,0,27.6,42.0,1059,25.21,783,84,70,65,45,12,89,2.12,56,8,8,6,10,1,0
