Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Javier Castro,es ESP,DF,23-282,35.6,56,33,40,15,1,26,44,59.1,18,56,48,8,33,89,164,1,Matches
Jacobo,es ESP,"MF,FW",27-088,29.2,57,38,23,18,16,25,81,30.9,56,41,5,36,18,75,48,0,Matches
Chiki,es ESP,"FW,MF",27-260,29.0,9,7,3,4,2,3,16,18.8,13,23,1,22,11,20,27,0,Matches
Víctor García,es ESP,"MF,DF",27-172,30.7,64,43,27,26,11,36,74,48.6,38,41,6,35,42,106,41,0,Matches
Iago López,es ESP,DF,25-076,29.6,82,52,59,18,5,32,55,58.2,23,37,11,26,46,128,76,1,Matches
Yan Brice Eteki,cm CMR,MF,26-300,26.6,61,38,26,31,4,32,59,54.2,27,29,8,21,25,86,40,2,Matches
Jesús Ruiz,es ESP,GK,27-153,29.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,1,Matches
Óscar Rivas,es ESP,"DF,MF",24-086,25.2,32,19,18,12,2,21,46,45.7,25,38,26,12,34,66,131,3,Matches
Xavi Quintillà,es ESP,DF,27-303,20.3,30,20,18,8,4,17,23,73.9,6,16,5,11,12,42,45,0,Matches
Chema,es ESP,DF,32-110,18.4,22,14,17,4,1,14,14,100.0,0,20,16,4,26,48,93,2,Matches
Emmanuel Addai,gh GHA,"FW,MF",22-325,23.1,30,16,13,8,9,15,44,34.1,29,29,2,27,15,45,11,0,Matches
Pedro Mosquera,es ESP,MF,36-061,20.2,39,23,25,12,2,20,45,44.4,25,28,6,22,16,55,37,1,Matches
Javi Pérez,es ESP,MF,28-312,19.0,51,26,22,25,4,23,42,54.8,19,19,6,13,14,65,31,0,Matches
Jean-Sylvain Babin,mq MTQ,DF,37-251,18.9,16,11,10,4,2,6,13,46.2,7,23,18,5,13,29,99,0,Matches
Javi Lara,es ESP,"MF,FW",38-200,16.1,13,9,7,5,1,9,22,40.9,13,9,4,5,9,22,11,1,Matches
David Morillas,es ESP,DF,37-267,14.1,24,9,17,5,2,13,20,65.0,7,12,7,5,12,36,49,0,Matches
Lucas Anacker,br BRA,GK,27-273,13.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,2,Matches
Dyego Sousa,pt POR,FW,34-281,11.0,11,6,0,6,5,4,11,36.4,7,7,0,7,3,14,13,0,Matches
Juanma Bravo,es ESP,"MF,FW",26-132,10.4,34,24,15,13,6,18,29,62.1,11,14,2,12,10,44,15,0,Matches
Koldo Obieta,es ESP,FW,30-257,10.1,6,2,0,2,4,1,5,20.0,4,6,2,4,2,8,12,0,Matches
Juan Artola,es ESP,"FW,MF",24-075,9.1,14,10,1,11,2,9,17,52.9,8,6,1,5,3,17,17,0,Matches
Fede Vico,es ESP,"MF,FW",29-353,7.7,20,11,11,8,1,10,13,76.9,3,10,2,8,3,23,8,0,Matches
Marciano Tchami,gw GNB,"FW,MF",20-110,3.7,7,4,2,3,2,4,7,57.1,3,4,0,4,3,10,7,0,Matches
Álex López,es ESP,"MF,FW",27-019,3.4,1,0,0,0,1,1,3,33.3,2,5,1,4,5,6,1,0,Matches
Álvaro Bustos,es ESP,"MF,FW",28-361,2.7,3,3,0,1,2,0,2,0.0,2,4,0,4,3,6,4,0,Matches
Eric Callís,es ESP,DF,22-159,1.3,4,3,2,2,0,3,3,100.0,0,3,1,2,2,6,0,0,Matches
Iker Bilbao,es ESP,"MF,FW",28-093,1.2,2,1,1,1,0,1,1,100.0,0,4,3,1,1,3,1,0,Matches
Jaime Garrido,es ESP,MF,21-063,0.4,1,1,0,0,1,0,0,0.0,0,1,0,1,1,2,0,0,Matches
Iñigo García,es ESP,MF,20-172,0.2,3,3,1,1,1,3,3,100.0,0,0,0,0,0,3,1,0,Matches
Israel García,es ESP,MF,20-144,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.5,42.0,692,426,358,243,91,346,692,50.0,346,485,181,304,363,1055,1001,14,0
Opponent Total,0,0,27.6,42.0,576,341,286,210,80,282,584,48.3,302,425,138,287,302,878,789,9,0
