D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-14,19:00,La Liga 2,Matchweek 1,Mon,Away,L,0,4,CD Mirandés,0.6,2.4,62.0,2634,Jean-Sylvain Babin,4-4-2,Miguel González,Match Report,0
2023-08-19,22:00,La Liga 2,Matchweek 2,Sat,Home,L,0,2,Leganés,0.6,0.4,49.0,2722,Jean-Sylvain Babin,4-4-2,Luis Milla,Match Report,0
2023-08-26,21:30,La Liga 2,Matchweek 3,Sat,Away,W,2,0,Valladolid,1.9,1.3,29.0,16301,Jean-Sylvain Babin,4-4-2,Andrés Fuentes,Match Report,0
2023-09-01,19:30,La Liga 2,Matchweek 4,Fri,Home,D,1,1,Racing Ferrol,1.3,0.8,46.0,3508,Jean-Sylvain Babin,4-1-2-1-2◆,Oliver De La Fuente,Match Report,0
2023-09-11,21:00,La Liga 2,Matchweek 5,Mon,Away,D,2,2,Eldense,1.5,1.2,41.0,3960,Jean-Sylvain Babin,4-4-2,Germán Cid Camacho,Match Report,0
2023-09-16,18:30,La Liga 2,Matchweek 6,Sat,Home,L,0,2,Levante,1.1,1.0,30.0,3505,Jean-Sylvain Babin,4-2-3-1,Iosu Galech,Match Report,0
2023-09-23,21:00,La Liga 2,Matchweek 7,Sat,Home,L,0,2,Huesca,0.8,0.6,65.0,3302,Jean-Sylvain Babin,4-4-2,Iván Caparrós,Match Report,0
2023-09-30,21:00,La Liga 2,Matchweek 8,Sat,Away,D,2,2,Villarreal B,1.0,2.6,33.0,1775,Jean-Sylvain Babin,4-2-3-1,Daniel Trujillo,Match Report,0
2023-10-03,19:00,La Liga 2,Matchweek 9,Tue,Home,L,1,2,Albacete,1.4,1.3,58.0,3395,Javier Castro,4-2-3-1,Miguel González,Match Report,0
2023-10-08,21:00,La Liga 2,Matchweek 10,Sun,Away,W,2,0,Zaragoza,1.0,1.1,36.0,23574,Jean-Sylvain Babin,3-5-2,Alejandro Quintero,Match Report,0
2023-10-15,16:15,La Liga 2,Matchweek 11,Sun,Away,L,0,2,FC Andorra,0.5,2.0,37.0,1830,Jean-Sylvain Babin,3-4-3,Saúl Ais,Match Report,0
2023-10-23,21:00,La Liga 2,Matchweek 12,Mon,Home,D,1,1,Cartagena,1.1,1.2,52.0,2282,Jean-Sylvain Babin,3-4-3,José López,Match Report,0
2023-10-29,18:30,La Liga 2,Matchweek 13,Sun,Away,L,0,2,Oviedo,0.1,1.8,50.0,15225,Jean-Sylvain Babin,4-1-4-1,Iván Caparrós,Match Report,0
2023-11-01,12:00,Copa del Rey,First round,Wed,Away,W,1,0,Navalcarnero,0.0,0.0,0.0,1000,Javi Lara,4-4-2,Luis Milla,Match Report,0
2023-11-05,18:30,La Liga 2,Matchweek 14,Sun,Home,W,3,1,Racing Sant,1.5,1.3,46.0,4325,Jean-Sylvain Babin,4-3-3,Manuel Orellana,Match Report,0
2023-11-12,14:00,La Liga 2,Matchweek 15,Sun,Away,L,2,4,Burgos,0.6,3.1,50.0,8753,Jean-Sylvain Babin,4-1-3-2,Dámaso Arcediano,Match Report,0
2023-11-18,16:15,La Liga 2,Matchweek 16,Sat,Home,D,0,0,Sporting Gijón,0.7,1.0,34.0,4414,Jean-Sylvain Babin,4-2-3-1,Alejandro Quintero,Match Report,0
2023-11-26,21:00,La Liga 2,Matchweek 17,Sun,Away,L,0,2,Espanyol,0.4,2.0,35.0,16547,Javi Lara,4-4-2,Rafael Sánchez,Match Report,0
2023-12-03,16:15,La Liga 2,Matchweek 18,Sun,Home,L,0,2,Elche,0.6,2.2,42.0,3545,Pedro Mosquera,4-2-3-1,Oliver De La Fuente,Match Report,0
2023-12-06,12:00,Copa del Rey,Second round,Wed,Home,D,0 (4),0 (5),Cartagena,0.0,0.0,0.0,2524,Javi Lara,4-1-4-1,Andrés Fuentes,Match Report,Cartagena won on penalty kicks following extra time
2023-12-11,20:00,La Liga 2,Matchweek 19,Mon,Away,L,0,1,Tenerife,0.4,1.6,51.0,13406,David Morillas,4-4-2,Alejandro Quintero,Match Report,0
2023-12-17,14:00,La Liga 2,Matchweek 20,Sun,Home,W,1,0,Eibar,1.0,1.0,32.0,2782,David Morillas,4-4-2,Daniel Trujillo,Match Report,0
2023-12-21,21:30,La Liga 2,Matchweek 21,Thu,Away,W,2,1,Amorebieta,1.9,1.3,31.0,890,Chema,4-4-2,Luis Milla,Match Report,0
2024-01-13,14:00,La Liga 2,Matchweek 22,Sat,Home,D,0,0,CD Mirandés,0.8,0.4,52.0,3265,Javi Lara,4-4-2,Miguel Sesma,Match Report,0
2024-01-20,14:00,La Liga 2,Matchweek 23,Sat,Away,W,1,0,Albacete,1.4,1.0,36.0,8923,Javi Lara,4-4-2,Iván Caparrós,Match Report,0
2024-01-27,16:15,La Liga 2,Matchweek 24,Sat,Home,D,0,0,Zaragoza,0.6,0.5,50.0,3972,Javi Lara,4-3-3,Rubén Ávalos,Match Report,0
2024-02-03,16:15,La Liga 2,Matchweek 25,Sat,Away,L,0,1,Huesca,0.3,1.3,49.0,5279,Javi Lara,4-2-3-1,Germán Cid Camacho,Match Report,0
2024-02-11,16:15,La Liga 2,Matchweek 26,Sun,Home,W,1,0,FC Andorra,0.3,0.6,27.0,3188,Javi Lara,4-2-3-1,Salvador Lax,Match Report,0
2024-02-18,16:15,La Liga 2,Matchweek 27,Sun,Away,L,0,3,Leganés,1.3,2.0,40.0,10114,Javier Castro,4-4-2,Andrés Fuentes,Match Report,0
2024-02-25,16:15,La Liga 2,Matchweek 28,Sun,Home,D,1,1,Tenerife,0.3,0.5,48.0,3382,Javi Lara,4-2-3-1,Miguel González,Match Report,0
2024-03-04,20:30,La Liga 2,Matchweek 29,Mon,Away,L,0,3,Elche,0.3,2.1,36.0,14387,Jean-Sylvain Babin,5-3-2,Adrián Cordero,Match Report,0
2024-03-10,21:00,La Liga 2,Matchweek 30,Sun,Home,D,1,1,Espanyol,0.6,0.6,38.0,2521,David Morillas,4-4-2,Jon González,Match Report,0
2024-03-16,21:00,La Liga 2,Matchweek 31,Sat,Away,L,0,1,Sporting Gijón,0.3,1.5,40.0,18390,Jean-Sylvain Babin,4-2-3-1,Saúl Ais,Match Report,0
2024-03-23,16:15,La Liga 2,Matchweek 32,Sat,Home,W,1,0,Oviedo,0.5,0.5,30.0,3823,David Morillas,4-4-2,Alejandro Quintero,Match Report,0
2024-03-31,14:00,La Liga 2,Matchweek 33,Sun,Home,D,1,1,Amorebieta,1.2,0.6,55.0,2709,David Morillas,4-4-2,Miguel Sesma,Match Report,0
2024-04-08,20:30,La Liga 2,Matchweek 34,Mon,Away,W,1,0,Racing Sant,0.5,2.8,36.0,15872,Chema,4-1-4-1,Salvador Lax,Match Report,0
2024-04-15,20:30,La Liga 2,Matchweek 35,Mon,Home,W,1,0,Villarreal B,0.5,0.9,42.0,4201,Javier Castro,4-3-3,Rafael Sánchez,Match Report,0
2024-04-21,16:15,La Liga 2,Matchweek 36,Sun,Away,L,0,2,Eibar,0.6,1.7,30.0,6184,David Morillas,4-4-2,José Guzmán,Match Report,0
2024-04-28,16:15,La Liga 2,Matchweek 37,Sun,Home,D,0,0,Eldense,0.6,0.4,56.0,4280,Chema,4-4-2,Daniel Trujillo,Match Report,0
2024-05-04,21:00,La Liga 2,Matchweek 38,Sat,Away,L,0,1,Cartagena,0.7,0.6,54.0,9798,Chema,4-4-2,Alejandro Quintero,Match Report,0
2024-05-11,16:15,La Liga 2,Matchweek 39,Sat,Away,L,1,2,Racing Ferrol,0.9,1.1,37.0,6018,Pedro Mosquera,4-2-3-1,Germán Cid Camacho,Match Report,0
2024-05-19,16:15,La Liga 2,Matchweek 40,Sun,Home,D,1,1,Valladolid,1.0,1.2,40.0,4177,Pedro Mosquera,4-4-2,Raúl González,Match Report,0
2024-05-26,18:30,La Liga 2,Matchweek 41,Sun,Away,D,2,2,Levante,0.9,1.1,40.0,13854,Pedro Mosquera,4-4-2,Rafael Sánchez,Match Report,0
2024-06-02,16:15,La Liga 2,Matchweek 42,Sun,Home,D,1,1,Burgos,1.8,1.8,41.0,2318,Jean-Sylvain Babin,4-2-3-1,Miguel González,Match Report,0
