Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Javier Castro,es ESP,DF,23-282,35.6,1120,1494,75.0,24759,10097,305,352,86.6,600,694,86.5,204,393,51.9,0,0.3,1.1,-0.3,7,98,5,2,87,Matches
Jacobo,es ESP,"MF,FW",27-088,29.2,484,793,61.0,8621,2783,218,306,71.2,194,277,70.0,58,139,41.7,3,3.5,2.1,-0.5,34,50,22,12,68,Matches
Chiki,es ESP,"FW,MF",27-260,29.0,388,555,69.9,6032,1428,218,267,81.6,128,169,75.7,29,44,65.9,0,1.1,1.4,-1.1,22,44,6,0,60,Matches
Víctor García,es ESP,"MF,DF",27-172,30.7,831,1261,65.9,15736,5564,359,450,79.8,319,435,73.3,125,281,44.5,3,3.6,3.8,-0.6,50,77,40,26,101,Matches
Iago López,es ESP,DF,25-076,29.6,834,1137,73.4,14657,6607,397,457,86.9,336,427,78.7,84,187,44.9,2,2.3,1.2,-0.3,26,59,23,10,82,Matches
Yan Brice Eteki,cm CMR,MF,26-300,26.6,545,742,73.5,10000,3077,234,292,80.1,235,296,79.4,67,116,57.8,0,0.4,0.3,-0.4,13,64,3,1,69,Matches
Jesús Ruiz,es ESP,GK,27-153,29.0,679,962,70.6,21711,16377,83,83,100.0,311,311,100.0,272,552,49.3,0,0.1,0.0,-0.1,3,11,0,0,0,Matches
Óscar Rivas,es ESP,"DF,MF",24-086,25.2,695,900,77.2,14274,6035,241,287,84.0,332,379,87.6,112,205,54.6,1,0.2,0.2,0.8,7,39,1,0,38,Matches
Xavi Quintillà,es ESP,DF,27-303,20.3,739,997,74.1,13085,6445,364,404,90.1,274,368,74.5,86,190,45.3,2,2.5,2.9,-0.5,33,68,22,14,80,Matches
Chema,es ESP,DF,32-110,18.4,480,699,68.7,11720,5439,107,145,73.8,248,302,82.1,123,234,52.6,0,0.2,0.3,-0.2,6,51,3,0,35,Matches
Emmanuel Addai,gh GHA,"FW,MF",22-325,23.1,374,569,65.7,6855,1661,188,240,78.3,116,164,70.7,58,114,50.9,4,2.6,2.2,1.4,25,43,11,4,62,Matches
