Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Guglielmo Vicario,it ITA,GK,26.0,38.0,2,0,0,0,8,0,0,1,0,0,0,0,61,21,1,95.5,Matches
Pedro Porro,es ESP,DF,23.0,34.3,3,0,0,37,27,1,198,34,63,0,1,0,199,15,14,51.7,Matches
Son Heung-min,kr KOR,FW,31.0,32.6,1,0,0,12,39,20,36,8,13,1,1,1,80,5,16,23.8,Matches
Cristian Romero,ar ARG,DF,25.0,31.0,7,1,0,31,24,1,3,44,40,0,2,1,189,87,39,69.0,Matches
Dejan Kulusevski,se SWE,"FW,MF",23.0,30.7,7,0,0,54,29,10,89,18,33,0,1,0,133,7,15,31.8,Matches
Destiny Udogie,it ITA,DF,20.0,26.6,7,1,1,51,36,3,22,37,33,0,0,0,169,22,26,45.8,Matches
Micky van de Ven,nl NED,DF,22.0,26.0,5,0,0,13,17,1,3,18,35,0,1,0,144,38,41,48.1,Matches
Pape Matar Sarr,sn SEN,MF,20.0,23.0,9,0,0,32,17,0,25,31,24,0,0,0,144,24,27,47.1,Matches
James Maddison,eng ENG,MF,26.0,23.7,5,0,0,21,74,2,133,13,19,0,0,0,60,3,6,33.3,Matches
Yves Bissouma,ml MLI,MF,26.0,23.0,10,2,1,35,31,0,1,37,52,0,0,0,128,14,15,48.3,Matches
Brennan Johnson,wls WAL,FW,22.0,23.2,3,0,0,17,29,12,68,10,15,0,0,0,75,5,16,23.8,Matches
Richarlison,br BRA,FW,26.0,16.6,3,0,0,20,30,12,14,8,11,0,0,0,42,25,57,30.5,Matches
Rodrigo Bentancur,uy URU,MF,26.0,11.2,7,0,0,20,17,0,9,17,15,0,0,0,54,14,22,38.9,Matches
Ben Davies,wls WAL,DF,30.0,12.1,2,0,0,8,19,0,10,10,17,1,0,0,53,29,21,58.0,Matches
Emerson,br BRA,DF,24.0,12.9,4,0,0,14,38,0,14,20,24,0,0,0,82,15,21,41.7,Matches
Timo Werner,de GER,FW,27.0,9.0,1,0,0,3,5,12,28,3,4,0,0,0,27,1,2,33.3,Matches
Pierre Højbjerg,dk DEN,MF,27.0,14.6,4,0,0,20,17,0,14,19,18,0,0,1,121,8,13,38.1,Matches
Oliver Skipp,eng ENG,"MF,DF",22.0,7.9,3,0,0,8,12,0,1,3,12,0,0,0,36,3,10,23.1,Matches
Giovani Lo Celso,ar ARG,MF,27.0,5.6,2,0,0,12,26,1,13,5,13,0,1,0,46,1,5,16.7,Matches
Radu Drăgușin,ro ROU,DF,21.0,4.8,1,0,0,6,4,1,0,8,3,0,0,0,21,9,6,60.0,Matches
Bryan Gil,es ESP,"FW,MF",22.0,2.3,0,0,0,2,3,1,11,3,0,0,0,0,16,0,3,0.0,Matches
Manor Solomon,il ISR,FW,24.0,2.2,1,0,0,2,1,1,5,3,3,0,0,0,11,0,1,0.0,Matches
Eric Dier,eng ENG,DF,29.0,2.2,0,0,0,0,1,2,0,2,1,0,0,0,7,3,5,37.5,Matches
Ivan Perišić,hr CRO,FW,34.0,1.1,2,0,0,2,1,0,13,2,2,0,0,0,3,5,0,100.0,Matches
Davinson Sánchez,co COL,DF,27.0,0.9,1,0,0,2,1,0,0,1,0,0,0,0,4,3,1,75.0,Matches
Alejo Véliz,ar ARG,FW,19.0,0.6,1,0,0,0,1,3,0,0,0,0,0,0,0,1,2,33.3,Matches
Dane Scarlett,eng ENG,FW,19.0,0.2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0.0,Matches
Mikey Moore,eng ENG,MF,15.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Jamie Donley,eng ENG,FW,18.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50.0,Matches
Squad Total,0,0,25.2,38.0,92,4,2,425,510,83,710,355,451,2,7,3,1907,359,388,48.1,0
Opponent Total,0,0,26.4,38.0,100,4,2,530,414,125,661,416,411,6,2,5,1880,388,359,51.9,0
