Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Oliver Skipp,eng ENG,"MF,DF",22.0,21,707.0,34.0,20.7,7.9,5,73.0,1,16,21.0,10,1.9,15.0,17.0,-2.0,-0.25,-0.75,14.7,17.0,-2.3,-0.3,-0.53,Matches
Giovani Lo Celso,ar ARG,MF,27.0,22,506.0,23.0,14.8,5.6,4,78.0,0,18,11.0,6,1.32,12.0,12.0,0.0,0.0,-0.4,12.6,12.5,0.1,0.02,-0.13,Matches
Radu Drăgușin,ro ROU,DF,21.0,9,429.0,48.0,12.5,4.8,4,90.0,4,5,14.0,9,1.89,10.0,7.0,3.0,0.63,0.33,12.8,8.3,4.5,0.95,0.94,Matches
Bryan Gil,es ESP,"FW,MF",22.0,11,209.0,19.0,6.1,2.3,2,58.0,0,9,10.0,13,1.09,4.0,11.0,-7.0,-3.01,-3.57,5.3,7.3,-2.0,-0.85,-1.04,Matches
Manor Solomon,il ISR,FW,24.0,5,199.0,40.0,5.8,2.2,2,73.0,0,3,18.0,2,2.6,6.0,2.0,4.0,1.81,1.56,4.7,1.8,2.9,1.31,1.26,Matches
Eric Dier,eng ENG,DF,29.0,4,201.0,50.0,5.9,2.2,1,90.0,1,3,37.0,8,1.5,1.0,8.0,-7.0,-3.13,-3.69,2.6,6.9,-4.3,-1.94,-2.19,Matches
Ivan Perišić,hr CRO,FW,34.0,5,103.0,21.0,3.0,1.1,0,0.0,0,5,21.0,0,2.6,4.0,1.0,3.0,2.62,2.35,2.1,1.5,0.7,0.6,0.48,Matches
Davinson Sánchez,co COL,DF,27.0,1,77.0,77.0,2.3,0.9,0,0.0,0,1,77.0,3,1.0,1.0,2.0,-1.0,-1.17,-1.55,0.7,2.2,-1.5,-1.8,-1.97,Matches
Alejo Véliz,ar ARG,FW,19.0,8,50.0,6.0,1.5,0.6,0,0.0,0,8,6.0,5,1.88,3.0,2.0,1.0,1.8,1.48,2.1,1.8,0.2,0.45,0.33,Matches
Dane Scarlett,eng ENG,FW,19.0,4,22.0,6.0,0.6,0.2,0,0.0,0,4,6.0,4,3.0,1.0,0.0,1.0,4.09,3.77,1.3,0.0,1.3,5.24,5.14,Matches
Mikey Moore,eng ENG,MF,15.0,2,4.0,2.0,0.1,0.0,0,0.0,0,2,2.0,3,1.5,0.0,0.0,0.0,0.0,-0.34,0.0,0.1,0.0,-0.37,-0.49,Matches
Jamie Donley,eng ENG,FW,18.0,3,3.0,1.0,0.1,0.0,0,0.0,0,3,1.0,10,2.33,0.0,1.0,-1.0,-30.0,-30.37,0.0,0.5,-0.5,-14.76,-14.9,Matches
Brandon Austin,eng ENG,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alfie Dorrington,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fraser Forster,eng ENG,GK,35.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tyrese Hall,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ashley Phillips,wls WAL,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yago Santiago,es ESP,"FW,MF",20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alfie Whiteman,eng ENG,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.2,38,3420.0,90.0,100.0,38.0,418,82.0,244,170,19.0,170,1.74,74.0,61.0,13.0,0.34,0.0,68.2,63.4,4.8,0.13,0.0,0
Opponent Total,0,0,26.4,38,3420.0,90.0,100.0,38.0,418,82.0,261,154,19.0,187,1.11,61.0,74.0,-13.0,-0.34,0.0,63.4,68.2,-4.8,-0.13,0.0,0
