Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Mio Backhaus,de GER,GK,19.0,33,32,2881,32.0,79,2.47,253,174,69.2,4.0,7.0,21,2.0,6.3,1.0,1.0,0.0,0.0,0.0,Matches
Barry Lauwers,nl NED,GK,23.0,1,1,90,1.0,7,7.0,10,3,30.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kayne van Oevelen,nl NED,GK,19.0,1,1,89,1.0,2,2.02,10,8,80.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,23.4,34,34,3060,34.0,88,2.59,273,185,68.1,4.0,7.0,23,2.0,5.9,1.0,1.0,0.0,0.0,0.0,0
Opponent Total,0,0,25.2,34,34,3060,34.0,34,1.0,117,84,71.8,23.0,7.0,4,11.0,32.4,1.0,1.0,0.0,0.0,0.0,0
