Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Damon Mirani,nl NED,"MF,DF",27.0,34,34,2880.0,32.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,2.1,4.5,21.0,117.0,21.0,0.09,0.03,0.12,0.09,0.12,0.07,0.07,0.14,0.07,0.14,Matches
Mio Backhaus,de GER,GK,19.0,33,32,2881.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Benaissa Benamar,ma MAR,DF,26.0,31,27,2270.0,25.2,4.0,0.0,4.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,0.1,2.6,29.0,107.0,7.0,0.16,0.0,0.16,0.16,0.16,0.1,0.0,0.1,0.1,0.1,Matches
Milan de Haan,nl NED,MF,19.0,27,26,2172.0,24.1,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,0.5,3.3,16.0,45.0,37.0,0.12,0.0,0.12,0.12,0.12,0.12,0.02,0.14,0.12,0.14,Matches
Bilal Ould-Chikh,ma MAR,"FW,MF",26.0,25,25,2125.0,23.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,4.8,6.0,103.0,52.0,142.0,0.08,0.3,0.38,0.08,0.38,0.05,0.2,0.25,0.05,0.25,Matches
Josh Flint,eng ENG,DF,22.0,28,23,2228.0,24.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,0.7,2.2,18.0,91.0,18.0,0.04,0.04,0.08,0.04,0.08,0.06,0.03,0.09,0.06,0.09,Matches
George Cox,eng ENG,"DF,MF",25.0,23,23,1913.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,2.5,2.9,39.0,75.0,56.0,0.0,0.05,0.05,0.0,0.05,0.02,0.12,0.14,0.02,0.14,Matches
Calvin Twigt,nl NED,MF,20.0,26,22,2047.0,22.7,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.9,1.1,2.3,3.4,36.0,105.0,60.0,0.09,0.0,0.09,0.04,0.04,0.08,0.1,0.19,0.05,0.15,Matches
Brian Plat,nl NED,DF,23.0,27,21,1982.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.7,1.3,19.0,59.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Oskar Buur,dk DEN,DF,25.0,24,20,1648.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.6,1.9,37.0,49.0,78.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.1,0.02,0.1,Matches
