Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Damon Mirani,nl NED,"MF,DF",27.0,32.0,961,1311,73.3,17916,6066,353,456,77.4,491,595,82.5,95,183,51.9,1,2.1,1.7,-1.1,22,106,8,0,117,Matches
Mio Backhaus,de GER,GK,19.0,32.0,869,1404,61.9,26934,21008,136,139,97.8,394,401,98.3,339,856,39.6,0,0.0,0.1,0.0,1,26,1,0,2,Matches
Benaissa Benamar,ma MAR,DF,26.0,25.2,1105,1265,87.4,23286,7679,296,336,88.1,642,693,92.6,157,210,74.8,0,0.1,0.5,-0.1,2,95,4,0,107,Matches
Milan de Haan,nl NED,MF,19.0,24.1,403,565,71.3,7131,2003,183,238,76.9,165,206,80.1,40,73,54.8,0,0.5,0.7,-0.5,11,39,8,1,45,Matches
Bilal Ould-Chikh,ma MAR,"FW,MF",26.0,23.6,422,616,68.5,8003,2277,186,224,83.0,150,205,73.2,72,147,49.0,7,4.8,5.0,2.2,45,18,32,18,52,Matches
Josh Flint,eng ENG,DF,22.0,24.8,929,1203,77.2,18149,7090,305,359,85.0,517,600,86.2,93,204,45.6,1,0.7,1.1,0.3,12,85,6,3,91,Matches
George Cox,eng ENG,"DF,MF",25.0,21.3,697,989,70.5,13520,4183,300,337,89.0,279,350,79.7,108,248,43.5,1,2.5,1.5,-1.5,18,69,16,9,75,Matches
Calvin Twigt,nl NED,MF,20.0,22.7,668,898,74.4,12823,3659,297,350,84.9,247,310,79.7,109,197,55.3,0,2.3,2.0,-2.3,34,84,12,5,105,Matches
Brian Plat,nl NED,DF,23.0,22.0,617,812,76.0,11350,4108,230,280,82.1,318,392,81.1,58,105,55.2,0,0.7,1.1,-0.7,10,47,7,2,59,Matches
Oskar Buur,dk DEN,DF,25.0,18.3,483,661,73.1,8104,2830,246,287,85.7,179,248,72.2,48,92,52.2,0,1.6,1.4,-1.6,13,36,15,3,49,Matches
Robert Mühren,nl NED,FW,34.0,16.5,132,212,62.3,1976,271,62,86,72.1,51,79,64.6,8,19,42.1,1,1.4,1.2,-0.4,11,5,2,0,8,Matches
Zach Booth,us USA,"MF,FW",19.0,17.3,192,280,68.6,2962,715,112,143,78.3,63,84,75.0,13,25,52.0,2,1.6,1.0,0.4,7,17,8,4,21,Matches
Darius Johnson,gd GRN,"FW,MF",23.0,13.3,193,272,71.0,2773,632,119,140,85.0,61,87,70.1,9,26,34.6,2,1.9,1.5,0.1,11,9,10,3,18,Matches
Deron Payne,nl NED,DF,20.0,9.6,261,354,73.7,4461,1640,124,148,83.8,110,144,76.4,19,36,52.8,1,1.5,0.7,-0.5,8,18,8,4,27,Matches
Robin Maulun,fr FRA,MF,26.0,7.8,261,329,79.3,4393,1355,135,146,92.5,88,109,80.7,28,51,54.9,1,1.3,1.1,-0.3,15,23,4,0,26,Matches
Luke Le Roux,za RSA,MF,23.0,9.7,269,328,82.0,4300,1184,151,169,89.3,93,110,84.5,23,40,57.5,0,0.0,0.1,0.0,2,28,0,0,25,Matches
Lequincio Zeefuik,nl NED,"FW,MF",18.0,8.6,69,131,52.7,1122,236,31,53,58.5,25,52,48.1,7,13,53.8,1,0.9,0.8,0.1,4,8,1,0,9,Matches
Garang Kuol,au AUS,"FW,MF",18.0,7.6,75,125,60.0,1249,268,43,57,75.4,22,40,55.0,9,17,52.9,1,0.8,1.0,0.2,3,3,3,1,8,Matches
Xavier Mbuyamba,nl NED,DF,21.0,6.7,265,333,79.6,5327,1942,81,84,96.4,150,179,83.8,33,57,57.9,0,0.0,0.1,0.0,0,24,0,0,31,Matches
Vivaldo Semedo,pt POR,FW,18.0,7.0,63,107,58.9,955,109,34,54,63.0,24,34,70.6,3,8,37.5,0,0.4,0.2,-0.4,5,4,3,0,9,Matches
Achraf Douiri,nl NED,"DF,FW",23.0,3.8,90,139,64.7,1503,595,44,54,81.5,32,47,68.1,9,26,34.6,2,0.7,0.8,1.3,6,5,4,1,9,Matches
Bram van Driel,nl NED,MF,18.0,2.6,34,50,68.0,481,164,21,25,84.0,10,13,76.9,1,5,20.0,0,0.1,0.0,-0.1,1,5,0,0,5,Matches
Derry Murkin,eng ENG,DF,24.0,2.0,81,132,61.4,1493,543,34,37,91.9,35,54,64.8,12,33,36.4,0,0.1,0.1,-0.1,2,3,3,1,11,Matches
Daryl van Mieghem,nl NED,MF,33.0,1.7,29,50,58.0,590,183,9,13,69.2,13,19,68.4,6,15,40.0,0,0.1,0.2,-0.1,3,6,2,1,8,Matches
Joey Antonioli,nl NED,MF,19.0,1.1,13,20,65.0,189,52,5,6,83.3,6,6,100.0,1,3,33.3,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Imran Nazih,ma MAR,MF,17.0,1.0,15,22,68.2,170,30,13,13,100.0,1,2,50.0,0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Barry Lauwers,nl NED,GK,23.0,1.0,26,46,56.5,753,512,4,4,100.0,14,16,87.5,8,26,30.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Kayne van Oevelen,nl NED,GK,19.0,1.0,33,44,75.0,817,666,14,14,100.0,9,10,90.0,10,20,50.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Axel Guessand,fr FRA,DF,18.0,0.5,3,7,42.9,74,51,0,0,0.0,2,4,50.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Quincy Hoeve,bq BOE,"FW,MF",20.0,3.9,50,98,51.0,645,72,31,46,67.4,17,34,50.0,1,4,25.0,1,0.8,0.3,0.2,5,1,1,0,1,Matches
Safouane Karim,nl NED,"MF,FW",19.0,2.6,57,84,67.9,895,304,29,36,80.6,24,32,75.0,2,9,22.2,0,0.1,0.1,-0.1,3,5,2,0,9,Matches
Ibrahim El Kadiri,nl NED,FW,21.0,0.9,23,29,79.3,382,81,15,17,88.2,6,9,66.7,2,3,66.7,0,0.2,0.1,-0.2,2,1,2,0,4,Matches
Ezechiel Fiemawhle,0,"MF,FW",0.0,0.4,2,7,28.6,35,23,1,1,100.0,1,3,33.3,0,1,0.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
Flip Klomp,nl NED,MF,21.0,0.4,8,9,88.9,95,15,7,7,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Francisco Reyes,do DOM,DF,17.0,0.2,11,12,91.7,206,38,5,6,83.3,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Myron Mau-Asam,nl NED,MF,19.0,0.1,5,6,83.3,57,7,4,5,80.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Caner Demircioglu,nl NED,FW,21.0,0.1,1,1,100.0,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
