Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Stefano Turati,it ITA,GK,21.0,31,31,2745,30.5,58,1.9,152,94,65.1,6,9,16,4,12.9,7,5,1,1,16.7,Matches
Michele Cerofolini,it ITA,GK,24.0,8,7,675,7.5,11,1.47,28,18,60.7,2,2,3,3,42.9,1,0,0,1,0.0,Matches
Squad Total,0,0,24.3,38,38,3420,38.0,69,1.82,180,112,64.4,8,11,19,7,18.4,8,5,1,2,16.7,0
Opponent Total,0,0,26.7,38,38,3420,38.0,44,1.16,156,111,76.9,19,11,8,12,31.6,10,8,1,1,11.1,0
