Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Matìas Soulé,ar ARG,"FW,MF",20.0,34.7,4,0,0,18,47,1,98,18,27,0,1,1,175,11,44,20.0,Matches
Caleb Okoli,it ITA,DF,22.0,32.4,9,0,0,27,26,0,2,29,34,0,2,0,164,74,59,55.6,Matches
Enzo Barrenechea,ar ARG,MF,22.0,31.2,10,0,0,32,52,0,1,27,42,0,0,0,231,51,43,54.3,Matches
Stefano Turati,it ITA,GK,21.0,30.5,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7,Matches
Simone Romagnoli,it ITA,DF,33.0,30.2,6,0,0,24,7,0,1,29,15,0,0,0,99,97,78,55.4,Matches
Luca Mazzitelli,it ITA,MF,27.0,24.6,6,1,1,45,37,1,42,19,23,0,0,0,128,41,38,51.9,Matches
Marco Brescianini,it ITA,MF,23.0,25.8,1,0,0,35,24,5,20,10,13,0,0,0,107,20,30,40.0,Matches
Walid Cheddira,ma MAR,FW,25.0,23.6,0,0,0,27,43,16,3,5,7,2,0,0,47,37,69,34.9,Matches
Pol Lirola,es ESP,DF,25.0,17.1,1,0,0,7,12,2,25,19,18,0,0,0,80,14,19,42.4,Matches
Francesco Gelli,it ITA,"MF,DF",26.0,17.3,3,0,0,15,40,1,53,11,13,0,0,0,82,15,16,48.4,Matches
Ilario Monterisi,it ITA,DF,21.0,16.3,1,0,0,10,17,1,5,8,13,1,1,0,77,41,28,59.4,Matches
Nadir Zortea,it ITA,DF,24.0,14.0,3,0,0,15,14,0,74,4,14,0,0,0,53,11,21,34.4,Matches
Anthony Oyono,ga GAB,DF,22.0,13.3,4,0,0,13,11,0,11,9,26,0,0,0,73,13,9,59.1,Matches
Emanuele Valeri,it ITA,DF,24.0,13.1,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,50.0,Matches
Riccardo Marchizza,it ITA,DF,25.0,12.8,1,0,0,6,3,0,22,7,6,0,0,0,43,9,12,42.9,Matches
Reinier,br BRA,"MF,FW",21.0,11.8,3,0,0,17,9,1,13,10,10,0,0,0,54,9,18,33.3,Matches
Abdou Harroui,nl NED,"MF,FW",25.0,11.3,2,0,0,18,16,1,12,5,11,0,0,0,53,12,8,60.0,Matches
Kaio Jorge,br BRA,FW,21.0,9.0,2,0,0,8,10,2,3,1,4,0,0,0,29,8,23,25.8,Matches
Michele Cerofolini,it ITA,GK,24.0,7.5,1,0,0,1,0,0,0,0,0,0,1,1,8,1,0,100.0,Matches
Marvin Cuni,al ALB,FW,22.0,5.9,0,0,0,13,12,3,4,1,3,2,0,0,18,16,33,32.7,Matches
Jaime Báez,uy URU,"FW,MF",28.0,5.6,1,0,0,6,15,5,24,4,1,1,0,0,29,4,5,44.4,Matches
Luca Garritano,it ITA,"MF,DF",29.0,5.4,1,0,0,6,7,0,16,4,5,0,0,0,34,3,7,30.0,Matches
Arijon Ibrahimović,de GER,"FW,DF",17.0,5.3,1,0,0,3,4,2,7,1,6,0,0,0,19,5,8,38.5,Matches
Kevin Bonifazi,it ITA,DF,27.0,3.4,0,0,0,4,1,0,0,3,3,0,0,0,15,6,7,46.2,Matches
Demba Seck,sn SEN,"FW,MF",22.0,3.3,0,0,0,9,7,2,2,1,4,0,0,0,9,3,7,30.0,Matches
Mateus Lusuardi,br BRA,DF,19.0,2.4,1,0,0,2,0,0,1,4,1,0,1,0,7,3,1,75.0,Matches
Mehdi Bourabia,ma MAR,MF,31.0,2.2,1,0,0,5,1,1,2,0,4,0,2,0,19,2,3,40.0,Matches
Giuseppe Caso,it ITA,"FW,MF",24.0,4.6,2,0,0,5,14,1,2,0,3,1,0,0,13,0,2,0.0,Matches
Farés Ghedjemis,fr FRA,"FW,MF",20.0,2.0,1,0,0,2,0,1,6,1,0,0,0,0,10,1,2,33.3,Matches
Giorgi Kvernadze,ge GEO,"FW,DF",20.0,0.7,0,0,0,3,1,0,1,1,0,0,0,0,4,0,0,0.0,Matches
Gennaro Borrelli,it ITA,FW,23.0,0.3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0.0,Matches
Karlo Lulić,hr CRO,MF,27.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,Matches
Luigi Canotto,it ITA,FW,29.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Przemysław Szymiński,pl POL,MF,29.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,24.3,38.0,68,2,1,388,442,48,524,241,322,8,8,2,1780,518,602,46.3,0
Opponent Total,0,0,26.7,38.0,84,1,1,482,352,71,676,302,407,5,10,0,1855,602,518,53.8,0
