Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Manuel Riemann,de GER,GK,34.0,33.0,5,0,0,2,4,0,4,1,1,0,2,0,81,14,3,82.4,Matches
Bernardo,br BRA,DF,28.0,32.5,9,0,0,54,28,2,30,55,58,0,2,0,197,145,81,64.2,Matches
Kevin Stöger,at AUT,MF,29.0,29.6,8,0,0,36,63,1,258,19,30,0,0,0,210,8,33,19.5,Matches
Anthony Losilla,fr FRA,MF,37.0,28.6,10,0,0,38,22,5,6,25,37,0,0,0,136,82,54,60.3,Matches
Takuma Asano,jp JPN,"FW,MF",28.0,22.1,2,0,0,15,22,23,37,4,6,0,0,0,74,15,52,22.4,Matches
Erhan Mašović,rs SRB,"DF,MF",24.0,24.7,7,0,0,22,15,0,5,25,40,0,0,1,117,35,53,39.8,Matches
Keven Schlotterbeck,de GER,DF,26.0,24.3,9,0,0,36,32,0,12,33,22,2,2,2,144,112,70,61.5,Matches
Ivan Ordets,ua UKR,DF,31.0,20.9,4,0,0,29,20,3,1,31,14,1,4,1,89,133,55,70.7,Matches
Patrick Osterhage,de GER,MF,23.0,20.7,5,0,0,21,24,3,20,27,26,0,0,0,142,26,30,46.4,Matches
Matúš Bero,sk SVK,"MF,FW",27.0,18.5,6,0,0,38,20,5,16,12,22,1,0,0,97,12,37,24.5,Matches
Philipp Hofmann,de GER,FW,30.0,17.5,1,0,0,20,26,4,3,4,5,0,0,0,44,111,94,54.1,Matches
Moritz Broschinski,de GER,FW,22.0,13.9,4,0,0,32,13,11,12,0,7,0,0,0,40,34,102,25.0,Matches
Maximilian Wittek,de GER,"DF,FW",27.0,11.9,4,0,0,20,26,2,51,18,17,0,0,0,69,15,26,36.6,Matches
Felix Passlack,de GER,DF,25.0,10.7,2,1,0,14,13,2,40,10,14,0,0,0,51,6,8,42.9,Matches
Cristian Gamboa,cr CRC,DF,33.0,13.2,6,0,0,14,6,0,23,15,18,0,1,0,74,12,9,57.1,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",29.0,13.5,5,0,0,13,17,18,55,2,12,0,0,0,53,11,22,33.3,Matches
Tim Oermann,de GER,DF,19.0,7.9,2,0,0,8,8,0,8,2,11,0,0,0,27,7,12,36.8,Matches
Gonçalo Paciência,pt POR,"FW,MF",28.0,7.2,3,0,0,9,22,2,10,0,4,0,0,0,29,20,34,37.0,Matches
Lukas Daschner,de GER,"MF,FW",24.0,6.0,2,0,0,4,9,0,20,2,4,0,0,0,24,5,12,29.4,Matches
Philipp Förster,de GER,"MF,FW",28.0,4.3,1,0,0,6,9,0,28,7,5,0,0,0,27,2,7,22.2,Matches
Danilo Soares,br BRA,DF,31.0,3.9,0,0,0,5,5,0,3,7,6,0,0,0,35,4,7,36.4,Matches
Noah Loosli,ch SUI,DF,26.0,3.8,1,0,0,4,0,0,2,7,7,0,0,0,27,5,7,41.7,Matches
Moritz-Broni Kwarteng,gh GHA,FW,25.0,3.1,1,1,0,5,5,2,5,2,0,0,0,0,18,0,8,0.0,Matches
Andreas Luthe,de GER,GK,36.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
Simon Zoller,de GER,"FW,MF",32.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Squad Total,0,0,29.1,34.0,97,2,0,446,409,83,649,308,366,4,11,4,1808,815,816,50.0,0
Opponent Total,0,0,26.5,34.0,75,2,1,422,422,59,668,314,304,8,4,1,1798,816,815,50.0,0
