Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Manuel Riemann,de GER,GK,34.0,33,33,2970,33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,9,2,0,18.2,Matches
Andreas Luthe,de GER,GK,36.0,1,1,90,1.0,4,4.0,4,1,0.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,29.1,34,34,3060,34.0,74,2.18,189,117,65.6,7,12,15,4,11.8,11,9,2,0,18.2,0
Opponent Total,0,0,26.5,34,34,3060,34.0,42,1.24,149,108,74.5,15,12,7,8,23.5,4,4,0,0,0.0,0
