Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Jeffrey De Lange,nl NED,GK,25.0,34.0,1509,1293,1497,13,1,1,1509,1,1,100.0,0,0.0,864,4156,2497,0,0,0,0,0,794,1,Matches
Bas Kuipers,nl NED,DF,28.0,32.8,1787,128,505,665,637,82,1787,44,15,34.1,23,52.3,725,3797,1977,71,38,17,38,17,886,187,Matches
Mats Deijl,nl NED,DF,26.0,30.9,1653,119,564,677,418,36,1652,24,7,29.2,15,62.5,630,2322,1026,15,22,2,18,7,818,85,Matches
Willum Þór Willumsson,is ISL,MF,24.0,29.7,1337,52,199,622,533,100,1337,74,40,54.1,33,44.6,746,4160,1800,59,29,18,80,50,935,140,Matches
Evert Linthorst,nl NED,MF,23.0,26.3,1524,128,415,855,266,15,1524,18,12,66.7,3,16.7,659,3294,1518,23,17,0,19,13,886,50,Matches
Oliver Edvardsen,no NOR,"FW,MF",24.0,26.1,1065,36,156,412,513,113,1065,81,31,38.3,42,51.9,578,3376,1579,57,32,22,67,42,678,167,Matches
Joris Kramer,nl NED,DF,26.0,28.5,1881,385,1076,742,70,27,1881,6,5,83.3,1,16.7,830,4569,2569,14,13,1,12,5,1020,8,Matches
Bobby Adekanye,nl NED,FW,24.0,20.0,734,12,102,300,355,85,734,108,48,44.4,48,44.4,450,3299,1620,67,35,38,65,31,507,114,Matches
Victor Edvardsen,se SWE,FW,27.0,20.3,555,13,51,196,311,94,552,25,9,36.0,14,56.0,264,1235,573,28,8,17,28,17,376,106,Matches
Jamal Amofa,nl NED,DF,24.0,18.5,950,144,482,429,45,8,950,15,8,53.3,6,40.0,504,3654,2481,25,15,1,14,5,570,4,Matches
Philippe Rommens,be BEL,MF,25.0,18.0,1259,53,270,669,330,18,1258,10,5,50.0,5,50.0,608,2704,1152,17,14,0,9,4,766,39,Matches
Gerrit Nauber,de GER,DF,31.0,19.5,1034,219,615,392,31,19,1034,7,3,42.9,3,42.9,471,2241,1309,8,2,1,0,1,608,3,Matches
Jakob Breum,dk DEN,FW,19.0,16.1,806,30,109,300,403,65,806,44,20,45.5,22,50.0,422,2764,1277,49,21,14,40,15,503,122,Matches
Enric Llansana,nl NED,"MF,DF",22.0,13.6,963,64,257,536,182,13,963,17,7,41.2,9,52.9,402,2010,1116,20,19,2,25,10,532,19,Matches
Thibo Baeten,be BEL,"FW,MF",21.0,10.1,372,10,43,146,190,36,372,34,10,29.4,18,52.9,184,981,438,19,10,11,42,23,249,67,Matches
Xander Blomme,be BEL,MF,21.0,7.9,373,31,112,214,48,0,373,6,2,33.3,4,66.7,103,444,160,1,1,0,5,6,145,2,Matches
Sylla Sow,nl NED,FW,26.0,7.0,265,2,17,105,145,38,265,26,14,53.8,12,46.2,161,843,335,13,8,6,38,13,185,44,Matches
Søren Tengstedt,dk DEN,"MF,FW",23.0,4.5,200,7,34,77,92,17,200,17,5,29.4,11,64.7,107,807,344,13,8,3,13,6,137,25,Matches
Finn Stokkers,nl NED,FW,27.0,4.2,169,5,16,73,81,23,169,5,2,40.0,3,60.0,84,327,167,11,5,5,23,3,120,23,Matches
Luca Everink,nl NED,DF,22.0,3.1,162,13,61,65,37,2,162,8,3,37.5,3,37.5,65,321,121,3,3,0,2,3,78,9,Matches
Dean James,nl NED,"DF,FW",23.0,1.1,50,4,19,23,8,3,50,0,0,0.0,0,0.0,18,152,81,3,2,1,1,0,20,3,Matches
Pim Saathof,nl NED,DF,19.0,0.6,48,5,26,12,11,0,48,2,1,50.0,1,50.0,21,143,79,1,0,0,1,0,20,1,Matches
Rashaan Fernandes,nl NED,"FW,MF",24.0,0.4,29,0,3,5,21,3,29,2,1,50.0,1,50.0,20,199,161,4,4,1,1,1,25,4,Matches
Squad Total,0,0,25.4,34.0,18725,2753,6629,7528,4728,798,18720,574,249,43.4,277,48.3,8916,47798,24380,521,306,160,541,272,10858,1223,0
Opponent Total,0,0,25.2,34.0,22230,2543,7608,9574,5208,972,22228,526,246,46.8,251,47.7,12093,67642,34162,735,472,208,533,251,14223,1481,0
