Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jeffrey De Lange,nl NED,GK,25.0,34.0,957,1443,66.3,27301,21597,179,182,98.4,452,462,97.8,324,784,41.3,0,0.0,0.1,0.0,1,31,2,0,0,Matches
Bas Kuipers,nl NED,DF,28.0,32.8,1000,1432,69.8,18051,7816,443,525,84.4,428,574,74.6,116,266,43.6,4,4.6,3.9,-0.6,50,70,54,14,120,Matches
Mats Deijl,nl NED,DF,26.0,30.9,955,1362,70.1,17178,7233,422,498,84.7,416,560,74.3,96,239,40.2,2,1.6,1.9,0.4,23,71,34,13,96,Matches
Willum Þór Willumsson,is ISL,MF,24.0,29.7,705,976,72.2,10875,3663,387,497,77.9,237,315,75.2,55,87,63.2,2,3.9,4.6,-1.9,46,86,30,3,137,Matches
Evert Linthorst,nl NED,MF,23.0,26.3,1031,1245,82.8,18402,5576,457,524,87.2,438,516,84.9,109,153,71.2,1,2.6,2.4,-1.6,21,139,22,2,146,Matches
Oliver Edvardsen,no NOR,"FW,MF",24.0,26.1,492,710,69.3,7131,2096,299,355,84.2,136,193,70.5,32,76,42.1,1,2.8,3.9,-1.8,32,35,26,5,74,Matches
Joris Kramer,nl NED,DF,26.0,28.5,1272,1527,83.3,24627,8357,446,493,90.5,683,752,90.8,134,238,56.3,0,0.1,0.5,-0.1,4,89,2,1,79,Matches
Bobby Adekanye,nl NED,FW,24.0,20.0,314,453,69.3,5075,1606,169,205,82.4,104,147,70.7,33,61,54.1,5,5.7,4.0,-0.7,31,27,24,12,51,Matches
Victor Edvardsen,se SWE,FW,27.0,20.3,250,399,62.7,3492,831,137,192,71.4,79,110,71.8,12,27,44.4,1,1.3,2.3,-0.3,20,11,22,6,31,Matches
Jamal Amofa,nl NED,DF,24.0,18.5,628,775,81.0,12521,5900,217,241,90.0,325,371,87.6,81,147,55.1,0,0.3,0.6,-0.3,5,76,8,0,71,Matches
Philippe Rommens,be BEL,MF,25.0,18.0,849,1107,76.7,15625,5710,381,431,88.4,331,407,81.3,123,223,55.2,4,2.8,3.4,1.2,40,117,13,7,120,Matches
Gerrit Nauber,de GER,DF,31.0,19.5,701,838,83.7,13758,6219,240,260,92.3,371,411,90.3,81,141,57.4,1,0.2,0.6,0.8,2,49,3,0,50,Matches
Jakob Breum,dk DEN,FW,19.0,16.1,427,584,73.1,6889,1919,212,244,86.9,163,201,81.1,36,81,44.4,2,3.0,2.0,-1.0,28,33,20,3,60,Matches
Enric Llansana,nl NED,"MF,DF",22.0,13.6,608,742,81.9,9844,3517,303,349,86.8,241,271,88.9,39,71,54.9,0,0.6,0.7,-0.6,14,72,9,0,85,Matches
Thibo Baeten,be BEL,"FW,MF",21.0,10.1,140,203,69.0,2065,431,79,106,74.5,43,61,70.5,9,13,69.2,2,2.2,1.2,-0.2,13,14,5,1,21,Matches
Xander Blomme,be BEL,MF,21.0,7.9,194,257,75.5,3382,1452,84,101,83.2,86,105,81.9,20,34,58.8,0,0.1,0.5,-0.1,1,47,4,1,44,Matches
Sylla Sow,nl NED,FW,26.0,7.0,121,159,76.1,1594,210,69,83,83.1,38,47,80.9,3,3,100.0,1,0.5,0.6,0.5,8,4,5,0,12,Matches
Søren Tengstedt,dk DEN,"MF,FW",23.0,4.5,104,137,75.9,1545,303,60,73,82.2,34,43,79.1,7,12,58.3,2,0.9,1.0,1.1,3,6,4,1,11,Matches
Finn Stokkers,nl NED,FW,27.0,4.2,59,95,62.1,772,138,37,46,80.4,19,32,59.4,1,2,50.0,2,0.9,0.3,1.1,9,4,0,0,4,Matches
Luca Everink,nl NED,DF,22.0,3.1,104,127,81.9,1720,605,51,57,89.5,46,56,82.1,5,9,55.6,0,0.3,0.3,-0.3,2,7,3,1,12,Matches
Dean James,nl NED,"DF,FW",23.0,1.1,20,34,58.8,350,59,11,14,78.6,6,8,75.0,3,10,30.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
Pim Saathof,nl NED,DF,19.0,0.6,23,38,60.5,438,197,8,11,72.7,13,19,68.4,2,5,40.0,0,0.0,0.1,0.0,0,4,1,0,3,Matches
Rashaan Fernandes,nl NED,"FW,MF",24.0,0.4,16,25,64.0,223,69,11,14,78.6,5,7,71.4,0,4,0.0,0,0.1,0.2,-0.1,2,1,2,0,4,Matches
Squad Total,0,0,25.4,34.0,10970,14668,74.8,202858,85504,4702,5501,85.5,4694,5668,82.8,1321,2686,49.2,30,34.4,35.0,-4.4,355,993,293,70,1234,0
Opponent Total,0,0,25.2,34.0,14408,18163,79.3,269741,95328,5724,6570,87.1,6761,7770,87.0,1615,3002,53.8,36,43.3,47.5,-7.3,455,1106,370,126,1498,0
