Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Jeffrey De Lange,nl NED,GK,25.0,34,34,3060,34.0,46,1.35,180,135,75.6,12,10,12,11,32.4,2,2,0,0,0.0,Matches
Squad Total,0,0,25.4,34,34,3060,34.0,46,1.35,180,135,75.6,12,10,12,11,32.4,2,2,0,0,0.0,0
Opponent Total,0,0,25.2,34,34,3060,34.0,47,1.38,190,142,77.4,12,10,12,9,26.5,5,4,1,0,20.0,0
