Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Jeffrey De Lange,nl NED,GK,25.0,34.0,1443,1120,314,91,0,4,0,0,0,0,0,0,957,9,1,Matches
Bas Kuipers,nl NED,DF,28.0,32.8,1432,1062,360,56,4,9,134,262,41,13,8,0,1000,10,27,Matches
Mats Deijl,nl NED,DF,26.0,30.9,1362,1065,294,28,1,9,60,265,1,0,1,0,955,3,29,Matches
Willum Þór Willumsson,is ISL,MF,24.0,29.7,976,965,9,2,9,4,26,2,0,0,0,0,705,2,24,Matches
Evert Linthorst,nl NED,MF,23.0,26.3,1245,1228,17,12,2,16,19,2,2,1,1,0,1031,0,19,Matches
Oliver Edvardsen,no NOR,"FW,MF",24.0,26.1,710,659,47,9,2,2,68,14,21,12,4,0,492,4,39,Matches
Joris Kramer,nl NED,DF,26.0,28.5,1527,1397,128,34,1,15,5,6,0,0,0,0,1272,2,16,Matches
Bobby Adekanye,nl NED,FW,24.0,20.0,453,448,3,2,5,4,46,1,0,0,0,0,314,2,15,Matches
Victor Edvardsen,se SWE,FW,27.0,20.3,399,365,33,1,2,2,22,15,0,0,0,0,250,1,30,Matches
Jamal Amofa,nl NED,DF,24.0,18.5,775,741,31,23,1,9,1,1,0,0,0,0,628,3,2,Matches
Philippe Rommens,be BEL,MF,25.0,18.0,1107,950,152,64,2,7,115,4,64,28,29,0,849,5,23,Matches
Gerrit Nauber,de GER,DF,31.0,19.5,838,771,63,34,0,1,0,2,0,0,0,0,701,4,10,Matches
Jakob Breum,dk DEN,FW,19.0,16.1,584,520,62,14,1,1,72,11,34,13,13,0,427,2,31,Matches
Enric Llansana,nl NED,"MF,DF",22.0,13.6,742,725,13,6,0,1,6,6,0,0,0,0,608,4,14,Matches
Thibo Baeten,be BEL,"FW,MF",21.0,10.1,203,184,17,1,0,1,10,2,2,0,2,0,140,2,7,Matches
Xander Blomme,be BEL,MF,21.0,7.9,257,250,6,5,0,0,1,0,0,0,0,0,194,1,7,Matches
Sylla Sow,nl NED,FW,26.0,7.0,159,145,13,0,1,0,2,1,0,0,0,0,121,1,8,Matches
Søren Tengstedt,dk DEN,"MF,FW",23.0,4.5,137,130,7,1,2,1,6,0,4,3,0,0,104,0,4,Matches
Finn Stokkers,nl NED,FW,27.0,4.2,95,93,2,0,0,0,2,0,0,0,0,0,59,0,6,Matches
Luca Everink,nl NED,DF,22.0,3.1,127,100,27,3,0,0,3,24,0,0,0,0,104,0,2,Matches
Dean James,nl NED,"DF,FW",23.0,1.1,34,24,9,2,0,0,3,7,0,0,0,0,20,1,0,Matches
Pim Saathof,nl NED,DF,19.0,0.6,38,32,6,0,0,0,2,6,0,0,0,0,23,0,3,Matches
Rashaan Fernandes,nl NED,"FW,MF",24.0,0.4,25,22,3,0,0,0,5,2,1,1,0,0,16,0,0,Matches
Squad Total,0,0,25.4,34.0,14668,12996,1616,388,33,86,608,633,170,71,58,0,10970,56,317,0
Opponent Total,0,0,25.2,34.0,18163,16584,1532,324,40,99,819,666,189,92,66,1,14408,47,277,0
