Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Alberto Dossena,it ITA,DF,24.0,33.1,1720,270,930,748,55,35,1720,8,5,62.5,3,37.5,774,3763,2159,9,6,0,22,10,849,2,Matches
Antoine Makoumbou,cg CGO,MF,25.0,30.0,1423,62,338,847,254,11,1423,36,21,58.3,9,25.0,869,4766,2042,37,26,1,30,30,993,52,Matches
Simone Scuffet,it ITA,GK,27.0,31.0,995,830,991,4,0,0,995,0,0,0.0,0,0.0,426,2401,1456,0,0,0,0,0,349,0,Matches
Nahitan Nández,uy URU,"MF,DF",27.0,26.0,1143,40,229,476,463,45,1142,49,28,57.1,17,34.7,557,3433,1808,57,22,10,40,37,656,89,Matches
Tommaso Augello,it ITA,DF,28.0,26.9,1544,97,529,625,408,9,1544,29,15,51.7,12,41.4,692,3963,2135,62,34,1,21,8,772,99,Matches
Gabriele Zappa,it ITA,DF,23.0,28.5,1670,72,559,730,392,33,1670,27,9,33.3,16,59.3,816,3989,2014,35,29,2,30,8,948,84,Matches
Matteo Prati,it ITA,MF,19.0,21.9,945,33,217,574,164,22,945,9,4,44.4,5,55.6,407,1611,701,8,9,1,15,7,522,17,Matches
Zito Luvumbo,ao ANG,"FW,MF",21.0,21.6,646,2,50,186,427,123,646,86,30,34.9,40,46.5,463,3510,1983,85,43,45,69,47,499,181,Matches
Alessandro Deiola,it ITA,MF,27.0,17.9,700,42,175,376,153,24,700,10,5,50.0,3,30.0,272,1230,473,9,5,0,10,15,369,21,Matches
Ibrahim Sulemana,gh GHA,MF,20.0,14.9,617,32,175,338,115,7,617,18,9,50.0,8,44.4,302,1710,691,15,9,1,18,16,330,14,Matches
Yerry Mina,co COL,DF,28.0,13.5,713,138,448,249,18,5,712,3,2,66.7,1,33.3,337,1925,1068,4,0,0,10,0,364,3,Matches
Gianluca Lapadula,pe PER,FW,33.0,13.4,262,7,23,97,145,67,261,9,4,44.4,3,33.3,143,651,237,8,6,7,21,8,189,63,Matches
Andrea Petagna,it ITA,FW,28.0,11.1,328,8,26,153,153,39,328,17,11,64.7,4,23.5,180,923,264,11,8,3,31,23,256,56,Matches
Jakub Jankto,cz CZE,"MF,FW",27.0,9.7,338,21,77,141,122,21,338,3,1,33.3,2,66.7,166,773,339,12,10,2,12,3,186,48,Matches
Pantelis Hatzidiakos,gr GRE,DF,26.0,9.5,505,50,229,237,43,8,505,3,1,33.3,2,66.7,245,1072,581,3,7,1,6,3,289,7,Matches
Edoardo Goldaniga,it ITA,DF,29.0,11.2,648,70,314,293,44,5,648,0,0,0.0,0,0.0,318,1757,1217,9,6,0,7,0,386,3,Matches
Nicolas Viola,it ITA,"MF,FW",33.0,13.4,724,7,74,309,350,34,723,38,16,42.1,18,47.4,380,1947,822,22,19,8,37,23,478,68,Matches
Gaetano Oristanio,it ITA,"FW,MF",20.0,12.3,426,7,53,181,204,36,426,60,32,53.3,23,38.3,269,2053,798,25,21,9,41,44,270,76,Matches
Mateusz Wieteska,pl POL,DF,26.0,10.7,561,76,291,250,25,7,561,5,3,60.0,2,40.0,300,1727,1105,16,2,0,5,3,340,1,Matches
Adam Obert,sk SVK,DF,20.0,10.5,587,61,256,281,52,3,587,5,3,60.0,1,20.0,283,1533,857,14,6,1,9,2,322,5,Matches
Eldor Shomurodov,uz UZB,"FW,MF",28.0,10.4,364,4,33,164,174,46,364,28,10,35.7,16,57.1,191,1087,348,12,13,7,47,19,246,52,Matches
Gianluca Gaetano,it ITA,"FW,MF",23.0,8.3,328,5,22,162,154,19,327,30,10,33.3,14,46.7,179,1122,473,17,14,6,17,15,214,42,Matches
Paulo Azzi,br BRA,"DF,MF",29.0,10.6,620,30,166,249,216,19,620,28,13,46.4,11,39.3,295,2243,1398,47,39,5,14,5,328,42,Matches
Boris Radunović,rs SRB,GK,27.0,7.0,238,202,237,1,0,0,238,0,0,0.0,0,0.0,113,608,366,0,0,0,1,0,86,0,Matches
Leonardo Pavoletti,it ITA,FW,34.0,7.0,232,8,16,105,111,42,232,0,0,0.0,0,0.0,103,182,59,1,0,1,25,5,186,40,Matches
Marco Mancosu,it ITA,"MF,FW",34.0,1.7,84,0,9,44,31,4,83,6,3,50.0,3,50.0,51,221,99,4,2,0,3,3,58,11,Matches
Alessandro Di Pardo,it ITA,"DF,MF",24.0,4.0,214,12,59,84,72,3,214,6,1,16.7,5,83.3,99,480,223,6,2,0,1,4,106,19,Matches
Kingstone Mutandwa,zm ZAM,"FW,MF",20.0,0.4,22,2,4,12,7,2,22,3,1,33.3,2,66.7,10,53,28,1,1,0,3,0,12,2,Matches
Simone Aresti,it ITA,GK,37.0,0.0,2,2,2,0,0,0,2,0,0,0.0,0,0.0,1,11,11,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.1,38.0,18599,2190,6532,7916,4352,669,18593,516,237,45.9,220,42.6,9241,50744,25755,529,339,111,545,338,10603,1097,0
Opponent Total,0,0,26.5,38.0,24480,2364,7605,11414,5656,856,24475,583,261,44.8,264,45.3,13814,77492,41428,761,539,166,555,276,16459,1581,0
