Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Alberto Dossena,it ITA,DF,24.0,33.1,5,0,0,38,42,0,1,45,35,0,0,2,190,118,68,63.4,Matches
Antoine Makoumbou,cg CGO,MF,25.0,30.0,5,2,1,28,28,1,11,16,24,0,0,0,159,11,20,35.5,Matches
Simone Scuffet,it ITA,GK,27.0,31.0,3,0,0,0,4,0,0,1,0,0,0,0,38,4,0,100.0,Matches
Nahitan Nández,uy URU,"MF,DF",27.0,26.0,7,0,0,52,32,9,154,19,40,0,0,0,135,37,46,44.6,Matches
Tommaso Augello,it ITA,DF,28.0,26.9,5,0,0,15,14,1,153,17,19,0,0,0,147,34,28,54.8,Matches
Gabriele Zappa,it ITA,DF,23.0,28.5,2,0,0,21,15,0,77,20,31,0,0,0,109,19,32,37.3,Matches
Matteo Prati,it ITA,MF,19.0,21.9,4,0,0,19,6,0,15,15,25,0,0,0,115,9,13,40.9,Matches
Zito Luvumbo,ao ANG,"FW,MF",21.0,21.6,5,0,0,31,67,14,82,1,6,1,0,0,71,4,27,12.9,Matches
Alessandro Deiola,it ITA,MF,27.0,17.9,7,0,0,25,17,0,15,9,19,0,0,1,87,35,30,53.8,Matches
Ibrahim Sulemana,gh GHA,MF,20.0,14.9,4,0,0,18,11,1,13,7,14,0,0,0,85,13,19,40.6,Matches
Yerry Mina,co COL,DF,28.0,13.5,4,0,0,17,18,0,2,4,13,0,1,0,57,35,14,71.4,Matches
Gianluca Lapadula,pe PER,FW,33.0,13.4,3,0,0,22,18,15,7,2,1,1,0,0,27,21,31,40.4,Matches
Andrea Petagna,it ITA,FW,28.0,11.1,2,0,0,18,22,2,2,1,2,0,1,0,25,26,30,46.4,Matches
Jakub Jankto,cz CZE,"MF,FW",27.0,9.7,0,0,0,9,8,1,26,5,9,0,0,0,33,3,8,27.3,Matches
Pantelis Hatzidiakos,gr GRE,DF,26.0,9.5,1,0,0,7,4,0,6,13,10,0,0,0,50,5,9,35.7,Matches
Edoardo Goldaniga,it ITA,DF,29.0,11.2,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50.0,Matches
Nicolas Viola,it ITA,"MF,FW",33.0,13.4,3,0,0,16,25,2,134,2,9,0,1,0,49,18,32,36.0,Matches
Gaetano Oristanio,it ITA,"FW,MF",20.0,12.3,1,0,0,37,28,2,32,9,10,0,0,0,67,17,22,43.6,Matches
Mateusz Wieteska,pl POL,DF,26.0,10.7,5,1,1,12,6,0,4,14,11,0,0,0,47,27,18,60.0,Matches
Adam Obert,sk SVK,DF,20.0,10.5,1,0,0,14,4,0,15,21,9,0,0,0,54,14,18,43.8,Matches
Eldor Shomurodov,uz UZB,"FW,MF",28.0,10.4,1,0,0,11,11,2,7,4,4,0,0,0,38,21,44,32.3,Matches
Gianluca Gaetano,it ITA,"FW,MF",23.0,8.3,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3,Matches
Paulo Azzi,br BRA,"DF,MF",29.0,10.6,1,0,0,5,4,4,48,16,11,0,0,0,59,13,11,54.2,Matches
Boris Radunović,rs SRB,GK,27.0,7.0,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,50.0,Matches
Leonardo Pavoletti,it ITA,FW,34.0,7.0,4,0,0,19,7,1,1,0,1,1,0,0,12,57,41,58.2,Matches
Marco Mancosu,it ITA,"MF,FW",34.0,1.7,0,0,0,3,1,2,4,0,0,0,0,0,8,0,4,0.0,Matches
Alessandro Di Pardo,it ITA,"DF,MF",24.0,4.0,0,0,0,3,2,1,18,5,1,0,2,0,26,4,2,66.7,Matches
Kingstone Mutandwa,zm ZAM,"FW,MF",20.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50.0,Matches
Simone Aresti,it ITA,GK,37.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.1,38.0,77,4,2,464,418,64,852,265,315,3,5,3,1774,571,613,48.2,0
Opponent Total,0,0,26.5,38.0,86,2,2,441,434,91,761,251,327,1,6,1,1722,613,571,51.8,0
