Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alberto Dossena,it ITA,DF,24.0,33.1,1042,1305,79.8,22274,7809,279,324,86.1,597,680,87.8,158,271,58.3,4,2.1,1.3,1.9,12,71,4,0,89,Matches
Antoine Makoumbou,cg CGO,MF,25.0,30.0,1065,1210,88.0,18657,4715,513,557,92.1,417,449,92.9,116,157,73.9,0,0.9,0.9,-0.9,14,111,15,3,137,Matches
Simone Scuffet,it ITA,GK,27.0,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1,Matches
Nahitan Nández,uy URU,"MF,DF",27.0,26.0,544,916,59.4,9670,3591,265,341,77.7,189,301,62.8,72,205,35.1,3,2.5,2.5,0.5,43,47,31,15,76,Matches
Tommaso Augello,it ITA,DF,28.0,26.9,919,1329,69.1,16120,7212,418,481,86.9,403,550,73.3,90,233,38.6,1,2.0,2.4,-1.0,27,68,31,20,96,Matches
Gabriele Zappa,it ITA,DF,23.0,28.5,1024,1397,73.3,17247,8288,513,586,87.5,394,508,77.6,94,220,42.7,3,3.3,2.2,-0.3,24,83,28,19,99,Matches
Matteo Prati,it ITA,MF,19.0,21.9,560,755,74.2,9877,2794,231,275,84.0,273,338,80.8,47,98,48.0,1,0.8,1.2,0.2,14,59,14,4,66,Matches
Zito Luvumbo,ao ANG,"FW,MF",21.0,21.6,246,388,63.4,3858,869,122,151,80.8,98,147,66.7,14,41,34.1,5,3.1,2.7,1.9,26,11,21,19,21,Matches
Alessandro Deiola,it ITA,MF,27.0,17.9,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,-0.9,10,45,7,2,64,Matches
Ibrahim Sulemana,gh GHA,MF,20.0,14.9,361,452,79.9,6464,1260,163,184,88.6,151,172,87.8,42,72,58.3,0,0.1,0.2,-0.1,4,30,2,2,27,Matches
Yerry Mina,co COL,DF,28.0,13.5,448,562,79.7,9321,3323,127,144,88.2,257,291,88.3,61,114,53.5,0,0.0,0.2,0.0,0,15,4,1,23,Matches
Gianluca Lapadula,pe PER,FW,33.0,13.4,120,171,70.2,1645,217,72,91,79.1,34,42,81.0,6,11,54.5,1,1.1,0.7,-0.1,19,2,3,2,4,Matches
Andrea Petagna,it ITA,FW,28.0,11.1,170,239,71.1,2451,422,95,123,77.2,51,72,70.8,13,18,72.2,1,1.0,1.1,0.0,18,10,5,0,14,Matches
Jakub Jankto,cz CZE,"MF,FW",27.0,9.7,161,253,63.6,2654,805,79,91,86.8,61,101,60.4,15,44,34.1,2,0.5,0.4,1.5,6,18,4,0,26,Matches
Pantelis Hatzidiakos,gr GRE,DF,26.0,9.5,328,405,81.0,6195,2526,125,129,96.9,159,190,83.7,40,68,58.8,0,0.0,0.2,0.0,1,31,3,1,34,Matches
Edoardo Goldaniga,it ITA,DF,29.0,11.2,438,553,79.2,9533,3744,116,132,87.9,251,284,88.4,68,130,52.3,0,0.1,0.4,-0.1,4,37,6,3,50,Matches
Nicolas Viola,it ITA,"MF,FW",33.0,13.4,358,565,63.4,6767,2560,169,217,77.9,102,150,68.0,68,151,45.0,2,3.9,3.2,-1.9,33,34,15,6,57,Matches
Gaetano Oristanio,it ITA,"FW,MF",20.0,12.3,164,242,67.8,2772,783,90,110,81.8,47,69,68.1,20,39,51.3,1,1.1,1.0,-0.1,15,15,11,7,26,Matches
Mateusz Wieteska,pl POL,DF,26.0,10.7,374,462,81.0,7391,3331,121,134,90.3,214,241,88.8,38,78,48.7,1,0.6,0.3,0.4,5,28,5,1,33,Matches
Adam Obert,sk SVK,DF,20.0,10.5,372,474,78.5,7539,2700,144,162,88.9,169,197,85.8,57,100,57.0,0,0.9,0.7,-0.9,6,40,10,6,37,Matches
Eldor Shomurodov,uz UZB,"FW,MF",28.0,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,1.3,10,10,5,2,18,Matches
Gianluca Gaetano,it ITA,"FW,MF",23.0,8.3,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41,Matches
Paulo Azzi,br BRA,"DF,MF",29.0,10.6,322,487,66.1,5033,2123,175,216,81.0,119,181,65.7,19,59,32.2,0,0.7,0.4,-0.7,9,24,10,6,35,Matches
Boris Radunović,rs SRB,GK,27.0,7.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0,0.0,0.0,0.0,0,9,0,0,0,Matches
Leonardo Pavoletti,it ITA,FW,34.0,7.0,87,157,55.4,1272,351,53,81,65.4,27,50,54.0,4,9,44.4,1,0.3,0.3,0.7,7,12,4,0,16,Matches
Marco Mancosu,it ITA,"MF,FW",34.0,1.7,39,62,62.9,615,177,21,25,84.0,11,20,55.0,5,12,41.7,0,0.2,0.4,-0.2,2,4,4,1,8,Matches
Alessandro Di Pardo,it ITA,"DF,MF",24.0,4.0,115,175,65.7,1822,700,65,82,79.3,41,57,71.9,6,24,25.0,0,0.2,0.2,-0.2,5,5,7,4,11,Matches
Kingstone Mutandwa,zm ZAM,"FW,MF",20.0,0.4,3,9,33.3,48,0,2,4,50.0,1,4,25.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Simone Aresti,it ITA,GK,37.0,0.0,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,26.1,38.0,10731,14709,73.0,205047,81881,4427,5206,85.0,4662,5786,80.6,1441,2966,48.6,30,29.1,25.0,0.9,330,863,260,125,1109,0
Opponent Total,0,0,26.5,38.0,16632,20551,80.9,296186,104096,7382,8230,89.7,7131,8231,86.6,1712,3038,56.4,50,41.7,36.0,8.3,370,1298,331,106,1597,0
