Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Paulo Gazzaniga,ar ARG,GK,31.0,38.0,11,0.29,8,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Aleix García,es ESP,MF,26.0,35.5,129,3.63,82,40,1,1,4,1,21,0.59,16,5,0,0,0,0,Matches
Miguel Gutiérrez,es ESP,DF,22.0,33.7,80,2.37,70,1,2,6,0,1,13,0.39,13,0,0,0,0,0,Matches
Sávio,br BRA,"FW,MF",19.0,33.1,118,3.57,85,1,15,7,10,0,25,0.76,19,0,4,0,2,0,Matches
Daley Blind,nl NED,DF,33.0,33.0,48,1.45,41,2,3,1,0,1,5,0.15,4,0,0,0,0,1,Matches
Iván Martín,es ESP,MF,24.0,30.3,71,2.34,60,0,3,2,3,3,13,0.43,9,0,2,2,0,0,Matches
Artem Dovbyk,ua UKR,FW,26.0,28.7,57,1.98,41,0,6,8,2,0,13,0.45,9,0,1,3,0,0,Matches
Eric García,es ESP,DF,22.0,29.3,42,1.43,39,0,0,2,1,0,6,0.2,6,0,0,0,0,0,Matches
Yangel Herrera,ve VEN,MF,25.0,23.4,48,2.05,37,0,1,3,7,0,4,0.17,3,0,0,0,1,0,Matches
Viktor Tsyhankov,ua UKR,"MF,FW",25.0,22.8,73,3.21,52,10,3,4,1,3,13,0.57,11,2,0,0,0,0,Matches
David López,es ESP,DF,33.0,21.8,13,0.6,8,1,1,3,0,0,1,0.05,1,0,0,0,0,0,Matches
Yan Couto,br BRA,"DF,FW",21.0,24.9,56,2.24,44,1,5,2,4,0,14,0.56,9,0,1,1,3,0,Matches
Arnau Martinez,es ESP,DF,20.0,13.8,24,1.74,23,1,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches
Portu,es ESP,"MF,FW",31.0,13.2,29,2.2,22,1,2,2,2,0,9,0.68,7,0,1,0,1,0,Matches
Juanpe,es ESP,DF,32.0,8.3,2,0.24,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristhian Stuani,uy URU,FW,36.0,8.9,16,1.79,11,0,1,3,0,1,3,0.34,2,0,0,1,0,0,Matches
Pablo Torre,es ESP,"MF,FW",20.0,7.8,24,3.07,24,0,0,0,0,0,6,0.77,6,0,0,0,0,0,Matches
Valery Fernández,es ESP,"MF,FW",23.0,5.6,14,2.49,10,1,2,0,1,0,3,0.53,1,0,1,0,1,0,Matches
Jhon Solis,co COL,MF,18.0,4.3,14,3.29,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Antal Yaakobishvili,hu HUN,DF,19.0,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jastin García,es ESP,FW,19.0,0.4,1,2.81,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Toni Villa,es ESP,FW,28.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ibrahima Kebe,ml MLI,MF,22.0,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bernardo Espinosa,co COL,DF,34.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Silvi Clúa,es ESP,MF,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.1,38.0,872,22.95,674,62,45,45,36,10,152,4.0,119,7,10,7,8,1,0
Opponent Total,0,0,27.2,38.0,882,23.21,650,75,42,60,31,24,70,1.84,47,4,3,12,3,1,0
