D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,17:00,La Liga,Matchweek 1,Sat,Away,D,1,1,Real Sociedad,0.8,1.0,52,30848,Cristhian Stuani,4-1-4-1,Francisco Hernández,Match Report,0.0
2023-08-20,19:00,La Liga,Matchweek 2,Sun,Home,W,3,0,Getafe,1.4,0.7,63,11784,Cristhian Stuani,4-1-4-1,Jorge Figueroa,Match Report,0.0
2023-08-26,21:30,La Liga,Matchweek 3,Sat,Away,W,2,1,Sevilla,1.7,1.7,48,29304,Cristhian Stuani,4-1-4-1,Jesús Gil,Match Report,0.0
2023-09-03,14:00,La Liga,Matchweek 4,Sun,Home,W,1,0,Las Palmas,1.0,1.1,46,11619,Cristhian Stuani,4-1-4-1,Mateo Busquets,Match Report,0.0
2023-09-18,21:00,La Liga,Matchweek 5,Mon,Away,W,4,2,Granada,2.8,1.6,57,17323,Aleix García,4-1-4-1,Isidro Díaz de Mera,Match Report,0.0
2023-09-23,14:00,La Liga,Matchweek 6,Sat,Home,W,5,3,Mallorca,3.2,1.8,56,11511,Aleix García,4-1-4-1,Pablo González,Match Report,0.0
2023-09-27,19:00,La Liga,Matchweek 7,Wed,Away,W,2,1,Villarreal,2.1,1.8,47,17188,Aleix García,4-1-4-1,José Sánchez,Match Report,0.0
2023-09-30,18:30,La Liga,Matchweek 8,Sat,Home,L,0,3,Real Madrid,1.6,2.3,52,14184,Aleix García,4-1-4-1,Juan Pulido,Match Report,0.0
2023-10-07,14:00,La Liga,Matchweek 9,Sat,Away,W,1,0,Cádiz,1.2,0.4,73,16438,Aleix García,3-4-3,Juan Martínez,Match Report,0.0
2023-10-22,16:15,La Liga,Matchweek 10,Sun,Home,W,5,2,Almería,1.9,1.0,66,12884,Aleix García,3-4-3,Miguel Ángel Ortiz Arias,Match Report,0.0
2023-10-27,21:00,La Liga,Matchweek 11,Fri,Home,W,1,0,Celta Vigo,0.6,0.2,65,12671,Aleix García,3-4-3,Isidro Díaz de Mera,Match Report,0.0
2023-11-01,12:00,Copa del Rey,First round,Wed,Away,W,2,1,CD San Roque de Lepe,0.0,0.0,70,3000,Cristhian Stuani,4-3-3,Francisco Hernández,Match Report,0.0
2023-11-04,14:00,La Liga,Matchweek 12,Sat,Away,W,4,2,Osasuna,2.2,1.4,50,20100,Aleix García,3-4-3,José Luis Munuera,Match Report,0.0
2023-11-11,14:00,La Liga,Matchweek 13,Sat,Away,W,2,1,Rayo Vallecano,4.5,1.7,54,13177,Aleix García,3-4-3,Pablo González,Match Report,0.0
2023-11-27,21:00,La Liga,Matchweek 14,Mon,Home,D,1,1,Athletic Club,1.3,1.5,60,13123,Cristhian Stuani,4-4-1-1,Mario Melero,Match Report,0.0
2023-12-02,14:00,La Liga,Matchweek 15,Sat,Home,W,2,1,Valencia,1.6,1.0,75,13343,Aleix García,3-4-3,Javier Villanueva,Match Report,0.0
2023-12-07,21:00,Copa del Rey,Second round,Thu,Away,W,5,2,Orihuela,0.0,0.0,70,3000,Cristhian Stuani,3-5-2,Mateo Busquets,Match Report,0.0
2023-12-10,21:00,La Liga,Matchweek 16,Sun,Away,W,4,2,Barcelona,2.5,3.7,46,42848,Aleix García,3-4-3,Isidro Díaz de Mera,Match Report,0.0
2023-12-18,21:00,La Liga,Matchweek 17,Mon,Home,W,3,0,Alavés,1.7,0.7,66,11812,Aleix García,3-4-3,Francisco Hernández,Match Report,0.0
2023-12-21,19:00,La Liga,Matchweek 18,Thu,Away,D,1,1,Betis,1.7,1.5,53,51394,Aleix García,4-2-3-1,Ricardo de Burgos,Match Report,0.0
2024-01-03,21:30,La Liga,Matchweek 19,Wed,Home,W,4,3,Atlético Madrid,2.3,2.3,52,13804,Valery Fernández,4-4-1-1,Alejandro Hernández,Match Report,0.0
2024-01-06,18:00,Copa del Rey,Round of 32,Sat,Away,W,2,0,Elche,0.0,0.0,54,15518,Cristhian Stuani,4-2-3-1,Alberola Rojas,Match Report,0.0
2024-01-14,14:00,La Liga,Matchweek 20,Sun,Away,D,0,0,Almería,0.3,1.7,54,12111,Juanpe,4-4-1-1,Mateo Busquets,Match Report,0.0
2024-01-17,21:30,Copa del Rey,Round of 16,Wed,Home,W,3,1,Rayo Vallecano,0.0,0.0,55,7911,Cristhian Stuani,4-2-3-1,Jorge Figueroa,Match Report,0.0
