Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Stanislav Lobotka,sk SVK,MF,28.0,36.5,2081,2278,91.4,34504,8906,999,1071,93.3,885,945,93.7,152,192,79.2,1,1.3,1.6,-0.3,23,212,22,1,188,Matches
Giovanni Di Lorenzo,it ITA,DF,29.0,35.9,2314,2732,84.7,36941,13552,1255,1357,92.5,835,982,85.0,170,254,66.9,6,4.9,5.4,1.1,51,230,86,16,304,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,31.0,1604,1839,87.2,22930,5591,950,1042,91.2,515,579,88.9,71,99,71.7,2,3.0,3.0,-1.0,38,147,28,6,163,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22.0,30.4,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89,Matches
Alex Meret,it ITA,GK,26.0,30.8,769,914,84.1,18457,10706,137,137,100.0,447,452,98.9,185,321,57.6,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
Matteo Politano,it ITA,FW,29.0,26.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6,7,6.6,6.0,0.4,71,75,76,23,164,Matches
Amir Rrahmani,xk KVX,DF,29.0,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113,Matches
Juan Jesus,br BRA,DF,32.0,23.5,1547,1709,90.5,29632,9837,487,524,92.9,896,950,94.3,148,200,74.0,0,0.3,0.8,-0.3,5,67,2,0,82,Matches
Piotr Zieliński,pl POL,MF,29.0,21.4,1037,1255,82.6,15627,5245,585,626,93.5,326,394,82.7,78,155,50.3,2,3.4,3.2,-1.4,48,129,35,2,131,Matches
Victor Osimhen,ng NGA,FW,24.0,22.0,194,290,66.9,2461,399,120,158,75.9,52,72,72.2,4,13,30.8,3,3.1,0.9,-0.1,23,12,6,0,23,Matches
