Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Stanislav Lobotka,sk SVK,MF,28.0,36.5,2518,94,521,1658,361,5,2518,33,15,45.5,11,33.3,1449,6884,2731,29,47,2,25,13,1851,34,Matches
Giovanni Di Lorenzo,it ITA,DF,29.0,35.9,3054,90,711,1445,921,129,3054,59,18,30.5,35,59.3,1815,8286,4442,95,63,16,28,23,2213,250,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,31.0,2147,43,286,1262,627,59,2147,61,25,41.0,31,50.8,1225,6011,2376,43,65,10,56,31,1675,139,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22.0,30.4,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1119,9260,4776,184,108,81,58,48,1296,266,Matches
Alex Meret,it ITA,GK,26.0,30.8,959,793,956,3,0,0,959,1,1,100.0,0,0.0,564,2467,1302,0,0,0,0,0,554,0,Matches
Matteo Politano,it ITA,FW,29.0,26.2,1550,14,166,555,845,86,1547,83,31,37.3,39,47.0,944,7031,3397,113,80,22,45,24,1155,216,Matches
Amir Rrahmani,xk KVX,DF,29.0,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4,Matches
Juan Jesus,br BRA,DF,32.0,23.5,1897,144,808,1059,39,15,1897,1,1,100.0,0,0.0,1152,5783,2904,6,5,0,6,2,1352,2,Matches
Piotr Zieliński,pl POL,MF,29.0,21.4,1396,26,217,687,503,35,1395,34,16,47.1,16,47.1,819,4256,1956,38,50,6,23,14,1072,88,Matches
Victor Osimhen,ng NGA,FW,24.0,22.0,549,20,30,186,340,152,544,40,16,40.0,19,47.5,314,1769,761,34,24,15,64,28,411,142,Matches
Leo Skiri Østigård,no NOR,DF,23.0,18.1,1487,171,668,769,57,18,1487,3,2,66.7,1,33.3,872,4462,2440,13,7,0,4,2,1050,3,Matches
Mathías Olivera,uy URU,DF,25.0,17.4,1375,51,371,685,326,41,1375,17,11,64.7,5,29.4,728,3374,1814,31,27,1,13,16,851,93,Matches
Giacomo Raspadori,it ITA,"FW,MF",23.0,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,540,2852,895,29,18,12,33,18,689,139,Matches
Mário Rui,pt POR,DF,32.0,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59,Matches
Jens Cajuste,se SWE,MF,23.0,11.3,577,22,83,323,180,23,577,28,17,60.7,10,35.7,283,1506,728,19,18,2,19,10,391,53,Matches
Natan,br BRA,DF,22.0,10.6,756,70,327,384,50,8,756,5,2,40.0,2,40.0,470,2769,1512,15,7,0,10,1,552,11,Matches
Giovanni Simeone,ar ARG,FW,28.0,8.9,301,7,19,128,159,56,301,10,5,50.0,5,50.0,168,875,281,11,9,4,25,13,233,76,Matches
Pierluigi Gollini,it ITA,GK,28.0,7.0,279,235,277,1,1,1,279,0,0,0.0,0,0.0,153,818,485,0,0,0,0,0,140,0,Matches
Hamed Junior Traorè,ci CIV,MF,23.0,4.2,243,7,33,131,85,12,243,10,5,50.0,5,50.0,147,889,448,12,8,2,7,7,193,19,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,4.8,328,12,92,155,82,6,328,18,6,33.3,9,50.0,190,1262,559,14,13,2,5,3,213,22,Matches
Elif Elmas,mk MKD,"FW,MF",23.0,3.8,240,7,27,107,111,12,240,13,6,46.2,7,53.8,140,1045,623,14,13,4,9,7,181,26,Matches
Jesper Lindstrøm,dk DEN,"FW,MF",23.0,4.8,306,2,27,129,154,20,306,25,11,44.0,14,56.0,184,1195,512,16,10,5,18,8,233,34,Matches
Cyril Ngonge,be BEL,FW,23.0,3.5,198,4,14,74,113,16,198,16,8,50.0,7,43.8,129,931,482,18,9,6,11,3,161,43,Matches
Gianluca Gaetano,it ITA,MF,23.0,1.8,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5,Matches
Alessio Zerbin,it ITA,"FW,DF",24.0,1.7,92,0,10,32,54,8,92,4,2,50.0,1,25.0,45,311,147,6,4,2,5,3,65,18,Matches
Diego Demme,de GER,MF,31.0,0.8,81,2,14,45,22,4,81,2,0,0.0,2,100.0,50,289,169,3,4,0,0,0,65,0,Matches
Alessandro Zanoli,it ITA,"DF,FW",22.0,0.6,47,2,10,21,16,0,47,2,0,0.0,2,100.0,26,153,94,2,1,0,2,0,29,3,Matches
Leander Dendoncker,be BEL,MF,28.0,0.3,31,0,7,22,2,0,31,0,0,0.0,0,0.0,15,39,20,0,0,0,2,1,25,0,Matches
Nikita Contini Baranovsky,it ITA,GK,27.0,0.2,5,3,4,1,0,0,5,0,0,0.0,0,0.0,2,5,3,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.2,38.0,26724,2080,7134,12990,6831,1045,26714,744,327,44.0,344,46.2,15781,85638,42383,803,627,195,490,293,19330,1745,0
Opponent Total,0,0,26.5,38.0,18751,2750,7257,7869,3833,620,18747,606,291,48.0,263,43.4,9698,53838,26680,542,385,123,508,308,11259,1055,0
