Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Stanislav Lobotka,sk SVK,MF,28.0,36.5,0,14,4,28.6,0.38,0.11,0.0,0.0,26.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Giovanni Di Lorenzo,it ITA,DF,29.0,35.9,1,37,6,16.2,1.03,0.17,0.03,0.17,13.4,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,31.0,0,33,6,18.2,1.07,0.19,0.0,0.0,16.6,0,0,0,3.4,3.3,0.1,-3.4,-3.3,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22.0,30.4,11,128,45,35.2,4.21,1.48,0.09,0.24,18.8,4,0,0,11.1,11.1,0.09,-0.1,-0.1,Matches
Alex Meret,it ITA,GK,26.0,30.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Politano,it ITA,FW,29.0,26.2,8,72,15,20.8,2.75,0.57,0.08,0.4,21.5,4,2,3,7.1,4.8,0.07,0.9,1.2,Matches
Amir Rrahmani,xk KVX,DF,29.0,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,0.8,0.8,Matches
Juan Jesus,br BRA,DF,32.0,23.5,1,8,2,25.0,0.34,0.09,0.13,0.5,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
Piotr Zieliński,pl POL,MF,29.0,21.4,3,29,8,27.6,1.36,0.37,0.07,0.25,21.4,3,1,1,2.6,1.8,0.06,0.4,0.2,Matches
Victor Osimhen,ng NGA,FW,24.0,22.0,15,85,36,42.4,3.86,1.63,0.14,0.33,13.4,0,3,5,15.4,11.4,0.13,-0.4,0.6,Matches
Leo Skiri Østigård,no NOR,DF,23.0,18.1,1,7,1,14.3,0.39,0.06,0.14,1.0,13.2,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Mathías Olivera,uy URU,DF,25.0,17.4,1,12,1,8.3,0.69,0.06,0.08,1.0,11.7,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Giacomo Raspadori,it ITA,"FW,MF",23.0,17.6,5,60,24,40.0,3.41,1.36,0.08,0.21,18.8,4,0,1,5.9,4.5,0.07,-0.9,0.5,Matches
Mário Rui,pt POR,DF,32.0,13.4,0,5,2,40.0,0.37,0.15,0.0,0.0,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Jens Cajuste,se SWE,MF,23.0,11.3,0,16,3,18.8,1.42,0.27,0.0,0.0,16.5,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Natan,br BRA,DF,22.0,10.6,0,6,1,16.7,0.57,0.09,0.0,0.0,14.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Giovanni Simeone,ar ARG,FW,28.0,8.9,1,35,12,34.3,3.94,1.35,0.03,0.08,14.6,0,0,0,3.4,3.4,0.1,-2.4,-2.4,Matches
Pierluigi Gollini,it ITA,GK,28.0,7.0,0,1,0,0.0,0.14,0.0,0.0,0.0,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Hamed Junior Traorè,ci CIV,MF,23.0,4.2,0,10,3,30.0,2.36,0.71,0.0,0.0,22.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,4.8,0,5,1,20.0,1.05,0.21,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Elif Elmas,mk MKD,"FW,MF",23.0,3.8,2,6,6,100.0,1.59,1.59,0.33,0.33,19.1,0,0,0,0.5,0.5,0.08,1.5,1.5,Matches
Jesper Lindstrøm,dk DEN,"FW,MF",23.0,4.8,0,14,2,14.3,2.93,0.42,0.0,0.0,21.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Cyril Ngonge,be BEL,FW,23.0,3.5,1,17,5,29.4,4.86,1.43,0.06,0.2,17.7,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Gianluca Gaetano,it ITA,MF,23.0,1.8,1,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Alessio Zerbin,it ITA,"FW,DF",24.0,1.7,0,3,1,33.3,1.8,0.6,0.0,0.0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Diego Demme,de GER,MF,31.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Zanoli,it ITA,"DF,FW",22.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Leander Dendoncker,be BEL,MF,28.0,0.3,0,1,0,0.0,3.75,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Nikita Contini Baranovsky,it ITA,GK,27.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.2,38.0,54,638,196,30.7,16.79,5.16,0.08,0.24,17.6,18,6,10,61.4,53.3,0.09,-7.4,-5.3,0
Opponent Total,0,0,26.5,38.0,48,392,124,31.6,10.32,3.26,0.12,0.37,17.4,8,2,4,38.4,35.4,0.09,9.6,10.6,0
