Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Alex Meret,it ITA,GK,26.0,31,31,2773,30.8,40,1.3,104,62,63.5,10,13,8,5,16.1,4,2,2,0,50.0,Matches
Pierluigi Gollini,it ITA,GK,28.0,7,7,630,7.0,8,1.14,24,16,66.7,3,1,3,1,14.3,0,0,0,0,0.0,Matches
Nikita Contini Baranovsky,it ITA,GK,27.0,1,0,17,0.2,0,0.0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.2,38,38,3420,38.0,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0,0
Opponent Total,0,0,26.5,38,38,3420,38.0,55,1.45,204,148,76.0,11,14,13,13,34.2,10,6,2,2,25.0,0
