Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Stanislav Lobotka,sk SVK,MF,28.0,38,3282.0,86.0,96.0,36.5,38,86.0,25,0,0.0,0,1.39,50.0,44.0,6.0,0.16,-0.49,58.9,35.5,23.3,0.64,0.85,Matches
Giovanni Di Lorenzo,it ITA,DF,29.0,36,3234.0,90.0,94.6,35.9,36,90.0,35,0,0.0,0,1.42,52.0,45.0,7.0,0.19,0.19,58.8,36.9,21.8,0.61,0.04,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,34,2786.0,82.0,81.5,31.0,32,85.0,24,2,30.0,0,1.35,43.0,36.0,7.0,0.23,0.23,50.4,29.8,20.6,0.67,0.33,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22.0,34,2737.0,81.0,80.0,30.4,32,83.0,14,2,34.0,0,1.41,46.0,40.0,6.0,0.2,0.07,49.9,33.2,16.6,0.55,-0.29,Matches
Alex Meret,it ITA,GK,26.0,31,2773.0,89.0,81.1,30.8,31,89.0,30,0,0.0,1,1.39,49.0,40.0,9.0,0.29,0.57,53.0,32.3,20.7,0.67,0.34,Matches
Matteo Politano,it ITA,FW,29.0,37,2360.0,64.0,69.0,26.2,31,70.0,1,6,34.0,0,1.41,39.0,34.0,5.0,0.19,0.02,40.7,27.6,13.1,0.5,-0.34,Matches
Amir Rrahmani,xk KVX,DF,29.0,30,2600.0,87.0,76.0,28.9,30,87.0,27,0,0.0,3,1.43,39.0,39.0,0.0,0.0,-0.77,44.5,30.3,14.2,0.49,-0.48,Matches
Juan Jesus,br BRA,DF,32.0,24,2116.0,88.0,61.9,23.5,23,90.0,20,1,52.0,6,1.33,27.0,29.0,-2.0,-0.09,-0.71,36.6,23.5,13.2,0.56,-0.12,Matches
Piotr Zieliński,pl POL,MF,29.0,28,1924.0,69.0,56.3,21.4,23,78.0,4,5,28.0,2,1.36,29.0,25.0,4.0,0.19,0.01,33.9,21.4,12.6,0.59,-0.04,Matches
Victor Osimhen,ng NGA,FW,24.0,25,1982.0,79.0,58.0,22.0,22,86.0,13,3,33.0,1,1.4,36.0,28.0,8.0,0.36,0.43,38.0,23.0,15.0,0.68,0.18,Matches
Leo Skiri Østigård,no NOR,DF,23.0,25,1625.0,65.0,47.5,18.1,18,85.0,16,7,14.0,11,1.38,29.0,23.0,6.0,0.33,0.28,28.1,17.3,10.9,0.6,-0.01,Matches
Mathías Olivera,uy URU,DF,25.0,23,1569.0,68.0,45.9,17.4,18,80.0,10,5,26.0,4,1.39,29.0,18.0,11.0,0.63,0.83,29.5,14.4,15.1,0.87,0.48,Matches
Giacomo Raspadori,it ITA,"FW,MF",23.0,37,1584.0,43.0,46.3,17.6,14,74.0,4,23,24.0,0,1.41,26.0,18.0,8.0,0.45,0.5,28.2,16.7,11.5,0.65,0.09,Matches
Mário Rui,pt POR,DF,32.0,21,1205.0,57.0,35.2,13.4,14,75.0,5,7,22.0,10,1.52,22.0,19.0,3.0,0.22,0.06,22.6,14.3,8.3,0.62,0.02,Matches
Jens Cajuste,se SWE,MF,23.0,26,1016.0,39.0,29.7,11.3,11,70.0,2,15,16.0,8,1.62,19.0,18.0,1.0,0.09,-0.14,18.6,13.5,5.1,0.45,-0.22,Matches
Natan,br BRA,DF,22.0,14,952.0,68.0,27.8,10.6,11,80.0,5,3,26.0,19,1.5,17.0,15.0,2.0,0.19,0.01,19.4,12.9,6.6,0.62,0.02,Matches
Giovanni Simeone,ar ARG,FW,28.0,28,800.0,29.0,23.4,8.9,8,65.0,1,20,14.0,9,1.32,12.0,12.0,0.0,0.0,-0.24,14.6,7.6,7.0,0.79,0.24,Matches
Pierluigi Gollini,it ITA,GK,28.0,7,630.0,90.0,18.4,7.0,7,90.0,7,0,0.0,22,1.43,6.0,8.0,-2.0,-0.29,-0.58,8.1,6.0,2.2,0.31,-0.37,Matches
Hamed Junior Traorè,ci CIV,MF,23.0,9,382.0,42.0,11.2,4.2,5,62.0,0,4,18.0,8,1.22,8.0,6.0,2.0,0.47,0.32,7.3,3.9,3.5,0.82,0.24,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,10,428.0,43.0,12.5,4.8,4,78.0,1,6,19.0,9,0.8,5.0,5.0,0.0,0.0,-0.21,4.9,2.8,2.1,0.44,-0.18,Matches
Elif Elmas,mk MKD,"FW,MF",23.0,11,339.0,31.0,9.9,3.8,4,54.0,0,7,17.0,3,1.64,3.0,5.0,-2.0,-0.53,-0.79,3.3,4.8,-1.4,-0.39,-1.1,Matches
Jesper Lindstrøm,dk DEN,"FW,MF",23.0,22,430.0,20.0,12.6,4.8,2,69.0,0,20,15.0,11,1.32,9.0,7.0,2.0,0.42,0.27,8.7,4.2,4.5,0.94,0.38,Matches
Cyril Ngonge,be BEL,FW,23.0,13,315.0,24.0,9.2,3.5,1,54.0,0,12,22.0,0,1.0,4.0,5.0,-1.0,-0.29,-0.52,7.1,1.9,5.1,1.48,0.96,Matches
Gianluca Gaetano,it ITA,MF,23.0,9,161.0,18.0,4.7,1.8,1,55.0,0,8,13.0,10,1.56,3.0,3.0,0.0,0.0,-0.19,3.7,2.1,1.6,0.9,0.31,Matches
Alessio Zerbin,it ITA,"FW,DF",24.0,7,150.0,21.0,4.4,1.7,1,70.0,0,6,13.0,13,1.14,1.0,2.0,-1.0,-0.6,-0.82,3.3,3.0,0.3,0.16,-0.47,Matches
Diego Demme,de GER,MF,31.0,2,73.0,37.0,2.1,0.8,1,59.0,0,1,14.0,13,2.0,1.0,0.0,1.0,1.23,1.07,0.8,0.1,0.6,0.77,0.16,Matches
Alessandro Zanoli,it ITA,"DF,FW",22.0,4,52.0,13.0,1.5,0.6,0,0.0,0,4,13.0,15,1.75,0.0,0.0,0.0,0.0,-0.19,1.3,0.7,0.5,0.94,0.33,Matches
Leander Dendoncker,be BEL,MF,28.0,3,24.0,8.0,0.7,0.3,0,0.0,0,3,8.0,13,2.33,1.0,0.0,1.0,3.75,3.59,0.2,0.1,0.1,0.35,-0.26,Matches
Nikita Contini Baranovsky,it ITA,GK,27.0,1,17.0,17.0,0.5,0.2,0,0.0,0,1,17.0,34,1.0,0.0,0.0,0.0,0.0,-0.19,0.3,0.1,0.2,1.12,0.51,Matches
Luigi D'Avino,it ITA,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Gioielli,it ITA,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hubert Idasiak,pl POL,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hirving Lozano,mx MEX,"FW,MF",28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorenzo Russo,it ITA,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Karim Zedadka,fr FRA,DF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.2,38,3420.0,90.0,100.0,38.0,418,82.0,244,171,19.0,264,1.39,55.0,48.0,7.0,0.18,0.0,61.4,38.4,23.0,0.61,0.0,0
Opponent Total,0,0,26.5,38,3420.0,90.0,100.0,38.0,418,82.0,239,181,20.0,283,1.24,48.0,55.0,-7.0,-0.18,0.0,38.4,61.4,-23.0,-0.61,0.0,0
