Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Rui Patrício,pt POR,GK,35.0,23,23,2070,23.0,27,1.17,74,49,66.2,11,5,7,6,26.1,3,2,0,1,0.0,Matches
Mile Svilar,rs SRB,GK,23.0,15,15,1350,15.0,19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,0,50.0,Matches
Squad Total,0,0,27.7,38,38,3420,38.0,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0,0
Opponent Total,0,0,26.4,38,38,3420,38.0,65,1.71,154,89,64.9,11,9,18,5,13.2,12,11,1,0,8.3,0
