Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Unai Simón,es ESP,GK,26.0,35.4,8,0.23,6,2,0,0,0,0,2,0.06,1,1,0,0,0,0,Matches
Iñaki Williams,gh GHA,FW,29.0,31.6,104,3.29,77,0,12,5,8,2,9,0.28,7,0,1,0,1,0,Matches
Daniel Vivian,es ESP,DF,24.0,32.0,24,0.75,20,0,0,3,1,0,2,0.06,1,0,0,0,1,0,Matches
Aitor Paredes,es ESP,DF,23.0,30.0,15,0.5,15,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Gorka Guruzeta,es ESP,FW,26.0,24.6,56,2.27,46,0,1,2,5,2,8,0.32,7,0,0,1,0,0,Matches
Nico Williams,es ESP,FW,21.0,25.1,121,4.81,72,18,19,6,6,0,24,0.95,15,2,4,1,2,0,Matches
Óscar de Marcos,es ESP,DF,34.0,25.1,46,1.83,40,5,0,0,1,0,7,0.28,7,0,0,0,0,0,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29.0,23.2,56,2.41,42,12,0,0,2,0,9,0.39,9,0,0,0,0,0,Matches
Oihan Sancet,es ESP,MF,23.0,21.9,84,3.83,68,0,6,6,4,0,9,0.41,8,0,0,1,0,0,Matches
Iñigo Lekue,es ESP,DF,30.0,22.2,35,1.57,29,4,1,1,0,0,7,0.31,7,0,0,0,0,0,Matches
Yuri Berchiche,es ESP,DF,33.0,21.4,36,1.68,30,1,1,2,2,0,5,0.23,5,0,0,0,0,0,Matches
Mikel Vesga,es ESP,MF,30.0,17.0,25,1.46,22,0,0,1,0,2,2,0.12,2,0,0,0,0,0,Matches
Beñat Prados,es ESP,"MF,DF",22.0,16.1,21,1.3,20,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Álex Berenguer,es ESP,FW,28.0,17.7,60,3.4,26,25,4,2,2,1,8,0.45,3,3,1,0,0,1,Matches
Yeray Álvarez,es ESP,DF,28.0,12.8,10,0.78,8,2,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
Ander Herrera,es ESP,MF,33.0,11.4,30,2.63,27,0,0,2,0,1,3,0.26,3,0,0,0,0,0,Matches
Unai Gómez,es ESP,MF,20.0,9.7,25,2.57,14,6,1,2,1,1,2,0.21,2,0,0,0,0,0,Matches
Dani García,es ESP,MF,33.0,8.3,3,0.36,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Iker Muniain,es ESP,"MF,FW",30.0,6.6,25,3.78,19,5,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Imanol,es ESP,DF,23.0,5.8,4,0.69,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Asier Villalibre,es ESP,FW,25.0,5.7,16,2.81,15,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Adu Ares,es ESP,FW,21.0,2.9,3,1.02,2,0,1,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Julen Agirrezabala,es ESP,GK,22.0,2.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raúl García,es ESP,"FW,MF",37.0,4.7,4,0.86,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Mikel Jauregizar,es ESP,MF,19.0,1.7,5,2.98,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peru Nolaskoain,es ESP,"DF,MF",24.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aingeru Olabarrieta,es ESP,FW,17.0,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.3,38.0,817,21.5,612,81,48,33,32,11,103,2.71,83,6,6,3,4,1,0
Opponent Total,0,0,26.9,38.0,734,19.32,524,70,41,42,42,15,60,1.58,43,4,5,6,2,0,0
